country,domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction
Argentina,Political,Ideational,Political + Ideational,15124,3309,1194,1237.5362675740255,-0.05164672431431125,-0.07590748655741211,-0.028697643500771017,0.012008683549249985,0.0004997501249375312,0.36083408884859475,-11.284349641595806,1.4146255494829068,-14.057015718582303,-8.51168356460931,1.500344608188578e-15,0.0005997001499250374,2.250516912282867e-15,dissociated
Argentina,Political,Economic,Political + Economic,15124,3309,407,588.9489906385738,-0.5325669122381504,-0.6179411090431877,-0.45623555260442455,0.04137834817897825,0.0004997501249375312,0.12299788455726805,-0.9138148490617155,0.058127298811760666,-1.0277443547327665,-0.7998853433906646,1.0872633851167864e-55,0.0005997001499250374,2.174526770233573e-55,dissociated
Argentina,Political,Security,Political + Security,15124,3309,703,477.5147416174355,0.5574953129327169,0.49881846427878046,0.6203221614842515,0.03079941179049587,0.0004997501249375312,0.21245089150800847,0.4167038639423608,0.05361770620574012,0.3116131597791102,0.5217945681056114,7.740392049719345e-15,0.0005997001499250374,9.288470459663213e-15,associated
Argentina,Ideational,Economic,Ideational + Economic,15124,3309,683,457.514741773894,0.5775473038282855,0.518419148270272,0.6400576175652483,0.0312731092722853,0.0004997501249375312,0.20640676941674221,-3.1091561427342387,0.056417898737021084,-3.2197352242588,-2.9985770612096774,0.0,0.0005997001499250374,0.0,associated
Argentina,Ideational,Security,Ideational + Security,15124,3309,189,370.9489907902727,-0.9709662579621118,-1.142118223028064,-0.8289426534005211,0.0800515624950968,0.0004997501249375312,0.057116953762466005,-4.447206645289703,0.08364630529991186,-4.61115340367753,-4.283259886901876,0.0,0.0005997001499250374,0.0,dissociated
Argentina,Economic,Security,Economic + Security,15124,3309,133,176.53626760579812,-0.4072051988203911,-0.6242795166988258,-0.21591036146506234,0.10622876095409811,0.0009995002498750624,0.04019341190692052,-0.6053669857180015,0.09368610258693136,-0.7889917467883869,-0.42174222464761607,1.0356610068638227e-10,0.0009995002498750624,1.0356610068638227e-10,dissociated
Norway,Political,Ideational,Political + Ideational,14718,3142,1167,1167.1781608852132,-0.0002201389430421363,-0.02122204669339971,0.02109036505659722,0.010814290216427406,0.9835082458770614,0.3714194780394653,-11.265920503567154,1.4146273932373425,-14.038590194312345,-8.493250812821962,1.6672914549580392e-15,0.9835082458770614,2.500937182437059e-15,not distinguishable
Norway,Political,Economic,Political + Economic,14718,3142,841,852.8849845206074,-0.02023345469948385,-0.05251085124495358,0.011171404409718243,0.016151760903306413,0.20439780109945027,0.2676639083386378,-0.5046566890049111,0.0453912498761813,-0.5936235387622265,-0.4156898392475958,1.0262670994341166e-28,0.32608695652173914,2.052534198868233e-28,not distinguishable
Norway,Political,Security,Political + Security,14718,3142,215,202.93685445272436,0.08310680899901693,-0.05190196267134556,0.2007895356448819,0.06487502905547417,0.19940029985007496,0.06842775302355188,-0.5242474688928519,0.08272073845362837,-0.6863801162619635,-0.3621148215237403,2.334355092418529e-10,0.32608695652173914,2.801226110902235e-10,not distinguishable
Norway,Ideational,Economic,Ideational + Economic,14718,3142,663,650.9368545899434,0.02647112407766267,-0.015485047428419696,0.06585899685609624,0.020991032410501737,0.20689655172413793,0.21101209420751113,-2.777505854904319,0.05105409815935546,-2.877571887296656,-2.677439822511982,0.0,0.32608695652173914,0.0,not distinguishable
Norway,Ideational,Security,Ideational + Security,14718,3142,143,154.88498462906375,-0.1147963611315457,-0.3135825338401087,0.06172867395096442,0.09503868309592928,0.21739130434782608,0.04551241247612985,-2.557021612114251,0.09504284478071405,-2.743305587884451,-2.3707376363440513,1.978067783443175e-159,0.32608695652173914,5.934203350329525e-159,not distinguishable
Norway,Economic,Security,Economic + Security,14718,3142,113,113.178160922448,-0.0022628225437325085,-0.23748742527928376,0.20430193837313695,0.11247239756359526,0.9835082458770614,0.03596435391470401,-0.23742433337082555,0.10429585766360236,-0.44184421439148613,-0.03300445235016494,0.022819073811905583,0.9835082458770614,0.022819073811905583,not distinguishable
Mexico,Political,Ideational,Political + Ideational,14402,2893,1032,1096.4566207048276,-0.08736469365752055,-0.11282439463809603,-0.06463614035301676,0.012386755454445644,0.0004997501249375312,0.3567231247839613,-11.516702704776064,1.4146569885127682,-14.28943040226109,-8.743975007291038,3.9207180855905824e-16,0.0004997501249375312,5.881077128385874e-16,dissociated
Mexico,Political,Economic,Political + Economic,14402,2893,342,489.8054655367892,-0.5175768556611274,-0.6116251171360071,-0.4315023554765106,0.04599588234504236,0.0004997501249375312,0.11821638437608019,-1.3189668427830499,0.0632937209777938,-1.4430225358995257,-1.194911149666574,1.925015508993927e-96,0.0004997501249375312,3.850031017987854e-96,dissociated
Mexico,Political,Security,Political + Security,14402,2893,568,355.7379136226064,0.6743192816265322,0.6067240559881103,0.7488455112700433,0.036301381122973285,0.0004997501249375312,0.19633598340822675,-0.1310579897778097,0.05849456078008798,-0.24570732890678215,-0.016408650648837245,0.025057453832752152,0.0004997501249375312,0.025057453832752152,associated
Mexico,Ideational,Economic,Ideational + Economic,14402,2893,676,463.73791375605606,0.5432255835266919,0.48164086936917355,0.6047644435259553,0.031411280434144734,0.0004997501249375312,0.23366747321119943,-1.4196802708060696,0.054150601394378765,-1.525815449539052,-1.3135450920730873,1.6894276484576726e-151,0.0004997501249375312,5.068282945373018e-151,associated
Mexico,Ideational,Security,Ideational + Security,14402,2893,189,336.8054656688774,-0.8318578474559605,-0.9965384194941239,-0.6926419774174367,0.07745593237468516,0.0004997501249375312,0.06533010715520221,-2.943069481574726,0.08120943790692761,-3.102239979872304,-2.7838989832771475,1.4032456286672313e-287,0.0004997501249375312,8.419473772003388e-287,dissociated
Mexico,Economic,Security,Economic + Security,14402,2893,86,150.45662071084362,-0.8033619946254303,-1.1096971249746703,-0.5598733839342772,0.14050158700157,0.0004997501249375312,0.029726927065330106,-0.6374285435597302,0.11451053509582436,-0.861869192347546,-0.41298789477191444,2.5983323317848143e-08,0.0004997501249375312,3.117998798141777e-08,dissociated
China,Political,Ideational,Political + Ideational,11395,2652,868,963.6425352606966,-0.15072059597689025,-0.1790119347677939,-0.12446512514947228,0.01376968255295733,0.0004997501249375312,0.3273001508295626,-11.08188841801081,1.4147598630620415,-13.85481774961241,-8.308959086409208,4.761649958195181e-15,0.0004997501249375312,5.7139799498342175e-15,dissociated
China,Political,Economic,Political + Economic,11395,2652,427,547.885358144763,-0.3592656317642297,-0.42682825919083034,-0.2957915287022211,0.033984265765566304,0.0004997501249375312,0.1610105580693816,-0.7618374650219094,0.06019212113538194,-0.879814022447258,-0.6438609075965608,1.0264397852008695e-36,0.0004997501249375312,2.052879570401739e-36,dissociated
China,Political,Security,Political + Security,11395,2652,635,418.47210646859145,0.6010379271265606,0.5396015164190912,0.6645457385242461,0.03263364069803419,0.0004997501249375312,0.23944193061840122,0.374520698932541,0.059751262453787764,0.25740822452311696,0.491633173341965,3.6572319833029477e-10,0.0004997501249375312,3.6572319833029477e-10,associated
China,Ideational,Economic,Ideational + Economic,11395,2652,545,328.47210657731046,0.729613932979183,0.658727437148352,0.8023472019320801,0.036964971991088585,0.0004997501249375312,0.2055052790346908,-1.8214685091916498,0.05807478618329932,-1.9352950901109165,-1.7076419282723831,6.232422093023476e-216,0.0004997501249375312,1.8697266279070426e-215,associated
China,Ideational,Security,Ideational + Security,11395,2652,130,250.88535824544496,-0.9458508167029651,-1.1611881756585287,-0.7621401504622254,0.10235337101638672,0.0004997501249375312,0.049019607843137254,-3.449381933176962,0.09553184640608028,-3.6366243521328796,-3.2621395142210448,1.7521720277795282e-285,0.0004997501249375312,1.051303216667717e-284,dissociated
China,Economic,Security,Economic + Security,11395,2652,47,142.64253530319348,-1.5914530190750587,-2.017402510885576,-1.2450727851876857,0.1974177325924286,0.0004997501249375312,0.017722473604826545,-1.515172233756934,0.15048212371383862,-1.8101171962360576,-1.2202272712778104,7.590958149657377e-24,0.0004997501249375312,1.1386437224486064e-23,dissociated
Poland,Political,Ideational,Political + Ideational,11752,2402,965,982.410022729122,-0.025783096653601394,-0.049293440560298184,-0.0027853692487707434,0.011750510306530397,0.02848575712143928,0.40174854288093254,-10.754299350914597,1.4147711817253443,-13.52725086709627,-7.981347834732922,2.928517871180707e-14,0.034182908545727135,5.857035742361414e-14,dissociated
Poland,Political,Economic,Political + Economic,11752,2402,220,303.9757988130937,-0.4655489046315732,-0.5942311242953641,-0.34466274973003513,0.061864625423196665,0.0004997501249375312,0.09159034138218151,-0.511890671245968,0.07794928689702574,-0.6646712735641385,-0.3591100689277975,5.1349198246485306e-11,0.0007496251874062968,7.702379736972797e-11,dissociated
Poland,Political,Security,Political + Security,11752,2402,317,215.61417856601312,0.554962865935166,0.455031496915025,0.6486372123528543,0.048494430922316575,0.0004997501249375312,0.13197335553705244,-0.10605963709956795,0.0686270851234527,-0.24056872394153522,0.028449449742399324,0.1222377767892224,0.0007496251874062968,0.12223777678922239,associated
Poland,Ideational,Economic,Ideational + Economic,11752,2402,568,466.6141784437879,0.28338511279959155,0.2299138840795376,0.3354950347439706,0.027647094317316375,0.0004997501249375312,0.23646960865945046,-3.8546971058816504,0.08962335239641361,-4.030358876578621,-3.67903533518468,0.0,0.0007496251874062968,0.0,associated
Poland,Ideational,Security,Ideational + Security,11752,2402,247,330.9757986828216,-0.42147501665440656,-0.5357886679010905,-0.318241064386962,0.055210571506473065,0.0004997501249375312,0.10283097418817652,-11.359094744051669,1.4160305158272455,-14.13451455507307,-8.583674933030268,1.0421800830349221e-15,0.0007496251874062968,3.1265402491047664e-15,dissociated
Poland,Economic,Security,Economic + Security,11752,2402,85,102.4100227651617,-0.2673871730529445,-0.5483140327759292,-0.02592973264871257,0.13286264884620716,0.043478260869565216,0.03538717735220649,-0.41743159826116577,0.11665731001289323,-0.6460799258864365,-0.18878327063589503,0.0003458732647416306,0.043478260869565216,0.0004150479176899567,dissociated
Netherlands,Political,Ideational,Political + Ideational,15251,2401,933,940.9402057296171,-0.012219444521011102,-0.033382711979496514,0.009580069757220814,0.010645855980146819,0.2368815592203898,0.3885880882965431,-11.267389745040209,1.4147509316459812,-14.040301571066331,-8.494477919014086,1.6626723668415301e-15,0.27136431784107945,3.3253447336830607e-15,not distinguishable
Netherlands,Political,Economic,Political + Economic,15251,2401,278,340.10033245041325,-0.2904025156259236,-0.3770860740693044,-0.2073287991888398,0.043718765350892766,0.0004997501249375312,0.11578508954602248,-0.6176128004808057,0.06802582427614971,-0.7509434160620592,-0.4842821848995522,1.0948313087213414e-19,0.0007496251874062968,3.284493926164024e-19,dissociated
Netherlands,Political,Security,Political + Security,15251,2401,167,96.95946190845059,0.7812869332892608,0.6287295832889547,0.9162953516403336,0.0744072690487817,0.0004997501249375312,0.06955435235318617,0.0005186124507486129,0.09050987442833117,-0.17688074142878046,0.17791796633027768,0.9954282269657291,0.0007496251874062968,0.995428226965729,associated
Netherlands,Ideational,Economic,Ideational + Economic,15251,2401,807,736.959461808714,0.1308985132988865,0.09872224486268019,0.16504648342882464,0.017058283708287224,0.0004997501249375312,0.33610995418575595,-10.48633819910967,1.4150154949437048,-13.25976856919933,-7.712907829020008,1.2557902204381063e-13,0.0007496251874062968,1.8836853306571594e-13,associated
Netherlands,Ideational,Security,Ideational + Security,15251,2401,148,210.10033230629804,-0.5040447817681205,-0.6656924804955072,-0.35475221528130535,0.07920262024039706,0.0004997501249375312,0.061640982923781756,-7.801538719149618,0.23027179994802036,-8.252871447047738,-7.350205991251498,1.326389648205482e-251,0.0007496251874062968,7.958337889232892e-251,dissociated
Netherlands,Economic,Security,Economic + Security,15251,2401,68,75.94020579650646,-0.15822767434999738,-0.4754077645644088,0.1160922376523023,0.1466965547940713,0.27136431784107945,0.028321532694710536,-0.27027385261159376,0.1295929904513272,-0.5242761138961951,-0.016271591326992463,0.037018571000435714,0.27136431784107945,0.04442228520052286,not distinguishable
Ireland,Political,Ideational,Political + Ideational,12192,2231,733,766.5108638524302,-0.0644500461385769,-0.0935944988737157,-0.03467914485319002,0.015243623464222283,0.0004997501249375312,0.32855221873599283,-11.440777057640558,1.4148210933177037,-14.213826400543256,-8.66772771473786,6.146561959657623e-16,0.0009995002498750624,9.219842939486433e-16,dissociated
Ireland,Political,Economic,Political + Economic,12192,2231,592,612.7450058534165,-0.049648425795465904,-0.08831668653338562,-0.010188703714795007,0.020238359768127726,0.013993003498250875,0.26535186015239803,-0.46377345557310784,0.053965180602551614,-0.569545209554109,-0.35800170159210665,8.403784835300557e-18,0.01679160419790105,1.6807569670601113e-17,dissociated
Ireland,Political,Security,Political + Security,12192,2231,296,241.7441301922797,0.291570396592579,0.20100948798884385,0.37999314029441633,0.04570551127219268,0.0004997501249375312,0.13267593007619902,-0.5445325448601323,0.07235692711099989,-0.686352121997692,-0.4027129677225725,5.246070870693776e-14,0.0009995002498750624,6.295285044832531e-14,associated
Ireland,Ideational,Economic,Ideational + Economic,12192,2231,411,356.7441302854598,0.2039821233919446,0.1397280244165116,0.2709248263357691,0.03403707178565159,0.0004997501249375312,0.18422232182877632,-2.4186245988677992,0.06081120094268212,-2.537814552715456,-2.2994346450201424,0.0,0.0009995002498750624,0.0,associated
Ireland,Ideational,Security,Ideational + Security,12192,2231,120,140.74500592125702,-0.22916671179818682,-0.430965980785333,-0.044167115814887976,0.09929972451278282,0.022488755622188907,0.05378753922008068,-2.986790237016872,0.0997377370858905,-3.1822762017052173,-2.7913042723285266,4.895379705536193e-197,0.022488755622188907,1.4686139116608579e-196,dissociated
Ireland,Economic,Security,Economic + Security,12192,2231,79,112.5108638951567,-0.5074347021245973,-0.8006585793298043,-0.2593463819251323,0.13634002520866856,0.0009995002498750624,0.035410129986553115,-0.6921621226719737,0.11999920246371965,-0.9273605595008643,-0.4569636858430832,8.019115001776472e-09,0.0014992503748125937,8.019115001776472e-09,dissociated
Portugal,Political,Ideational,Political + Ideational,8876,2171,879,886.9474335086611,-0.012978088666736392,-0.037879272660226435,0.01068310403248005,0.012397945209359804,0.2978510744627686,0.4048825426070935,-10.46980422113129,1.4148233161744708,-13.242857920833252,-7.696750521429326,1.3610356789303602e-13,0.3213393303348326,2.7220713578607205e-13,not distinguishable
Portugal,Political,Economic,Political + Economic,8876,2171,406,467.174325634077,-0.2022488776173497,-0.25927120540835885,-0.14510264727741257,0.02957898929244826,0.0004997501249375312,0.18701059419622293,-0.422889970645251,0.06310642430760675,-0.5465785622881603,-0.2992013790023418,2.066879794011378e-11,0.0007496251874062968,3.100319691017067e-11,dissociated
Portugal,Political,Security,Political + Security,8876,2171,287,217.8782407348316,0.3967328431502212,0.305438037010381,0.4871036082063416,0.04656319415789564,0.0004997501249375312,0.1321971441731921,0.2993760441397016,0.08077963133036692,0.14104796673218242,0.45770412154722073,0.00021048908013775828,0.0007496251874062968,0.00021496604402891718,associated
Portugal,Ideational,Economic,Ideational + Economic,8876,2171,419,349.87824085102636,0.2597576270246524,0.19260366589425196,0.3256336786832514,0.033158843311084485,0.0004997501249375312,0.19299861814831876,-5.182028660639917,0.11502768670048129,-5.40748292657286,-4.956574394706974,0.0,0.0007496251874062968,0.0,associated
Portugal,Ideational,Security,Ideational + Security,8876,2171,102,163.17432573922855,-0.6752041259870658,-0.906368589271071,-0.4649285607355556,0.11135347521538652,0.0004997501249375312,0.04698295716259788,-4.338957745776325,0.11561253231008027,-4.565558309104082,-4.112357182448568,2.9677770873386987e-308,0.0007496251874062968,8.903331262016095e-308,dissociated
Portugal,Economic,Security,Economic + Security,8876,2171,78,85.94743353217551,-0.13913047949470192,-0.44370314599104316,0.10636837667681033,0.14045892647029642,0.3213393303348326,0.03592814371257485,-0.45704039254228196,0.12349950957414745,-0.699099431307611,-0.21498135377695296,0.0002149660440289172,0.3213393303348326,0.00021496604402891718,not distinguishable
Chile,Political,Ideational,Political + Ideational,7345,2031,847,846.6938869207936,0.0005211889055997936,-0.02150552841334325,0.022864502488828594,0.011439113848251137,0.9600199900049975,0.4170359428852782,-10.429165779603146,1.41481906662292,-13.20221115018407,-7.656120409022223,1.6887358892806946e-13,0.9600199900049975,2.533103833921042e-13,not distinguishable
Chile,Political,Economic,Political + Economic,7345,2031,492,528.288355923818,-0.10256668405435178,-0.14576667362257373,-0.061948715776358486,0.021045867760280446,0.0004997501249375312,0.24224519940915806,-1.1031281081868536,0.06188778739949287,-1.2244281714898597,-0.9818280448838476,4.549343966163315e-71,0.0007496251874062968,9.09868793232663e-71,dissociated
Chile,Political,Security,Political + Security,7345,2031,222,186.01775703241262,0.2544923503003415,0.14892099665405012,0.3577154163310445,0.05351111206568194,0.0004997501249375312,0.10930576070901034,-0.5005744997058446,0.09359979893867311,-0.6840301056256438,-0.3171188937860453,8.891690288575365e-08,0.0007496251874062968,1.0670028346290437e-07,associated
Chile,Ideational,Economic,Ideational + Economic,7345,2031,335,299.0177571471178,0.1636712295593911,0.09251229877257115,0.23207193068001553,0.03571978102190219,0.0004997501249375312,0.16494337764647957,-2.66115217653599,0.07095473821700171,-2.8002234634413132,-2.5220808896306663,7.656185524377296e-308,0.0007496251874062968,4.593711314626377e-307,associated
Chile,Ideational,Security,Ideational + Security,7345,2031,69,105.2883560155367,-0.6060959577062387,-0.8965167077945331,-0.3544973226837706,0.14021216857273808,0.0004997501249375312,0.033973412112259974,-2.890029001201743,0.13232211580955414,-3.149380348188469,-2.6306776542150168,9.494811681353463e-106,0.0007496251874062968,2.8484435044060387e-105,dissociated
Chile,Economic,Security,Economic + Security,7345,2031,66,65.6938869603211,0.00665635106242516,-0.30687195224901276,0.2640948133466805,0.14885200472515453,0.9600199900049975,0.03249630723781388,-0.4548498310740339,0.13526129893224834,-0.7199619769812406,-0.18973768516682715,0.0007717042617567837,0.9600199900049975,0.0007717042617567837,not distinguishable
Japan,Political,Ideational,Political + Ideational,20214,2014,537,564.172129701947,-0.07114867184811849,-0.11080470027105459,-0.029676721867626276,0.020226341638078973,0.0014992503748125937,0.2666335650446872,-12.00605021173564,1.4150362969914942,-14.77952135383897,-9.232579069632312,2.1641831635066457e-17,0.0017991004497751122,2.5970197962079748e-17,dissociated
Japan,Political,Economic,Political + Economic,20214,2014,187,245.74549352964172,-0.3932067268409901,-0.5338373480337092,-0.27657602870250725,0.06496500594983041,0.0004997501249375312,0.09285004965243297,-0.5399324488712477,0.07947560273677791,-0.6957046302353324,-0.38416026750716303,1.09302635776143e-11,0.0007496251874062968,1.09302635776143e-11,dissociated
Japan,Political,Security,Political + Security,20214,2014,163,77.0823768082609,1.0754897557601493,0.9127651022225005,1.2261087321181718,0.08050725498134555,0.0004997501249375312,0.08093346573982126,-0.8637315367281266,0.08376042773646039,-1.027901975091589,-0.6995610983646643,6.223969608865955e-25,0.0007496251874062968,1.8671908826597864e-24,associated
Japan,Ideational,Economic,Ideational + Economic,20214,2014,863,777.0823767548467,0.1512006558996295,0.1184402692126289,0.1862300283676246,0.017463881023294752,0.0004997501249375312,0.4285004965243297,-3.9855971296829957,0.06670732847623694,-4.11634349349642,-3.854850765869571,0.0,0.0007496251874062968,0.0,associated
Japan,Ideational,Security,Ideational + Security,20214,2014,185,243.74549341980517,-0.39691275638799595,-0.5328930651810513,-0.27988992900958987,0.06446671120450899,0.0004997501249375312,0.09185700099304867,-12.933381468602319,1.4163073486225715,-15.709343871902558,-10.15741906530208,6.739341206030294e-20,0.0007496251874062968,1.0109011809045441e-19,dissociated
Japan,Economic,Security,Economic + Security,20214,2014,79,106.17212978549823,-0.42415652712514146,-0.6941602202608407,-0.172625549665785,0.1312280673165083,0.00399800099950025,0.03922542204568024,-1.1780707755886113,0.11672852549086674,-1.4068586855507101,-0.9492828656265124,5.969294126732768e-24,0.00399800099950025,1.1938588253465536e-23,dissociated
Belgium,Political,Ideational,Political + Ideational,13838,2010,859,860.5678231894644,-0.0026292382502849897,-0.022594136318552005,0.01863819493903562,0.010741042388780913,0.8000999500249875,0.427363184079602,-11.607098126715018,1.4147384215106575,-14.379985432875905,-8.83421082055413,2.3172047879422754e-16,0.8060969515242379,3.475807181913413e-16,not distinguishable
Belgium,Political,Economic,Political + Economic,13838,2010,312,341.5889916906151,-0.1305154896339578,-0.20217675761507595,-0.06226118893483102,0.0358058131480614,0.0009995002498750624,0.15522388059701492,-0.8138237482043443,0.06680179455680356,-0.9447552655356793,-0.6828922308730093,3.845184828301737e-34,0.0014992503748125937,7.690369656603474e-34,dissociated
Belgium,Political,Security,Political + Security,13838,2010,138,106.84318520561442,0.36765537317414515,0.19343164925591114,0.5282979507560827,0.08399916590807452,0.0004997501249375312,0.06865671641791045,-0.594867495756909,0.10005326596979824,-0.7909718970577135,-0.39876309445610447,2.756007466593496e-09,0.0014992503748125937,3.3072089599121953e-09,associated
Belgium,Ideational,Economic,Ideational + Economic,13838,2010,519,487.84318511540005,0.08922838525003021,0.044204933514634684,0.1350753310686302,0.022822238246662484,0.0004997501249375312,0.2582089552238806,-2.661820912903656,0.06265953951496064,-2.7846336103529787,-2.539008215454333,0.0,0.0014992503748125937,0.0,associated
Belgium,Ideational,Security,Ideational + Security,13838,2010,123,152.58899158492278,-0.30985950257676964,-0.4913728609885236,-0.14687943150233848,0.08859346334542537,0.0009995002498750624,0.06119402985074627,-3.1033952918886967,0.10552712157163398,-3.3102284501690993,-2.896562133608294,4.274820195105469e-190,0.0014992503748125937,1.2824460585316408e-189,dissociated
Belgium,Economic,Security,Economic + Security,13838,2010,59,60.56782321398284,-0.03752275225816915,-0.3600983667668576,0.2448856674993746,0.1572038500849932,0.8060969515242379,0.02935323383084577,0.09981205253760606,0.14038883378530453,-0.17535006168159084,0.37497416675680295,0.47710369430586974,0.8060969515242379,0.47710369430586974,not distinguishable
New Zealand,Political,Ideational,Political + Ideational,8610,1865,510,524.1882435705083,-0.039549503486864625,-0.0789473091566264,-0.00016552828038152363,0.02010902601966373,0.047976011994003,0.2734584450402145,-6.248411088270525,0.14099654038123197,-6.5247643074177395,-5.972057869123311,0.0,0.095952023988006,0.0,not distinguishable
New Zealand,Political,Economic,Political + Economic,8610,1865,522,497.4186302248667,0.06952104060822004,0.025571865396096554,0.11317876058651895,0.022158732658198295,0.0034982508745627187,0.27989276139410185,-1.0321920180888096,0.056037471511165525,-1.142025462250694,-0.9223585739269251,9.13501786344797e-76,0.010494752623688156,1.3702526795171955e-75,associated
New Zealand,Political,Security,Political + Security,8610,1865,82,92.39312623895823,-0.17117772689576155,-0.43218747646462774,0.04980968729584252,0.12474066456074312,0.16091954022988506,0.04396782841823056,-1.478128980382828,0.12126543069729176,-1.7158092245495198,-1.240448736216136,3.548739901387496e-34,0.16091954022988506,4.258487881664995e-34,not distinguishable
New Zealand,Ideational,Economic,Ideational + Economic,8610,1865,541,551.3931262040187,-0.027427579127188514,-0.06564750145263266,0.008428677180475304,0.018916613175644165,0.1424287856071964,0.2900804289544236,-2.3537746860251882,0.05788617509589978,-2.467231589213152,-2.2403177828372245,0.0,0.16091954022988506,0.0,not distinguishable
New Zealand,Ideational,Security,Ideational + Security,8610,1865,127,102.4186301458616,0.3089930871435096,0.12077291573433604,0.47300267058772644,0.08940377546306906,0.0014992503748125937,0.06809651474530831,-1.9446737367180307,0.10342721048369104,-2.147391069266065,-1.7419564041699962,7.225503100397272e-79,0.008995502248875561,1.4451006200794544e-78,associated
New Zealand,Economic,Security,Economic + Security,8610,1865,83,97.18824361578635,-0.22640875255221843,-0.4922607492500261,-0.0009524282574147182,0.12261659168568573,0.06496751624187906,0.04450402144772118,-0.7098291608314088,0.12124862922077283,-0.9474764741041235,-0.4721818475586941,4.789445808530068e-09,0.09745127436281859,4.789445808530068e-09,not distinguishable
Finland,Political,Ideational,Political + Ideational,8708,1779,676,700.5063652410173,-0.05133760997696422,-0.07113360484297358,-0.03247171809548851,0.00987842936957397,0.0004997501249375312,0.37998875772906127,-10.476219168022455,1.4149929905398382,-13.249605429480537,-7.702832906564373,1.324163677699551e-13,0.0009995002498750624,2.648327355399102e-13,dissociated
Finland,Political,Economic,Political + Economic,8708,1779,406,414.521998656198,-0.029932457679869247,-0.07550928865884761,0.010488182534801278,0.021782497085382616,0.17341329335332334,0.22821810005621135,0.1766169168671802,0.0650248713097465,0.04916816910007707,0.3040656646342833,0.006604717536124254,0.19390304847576212,0.007925661043349106,not distinguishable
Finland,Political,Security,Political + Security,8708,1779,96,62.97163618044334,0.6044169092922991,0.40494453084787574,0.7815506776876257,0.09416583684278161,0.0004997501249375312,0.05396290050590219,-0.04014638182937513,0.12137001227965692,-0.2780316058975027,0.19773884223875243,0.7408131015100912,0.0009995002498750624,0.7408131015100912,associated
Finland,Ideational,Economic,Ideational + Economic,8708,1779,517,483.97163610171833,0.09514665858818691,0.057675174749426246,0.13453890885963762,0.019519435871213926,0.0004997501249375312,0.2906127037661608,-3.9933905437896646,0.08995992787196047,-4.1697120024187075,-3.817069085160622,0.0,0.0009995002498750624,0.0,associated
Finland,Ideational,Security,Ideational + Security,8708,1779,65,73.5219985647332,-0.17645918171034872,-0.47948389797646523,0.05881682141540365,0.13558781508686638,0.19390304847576212,0.03653738055087127,-3.85747547989123,0.14192879432329059,-4.135655916764879,-3.5792950430175803,1.1520743347462e-162,0.19390304847576212,3.4562230042386e-162,not distinguishable
Finland,Economic,Security,Economic + Security,8708,1779,19,43.50636525588963,-1.1742380920235076,-1.8186213822409087,-0.6772309822671744,0.30367561296704704,0.0014992503748125937,0.010680157391793142,-1.188629109104764,0.23474386374842343,-1.648727082051674,-0.7285311361578541,4.1159566913740777e-07,0.0022488755622188904,6.173935037061117e-07,dissociated
Denmark,Political,Ideational,Political + Ideational,9701,1478,475,483.415933268945,-0.02531110064935045,-0.058416428388113326,0.007536056060880831,0.017206111933307143,0.14042978510744628,0.32138024357239514,-10.863126901364826,1.415239991192049,-13.636997284101241,-8.08925651862841,1.6436427147182213e-14,0.16851574212893553,4.930928144154664e-14,not distinguishable
Denmark,Political,Economic,Political + Economic,9701,1478,211,240.43109132638915,-0.1879629170641214,-0.28469965140873266,-0.10402111139857674,0.046153836379333756,0.0004997501249375312,0.14276048714479025,-0.3815771158846615,0.07941030893151485,-0.5372213213904306,-0.22593291037889238,1.5464847379153391e-06,0.0009995002498750624,2.3197271068730088e-06,dissociated
Denmark,Political,Security,Political + Security,9701,1478,89,51.15297544238272,0.7930362252066071,0.5686292808530372,1.005276473330348,0.11027298625399416,0.0004997501249375312,0.060216508795669824,-0.10361333654608995,0.11990841866851876,-0.33863383713638673,0.1314071640442068,0.38753079693860926,0.0009995002498750624,0.38753079693860926,associated
Denmark,Ideational,Economic,Ideational + Economic,9701,1478,571,533.1529753993242,0.09885160936792846,0.06394227282407672,0.13668892929658405,0.018834547582346317,0.0004997501249375312,0.38633288227334234,-10.089175156990034,1.4153048398045451,-12.863172643006942,-7.315177670973126,1.013777100880754e-12,0.0009995002498750624,2.027554201761508e-12,associated
Denmark,Ideational,Security,Ideational + Security,9701,1478,84,113.43109124190693,-0.4311382587438051,-0.6743874318893675,-0.22729473333933756,0.11152027921231825,0.0009995002498750624,0.056833558863328824,-4.804692727666192,0.13170668605327904,-5.06283783233062,-4.546547623001765,2.2811029777122787e-291,0.0014992503748125937,1.3686617866273673e-290,dissociated
Denmark,Economic,Security,Economic + Security,9701,1478,48,56.41593332105196,-0.2308478367862421,-0.6140743585091947,0.06598216672785903,0.1721209649923003,0.18040979510244878,0.03247631935047361,-0.42887303577713,0.15421032443083488,-0.7311252716615664,-0.12662079989269365,0.005417645071839319,0.18040979510244878,0.006501174086207183,not distinguishable
