country,sector_a,sector_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction
US,Politics,Administration & Law,Politics + Administration & Law,359101,131235,17730,4725.648857977557,1.907496245564519,1.8925054556151235,1.9217752576274707,0.007675555457103902,0.0004997501249375312,0.13510115441764772,1.9942510060612078,0.012203863404867994,1.9703314337876665,2.018170578334749,0.0,0.0005732427903695211,0.0,associated
US,Politics,Military,Politics + Military,359101,131235,3123,2268.1263906029185,0.46134449198397104,0.41652499780154406,0.5020998265221406,0.021489094785552967,0.0004997501249375312,0.023797005372042518,-0.11912584327376712,0.020035052650589528,-0.1583945464689226,-0.07985714007861164,2.7499025678928826e-09,0.0005732427903695211,3.2498848529643157e-09,associated
US,Politics,Religion,Politics + Religion,359101,131235,998,1318.9521904986743,-0.40210474370262267,-0.4891663969495969,-0.32263310781474014,0.04248323200113856,0.0004997501249375312,0.0076046786299386595,-0.7151682839038065,0.03357550482537787,-0.7809762733615471,-0.6493602944460659,1.1279942739595056e-100,0.0005732427903695211,2.2559885479190111e-100,dissociated
US,Politics,Nobility,Politics + Nobility,359101,131235,220,320.3825595799612,-0.5412667234559266,-0.7344029719453014,-0.37464830940070276,0.09212407495101209,0.0004997501249375312,0.0016763820627119289,-0.5384852843365007,0.07155788359529351,-0.678738736183276,-0.3982318324897254,5.265151744194991e-14,0.0005732427903695211,6.623900581406602e-14,dissociated
US,Politics,Kinship,Politics + Kinship,359101,131235,1199,1326.7960819077634,-0.14605707310187852,-0.2217899794897091,-0.07357769422066471,0.03792116226158196,0.0004997501249375312,0.009136282241780013,-0.143096986057545,0.03174704113955595,-0.20532118669107466,-0.08087278542401535,6.562321243263044e-06,0.0005732427903695211,7.418276188036485e-06,dissociated
US,Politics,Big business,Politics + Big business,359101,131235,5241,3336.944755637176,0.6512357816626142,0.6198427641879851,0.6829592158318089,0.016250392492149792,0.0004997501249375312,0.03993599268487827,0.419760890713159,0.016486555237839855,0.38744724244699286,0.4520745389793251,5.360321726970952e-143,0.0005732427903695211,1.3487261119475298e-142,associated
US,Politics,Small business,Politics + Small business,359101,131235,3228,2362.24931882889,0.45039745560977124,0.40986231489893415,0.48955206591696604,0.020484374835077406,0.0004997501249375312,0.02459709681106412,0.38270575934781215,0.02062160560700624,0.3422874123580799,0.4231241063375444,6.964092979482104e-77,0.0005732427903695211,1.2345437554536458e-76,associated
US,Politics,Academia,Politics + Academia,359101,131235,4613,5920.378524252253,-0.3599495983157956,-0.39807418761264507,-0.3261575887943577,0.018427350196698555,0.0004997501249375312,0.0351506838876824,-0.8476493705140228,0.016111620767203478,-0.8792281472177416,-0.816070593810304,0.0,0.0005732427903695211,0.0,dissociated
US,Politics,Exploration & Invention,Politics + Exploration & Invention,359101,131235,584,1646.8979632781998,-1.4949141803219828,-1.6117060772269953,-1.3826428107216613,0.056827459785926425,0.0004997501249375312,0.004450032384653484,-1.2825694520577229,0.0428253047567708,-1.3665070493809937,-1.198631854734452,4.551625352298984e-197,0.0005732427903695211,1.314913990664151e-196,dissociated
US,Politics,Culture (core),Politics + Culture (core),359101,131235,2281,9967.71196587676,-2.1273520926349203,-2.1828336568463262,-2.069614948222995,0.02823434238324373,0.0004997501249375312,0.017381034022935955,-2.8845264599819167,0.021651797365922307,-2.9269639828191245,-2.842088937144709,0.0,0.0005732427903695211,0.0,dissociated
