domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,era
Ideational,Security,Ideational + Security,3622,866,53,47.738107543668164,0.1493655823462693,-0.16966908291271224,0.4100067682781153,0.14781094168454892,0.30684657671164417,0.061200923787528866,-2.7036434534733984,0.1509759734792192,-2.999556361492668,-2.407730545454129,1.0255766956173063e-71,0.669665167416292,3.0767300868519188e-71,not distinguishable,Ireland,1800-1899
Economic,Security,Economic + Security,3622,866,39,41.234131864902146,-0.07937510761615425,-0.5053364231961927,0.2540572999122728,0.19195994225710583,0.6696651674162919,0.04503464203233257,-0.6970462384592636,0.17352437100025545,-1.0371540056197643,-0.35693847129876294,5.894539534556422e-05,0.669665167416292,7.073447441467706e-05,not distinguishable,Ireland,1800-1899
Political,Ideational,Political + Ideational,6016,966,327,345.15937839063764,-0.07785616256252534,-0.11612056597189577,-0.04249066271823271,0.0189585951531261,0.0009995002498750624,0.3385093167701863,-10.737962823131081,1.415578651912596,-13.512496980879769,-7.963428665382393,3.3104321189146123e-14,0.001999000499750125,6.620864237829225e-14,dissociated,Ireland,1900-2020
Political,Economic,Political + Economic,6016,966,280,286.554532097241,-0.033324062627749944,-0.08376921315622377,0.013984988173850868,0.025403580755025357,0.1874062968515742,0.2898550724637681,-0.262440308519716,0.07685464674560406,-0.4130754161411,-0.11180520089833204,0.0006383782227920696,0.22038980509745124,0.0009575673341881044,not distinguishable,Ireland,1900-2020
Political,Security,Political + Security,6016,966,91,66.28608946601608,0.4542241010004795,0.2853998245889922,0.6199941803283436,0.08563288270223751,0.0004997501249375312,0.09420289855072464,0.2810212211655022,0.13813448488346294,0.01027763079391486,0.5517648115370896,0.041910971829403815,0.001999000499750125,0.041910971829403815,associated,Ireland,1900-2020
Ideational,Economic,Ideational + Economic,6016,966,213,188.2860895101886,0.17748360458465012,0.10419673786329618,0.25635720225812575,0.038446215986448734,0.0009995002498750624,0.2204968944099379,-3.342257567143498,0.08968009168233214,-3.518030546840869,-3.166484587446127,5.282483503822765e-304,0.001999000499750125,3.169490102293659e-303,associated,Ireland,1900-2020
Ideational,Security,Ideational + Security,6016,966,37,43.55453212739063,-0.2323998489940459,-0.6563023238378287,0.09170107428707953,0.19094044014282302,0.22038980509745126,0.038302277432712216,-3.055303662996938,0.18181190854918283,-3.4116550037533364,-2.69895232224054,2.2526043602431294e-63,0.22038980509745124,6.757813080729388e-63,not distinguishable,Ireland,1900-2020
Economic,Security,Economic + Security,6016,966,18,36.15937840852598,-0.98665705320114,-1.7541294931391167,-0.4868893736408406,0.3211706833892854,0.0079960019990005,0.018633540372670808,-0.7830117714181866,0.2451908620649952,-1.2635858610655772,-0.30243768177079594,0.0014056975510643155,0.01199400299850075,0.0016868370612771785,dissociated,Ireland,1900-2020
Political,Ideational,Political + Ideational,2379,857,344,345.84412023807084,-0.007702198986827417,-0.048774619235573746,0.033344053063491835,0.020229655710179754,0.7136431784107946,0.4014002333722287,-8.95618851956546,1.4158774647025008,-11.731308350382362,-6.181068688748558,2.523496994634321e-10,0.7221389305347327,5.046993989268642e-10,not distinguishable,Portugal,1800-1899
Political,Economic,Political + Economic,2379,857,173,182.81052720299715,-0.0793539769065213,-0.16975873796553909,0.004460669531314353,0.04544925659149226,0.0814592703648176,0.20186697782963828,-0.5404570156491632,0.1078151544730451,-0.7517747184163315,-0.32913931288199477,5.364051831356618e-07,0.1401799100449775,8.046077747034927e-07,not distinguishable,Portugal,1800-1899
Political,Security,Political + Security,2379,857,139,127.34535250602073,0.12586540604576607,0.00587756535102028,0.24507756391236507,0.06116553137404453,0.04097951024487756,0.16219369894982497,-0.27228291851227315,0.12206800953274331,-0.51153621719645,-0.03302961982809627,0.025708714161144904,0.12293853073463268,0.025708714161144907,not distinguishable,Portugal,1800-1899
Ideational,Economic,Ideational + Economic,2379,857,109,97.34535255211634,0.16235563720608703,0.007686753770718764,0.30864987251403353,0.0765277406285694,0.03798100949525238,0.12718786464410736,-3.5310807704067058,0.13832957790399003,-3.8022067430985262,-3.2599547977148853,9.995339400663206e-144,0.12293853073463268,5.997203640397924e-143,not distinguishable,Portugal,1800-1899
Ideational,Security,Ideational + Security,2379,857,58,67.81052724500256,-0.22367130277728123,-0.5187231398140225,0.01211788012106049,0.13522774900756643,0.09345327336331834,0.0676779463243874,-3.5427915070980505,0.16100033148650505,-3.8583521568116,-3.2272308573845008,2.586546908677506e-107,0.1401799100449775,7.759640726032518e-107,not distinguishable,Portugal,1800-1899
Economic,Security,Economic + Security,2379,857,34,35.844120255792355,-0.07512562222831352,-0.51550654562332,0.2840046039000655,0.20434176506605334,0.7221389305347327,0.039673278879813305,-0.6640758082599988,0.18887467513054906,-1.034270171515875,-0.2938814450041226,0.00043816694490174564,0.7221389305347327,0.0005258003338820948,not distinguishable,Portugal,1800-1899
Political,Ideational,Political + Ideational,4729,838,422,429.4721288302262,-0.02529180469526484,-0.04165543973595813,-0.007283615756826553,0.00858782099641041,0.004997501249375313,0.5035799522673031,-9.747328792776486,1.415549822149436,-12.52180644418938,-6.972851141363591,5.742495208584069e-12,0.005997001499250375,1.7227485625752204e-11,dissociated,Portugal,1900-2020
Political,Economic,Political + Economic,4729,838,103,127.41124845067752,-0.3055123719479945,-0.4364129648162716,-0.19431137374489277,0.06229564079255091,0.0009995002498750624,0.12291169451073986,-0.522688098899951,0.11432859500154437,-0.7467721451029781,-0.2986040526969241,4.8353967878728766e-06,0.0014992503748125937,5.802476145447452e-06,dissociated,Portugal,1900-2020
Political,Security,Political + Security,4729,838,62,30.116622760956282,1.0295410380518872,0.8311851003795747,1.2454478894432781,0.10728218920422147,0.0004997501249375312,0.07398568019093078,1.1020981515034385,0.18497587947323477,0.7395454277358984,1.4646508752709786,2.5524336919303063e-09,0.0014992503748125937,3.828650537895459e-09,associated,Portugal,1900-2020
Ideational,Economic,Ideational + Economic,4729,838,224,192.1166227176553,0.22098323255607064,0.15389995358997063,0.29447553942831917,0.035778477569001106,0.0004997501249375312,0.26730310262529833,-9.480312253408092,1.4169380134592937,-12.257510759788309,-6.703113747027876,2.2210012747116325e-11,0.0014992503748125937,4.442002549423265e-11,associated,Portugal,1900-2020
Ideational,Security,Ideational + Security,4729,838,21,45.411248401167526,-1.094511001982577,-1.6934737243679887,-0.6650195443433012,0.26166303172694666,0.0009995002498750624,0.025059665871121718,-10.673202178264951,1.434146512202421,-13.484129342181696,-7.8622750143482065,9.902371586307521e-14,0.0014992503748125937,5.941422951784513e-13,dissociated,Portugal,1900-2020
Economic,Security,Economic + Security,4729,838,6,13.472128839317074,-1.104040227983241,-2.457912890489338,-0.2697976967735125,0.5745304827606843,0.047976011994003,0.007159904534606206,-0.8645812811453658,0.40577384854709525,-1.6598980242976724,-0.0692645379930591,0.03311408002333579,0.047976011994003,0.03311408002333579,dissociated,Portugal,1900-2020
Political,Ideational,Political + Ideational,1613,453,200,188.44709676310555,0.085619885415736,0.028684878453413144,0.14878073944790443,0.030413988804997325,0.005497251374312844,0.44150110375275936,-8.795302030233932,1.4169292774379865,-11.572483414012385,-6.018120646455479,5.390338464194131e-10,0.01649175412293853,6.468406157032958e-10,associated,Chile,1800-1899
Political,Economic,Political + Economic,1613,453,113,118.89790858411692,-0.07308526855261963,-0.16366848913189452,0.008363862568188756,0.044040021697071774,0.09095452273863068,0.24944812362030905,-3.3725515758498865,0.20476491009156444,-3.7738907996293527,-2.9712123520704203,5.991378669613426e-61,0.17091454272863568,1.7974136008840278e-60,not distinguishable,Chile,1800-1899
Political,Security,Political + Security,1613,453,63,68.654994621244,-0.12307685985368896,-0.30714421569590333,0.0397075396999248,0.08687492583324506,0.14742628685657172,0.1390728476821192,-4.157624814312632,0.22672491826620278,-4.602005654114389,-3.713243974510874,4.1356472393543945e-75,0.17091454272863568,2.4813883436126368e-74,not distinguishable,Chile,1800-1899
Ideational,Economic,Ideational + Economic,1613,453,34,39.65499464806131,-0.21898308552374768,-0.565549812916066,0.06539646524080817,0.16181518344844167,0.17091454272863568,0.07505518763796909,-1.6591554839506635,0.19298731459080773,-2.0374106205486466,-1.2809003473526803,8.166633900794741e-18,0.17091454272863568,1.6333267801589482e-17,not distinguishable,Chile,1800-1899
Ideational,Security,Ideational + Security,1613,453,17,22.897908606542117,-0.4190246599813105,-1.0827559280200922,0.044529193550408006,0.2889971918207669,0.13393303348325838,0.037527593818984545,-2.159720181877765,0.2574311911478187,-2.6642853165274896,-1.6551550472280403,4.881946659700735e-17,0.17091454272863568,7.322919989551101e-17,not distinguishable,Chile,1800-1899
Economic,Security,Economic + Security,1613,453,26,14.447096776930161,0.8261270673774557,0.35095268757739634,1.2026888538425045,0.21863332929965845,0.0014992503748125937,0.05739514348785872,0.13937716524319824,0.22458864783544194,-0.30081658451426796,0.5795709150006644,0.5348703109257165,0.008995502248875561,0.5348703109257165,associated,Chile,1800-1899
Political,Ideational,Political + Ideational,5346,1444,621,628.5125010772532,-0.017334298422893912,-0.038249468714388106,0.005634708110452495,0.011128241557938357,0.1184407796101949,0.43005540166204986,-9.965908978516538,1.4150770242540105,-12.7394599460544,-7.192358010978677,1.8860155205447248e-12,0.14212893553223388,2.829023280817087e-12,not distinguishable,Chile,1900-2020
Political,Economic,Political + Economic,5346,1444,361,371.67113684012384,-0.04197052656492801,-0.08486209758862233,0.0006660794158931537,0.021682635370024468,0.053973013493253376,0.25,-0.6781673320075686,0.0707921790847513,-0.8169200030136812,-0.5394146610014561,9.733396038837194e-22,0.10794602698650675,1.9466792077674388e-21,not distinguishable,Chile,1900-2020
Political,Security,Political + Security,5346,1444,94,75.81636200639778,0.3083219294843219,0.11406708676059374,0.477338111392521,0.09256729554306527,0.0014992503748125937,0.06509695290858726,0.027622847883342433,0.14178652308474934,-0.2502787373627663,0.3055244331294511,0.845533878594852,0.008995502248875561,0.845533878594852,associated,Chile,1900-2020
Ideational,Economic,Ideational + Economic,5346,1444,296,277.816362080845,0.09130637828284925,0.030488344738887948,0.14806996765390434,0.029926848246075947,0.0034982508745627187,0.20498614958448755,-4.458247376330434,0.11091625599007918,-4.67564323807099,-4.240851514589879,0.0,0.010494752623688156,0.0,associated,Chile,1900-2020
Ideational,Security,Ideational + Security,5346,1444,46,56.67113690316553,-0.2980562637177852,-0.665794099095828,0.004999370743203838,0.1692245669282777,0.08445777111444278,0.03185595567867036,-2.9294832979304193,0.1706663443526951,-3.263989332861702,-2.594977262999137,4.857037048744039e-66,0.12668665667166418,1.4571111146232116e-65,not distinguishable,Chile,1900-2020
Economic,Security,Economic + Security,5346,1444,26,33.512501092214364,-0.36007273812715007,-0.924712562709023,0.10260690952577814,0.26362716801614616,0.17391304347826086,0.018005540166204988,-0.6375721478245837,0.21063305125599663,-1.050412928286337,-0.22473136736283034,0.002470486554199603,0.17391304347826086,0.0029645838650395233,not distinguishable,Chile,1900-2020
Political,Ideational,Political + Ideational,2733,533,147,157.25131570509325,-0.09693708340084196,-0.1887237959091789,-0.007843051318418788,0.04643998969145274,0.035982008995502246,0.275797373358349,-3.0262254873815917,0.10939529255197254,-3.240640260783458,-2.8118107139797255,1.9355059913657932e-168,0.0431784107946027,5.8065179740973795e-168,dissociated,Japan,1800-1899
Political,Economic,Political + Economic,2733,533,75,99.66444545259328,-0.4078219482849884,-0.6038140685419339,-0.24380510449523504,0.09408629372764922,0.0004997501249375312,0.14071294559099437,-0.5428348931725074,0.13616303214744985,-0.8097144361815092,-0.27595535016350575,6.701164577620906e-05,0.0007496251874062968,6.701164577620906e-05,dissociated,Japan,1800-1899
Political,Security,Political + Security,2733,533,100,65.08423886468128,0.6157744467499127,0.4434696512026062,0.7913951338314759,0.0870867539631603,0.0004997501249375312,0.18761726078799248,-1.217885499731321,0.11714671140662668,-1.4474930540883093,-0.9882779453743328,2.5790621358405996e-25,0.0007496251874062968,3.8685932037608997e-25,associated,Japan,1800-1899
Ideational,Economic,Ideational + Economic,2733,533,137,102.08423884195797,0.42262252795786875,0.2869949418137083,0.5511200771880091,0.06621058210189851,0.0004997501249375312,0.2570356472795497,-1.3955150965220031,0.11560598305674716,-1.6221028233132275,-1.1689273697307787,1.4974041744918886e-33,0.0007496251874062968,2.9948083489837772e-33,associated,Japan,1800-1899
Ideational,Security,Ideational + Security,2733,533,42,66.66444542923294,-0.6602348801869283,-1.0107251818140288,-0.3786681249907057,0.16089419788985546,0.0004997501249375312,0.07879924953095685,-4.75222869982328,0.17176002367194826,-5.088878346220298,-4.415579053426262,1.70279512514557e-168,0.0007496251874062968,5.8065179740973795e-168,dissociated,Japan,1800-1899
Economic,Security,Economic + Security,2733,533,32,42.25131570644131,-0.39552910265157404,-0.8378543151843816,-0.028217151783454467,0.20764910928869176,0.059470264867566215,0.0600375234521576,-1.5633355201320955,0.18874934777287583,-1.9332842417669323,-1.1933867984972588,1.2051375983995237e-16,0.059470264867566215,1.4461651180794284e-16,not distinguishable,Japan,1800-1899
Political,Ideational,Political + Ideational,15464,1290,356,367.8163760910429,-0.047043467134074375,-0.08012756457844013,-0.01714810944269624,0.015925201608259217,0.00399800099950025,0.27596899224806204,-11.826866496966945,1.4154531494430724,-14.601154669875367,-9.052578324058523,6.51375324493873e-17,0.009995002498750625,3.908251946963238e-16,dissociated,Japan,1900-2020
Political,Economic,Political + Economic,15464,1290,102,103.72798783244166,-0.024118819760387142,-0.1728014980782369,0.10333953528534932,0.06996952500507393,0.7186406796601699,0.07906976744186046,-0.6873043818045117,0.10545572082472798,-0.8939975946209786,-0.48061116898804485,7.150363512307748e-11,0.71864067966017,1.0725545268461623e-10,not distinguishable,Japan,1900-2020
Political,Security,Political + Security,15464,1290,30,16.4556361037184,0.8470443334837735,0.37479884153852266,1.2231992598125294,0.2151666741856262,0.0009995002498750624,0.023255813953488372,-0.7923909231705936,0.1885205075261723,-1.1618911179218911,-0.42289072841929587,2.6315845297016903e-05,0.005997001499250375,2.6315845297016903e-05,associated,Japan,1900-2020
Ideational,Economic,Ideational + Economic,15464,1290,680,666.4556360695727,0.02900436096564828,0.010643015169873139,0.049309708690750506,0.009960827277864995,0.004997501249375313,0.5271317829457365,-10.469072954018303,1.4152060448962969,-13.242876802015045,-7.695269106021561,1.387085894877166e-13,0.009995002498750625,2.774171789754332e-13,associated,Japan,1900-2020
Ideational,Security,Ideational + Security,15464,1290,104,105.72798774568614,-0.023660978848147548,-0.16427570469427757,0.10391594644667537,0.0688015081477892,0.7181409295352323,0.08062015503875969,-11.683449837004218,1.4185157163665085,-14.463740641082575,-8.903159032925862,1.7748348768274997e-16,0.71864067966017,5.3245046304825e-16,not distinguishable,Japan,1900-2020
Economic,Security,Economic + Security,15464,1290,18,29.81637615753819,-0.7125720417382484,-1.387608473698522,-0.23553743811807923,0.2920020541761995,0.02348825587206397,0.013953488372093023,-1.016276393538074,0.23856464952116124,-1.48386310659955,-0.548689680476598,2.0446146237671356e-05,0.03523238380809596,2.4535375485205626e-05,dissociated,Japan,1900-2020
Political,Ideational,Political + Ideational,4135,759,293,286.690165869041,0.03135415492253231,-0.015426145070039891,0.07704078454888945,0.023767887697938382,0.18840579710144928,0.38603425559947296,-10.383651538733588,1.4157501024459063,-13.158521739527565,-7.608781337939612,2.2274754375622363e-13,0.43928035982008995,2.672970525074683e-13,not distinguishable,Belgium,1800-1899
Political,Economic,Political + Economic,4135,759,176,181.4818191681864,-0.04412614216887582,-0.12458426670974593,0.034908176363900964,0.040294301390457254,0.2653673163418291,0.2318840579710145,-0.7702275330101298,0.09784816341060644,-0.9620099332949185,-0.5784451327253411,3.4996450366518456e-15,0.43928035982008995,6.999290073303691e-15,not distinguishable,Belgium,1800-1899
Political,Security,Political + Security,4135,759,56,56.82801492550336,-0.02098945674305679,-0.2884930858401917,0.2123220472530938,0.1266314859021972,0.8570714642678661,0.07378129117259552,-1.1977945676578432,0.1556756371277854,-1.5029188164283025,-0.8926703188873839,1.4241738402862887e-14,0.857071464267866,2.1362607604294332e-14,not distinguishable,Belgium,1800-1899
Ideational,Economic,Ideational + Economic,4135,759,154,154.82801496188404,-0.0077112195514706244,-0.09718682806370332,0.08138819609715019,0.046125409165991914,0.8570714642678661,0.2028985507246377,-2.2490865807690548,0.10395009741367668,-2.452828771699861,-2.0453443898382484,8.196285130132201e-104,0.857071464267866,4.91777107807932e-103,not distinguishable,Belgium,1800-1899
Ideational,Security,Ideational + Security,4135,759,43,48.481819200776364,-0.1712309561009882,-0.5241833455239678,0.12414786059737223,0.16261182662710477,0.2928535732133933,0.05665349143610013,-2.663415807803385,0.17188845771052638,-3.0003171849160166,-2.3265144306907537,3.748197687869036e-54,0.43928035982008995,1.1244593063607107e-53,not distinguishable,Belgium,1800-1899
Economic,Security,Economic + Security,4135,759,37,30.69016587460889,0.2657993703783606,-0.1492790907143824,0.591922251516356,0.19079963025560487,0.16041979010494753,0.048748353096179184,0.24820893727013504,0.18428835577039437,-0.11299624003983794,0.609414114580108,0.1780282586621742,0.43928035982008995,0.1780282586621742,not distinguishable,Belgium,1800-1899
Political,Ideational,Political + Ideational,8127,1009,475,478.0524811492533,-0.009231807537598788,-0.029353585224599868,0.012713737513912747,0.010834331476347554,0.38830584707646176,0.4707631318136769,-11.037301004263975,1.415169613714227,-13.81103344714386,-8.26356856138409,6.226244718698103e-15,0.4272863568215892,9.339367078047154e-15,not distinguishable,Belgium,1900-2020
Political,Economic,Political + Economic,8127,1009,100,112.6257545431561,-0.17073191352789605,-0.31932094205840345,-0.04113373122304742,0.07030394239680023,0.017491254372813594,0.09910802775024777,-1.1731288243948312,0.11040795044833332,-1.3895284072735645,-0.956729241516098,2.270326167064907e-26,0.029985007496251874,4.5406523341298143e-26,dissociated,Belgium,1900-2020
Political,Security,Political + Security,8127,1009,45,29.321764349655588,0.6095009307751721,0.2823601593418325,0.8808075589132209,0.15604085803365025,0.0009995002498750624,0.044598612487611496,-0.5862375612808222,0.1692996100333986,-0.9180647969462834,-0.2544103256153609,0.0005347396755679193,0.005997001499250375,0.0006416876106815031,associated,Belgium,1900-2020
Ideational,Economic,Ideational + Economic,8127,1009,310,294.3217643033261,0.07475023758986982,0.03014321491408824,0.12262652582504426,0.024090556801501187,0.0024987506246876563,0.3072348860257681,-2.730677485377432,0.08736196267341471,-2.901906932217325,-2.559448038537539,1.7904657416490036e-214,0.0074962518740629685,1.0742794449894021e-213,associated,Belgium,1900-2020
Ideational,Security,Ideational + Security,8127,1009,64,76.62575448113986,-0.2579135369303759,-0.48774783788398607,-0.06227777574481611,0.1083449664712604,0.01999000499750125,0.06342913776015857,-2.9590532010256987,0.15420143276077589,-3.2612880092368193,-2.656818392814578,4.52705046821268e-82,0.029985007496251874,1.358115140463804e-81,dissociated,Belgium,1900-2020
Economic,Security,Economic + Security,8127,1009,15,18.05248117346892,-0.25934392753447116,-1.0638555455954026,0.3026152849660871,0.3489719502761863,0.4272863568215892,0.014866204162537165,-0.179097252715628,0.2669578458086703,-0.7023346305006218,0.34414012506936575,0.5022956104869137,0.4272863568215892,0.5022956104869137,not distinguishable,Belgium,1900-2020
Political,Ideational,Political + Ideational,3315,1018,228,246.94962092849437,-0.11494066683872513,-0.18682687853484697,-0.05026665832470631,0.03579952798981249,0.0024987506246876563,0.22396856581532418,-4.021412981060581,0.1086478581411781,-4.23436278301729,-3.808463179103872,7.004075679900798e-300,0.004997501249375313,4.202445407940479e-299,dissociated,New Zealand,1800-1899
Political,Economic,Political + Economic,3315,1018,358,329.00088762158055,0.12169076730378425,0.07343662115734213,0.17608136353705367,0.026329398532319546,0.0004997501249375312,0.3516699410609037,-1.5905460895293901,0.07879678364180986,-1.7449877854673375,-1.4361043935914428,1.315080737156928e-90,0.0014992503748125937,3.945242211470784e-90,associated,New Zealand,1800-1899
Political,Security,Political + Security,3315,1018,48,58.04949148286657,-0.2716718933100299,-0.6092578083064977,0.015488462867421518,0.1618709715767025,0.09095452273863068,0.047151277013752456,-1.8759687059728156,0.1629486921568325,-2.1953481426002073,-1.556589269345424,1.1394370111417671e-30,0.09095452273863068,1.7091555167126508e-30,not distinguishable,New Zealand,1800-1899
Ideational,Economic,Ideational + Economic,3315,1018,262,272.04949144934506,-0.05420080558930114,-0.11454759876777344,0.003194930415059609,0.030132734288907354,0.07496251874062969,0.25736738703339884,-1.5554208152208762,0.08267492986089275,-1.717463677748226,-1.3933779526935264,5.832835741807187e-79,0.08995502248875561,1.1665671483614373e-78,not distinguishable,New Zealand,1800-1899
Ideational,Security,Ideational + Security,3315,1018,77,48.000887629736155,0.6761851596376194,0.45037350483603245,0.884872479859286,0.11017557357093474,0.0004997501249375312,0.0756385068762279,-0.7950136771149721,0.13962438353104248,-1.0686774688358154,-0.5213498853941287,1.2413647983524797e-08,0.0014992503748125937,1.2413647983524795e-08,associated,New Zealand,1800-1899
Economic,Security,Economic + Security,3315,1018,45,63.94962088797738,-0.5023053269351172,-0.8915724105650374,-0.20501494466571119,0.17376471488702486,0.005997001499250375,0.04420432220039293,-1.016583993963849,0.16706911264295454,-1.34403945474404,-0.6891285331836581,1.166287216746556e-09,0.008995502248875561,1.3995446600958673e-09,dissociated,New Zealand,1800-1899
Political,Ideational,Political + Ideational,5246,826,280,277.12077111294354,0.014885258895586477,-0.033598462308084755,0.0606071863185133,0.023650847995018872,0.5252373813093453,0.3389830508474576,-10.506065503090458,1.4158242073075273,-13.281080949413212,-7.731050056767704,1.167151220256539e-13,0.787856071964018,1.7507268303848085e-13,not distinguishable,New Zealand,1900-2020
Political,Economic,Political + Economic,5246,826,159,162.93151579179886,-0.035129792616525365,-0.12183948236012598,0.04783049639545236,0.043398922948104615,0.40929535232383807,0.19249394673123488,-1.0740855078117906,0.0920729826178636,-1.2545485537428032,-0.8936224618807779,1.910777385030111e-31,0.787856071964018,3.821554770060222e-31,not distinguishable,New Zealand,1900-2020
Political,Security,Political + Security,5246,826,33,31.947713116655876,0.04604429350999587,-0.4075737577331183,0.40634137925140423,0.20676705895112932,0.8075962018990505,0.039951573849878935,-1.3129061735839387,0.18626314651474507,-1.6779819407528391,-0.9478304064150384,1.8064488568167835e-12,0.8140929535232383,2.16773862818014e-12,not distinguishable,New Zealand,1900-2020
Ideational,Economic,Ideational + Economic,5246,826,271,269.9477130935119,0.005602499919253339,-0.04496804281655954,0.05520259259363531,0.025034515700130936,0.8140929535232384,0.3280871670702179,-2.959035456126917,0.08496196743955163,-3.1255609123084382,-2.792509999945396,9.244141553805847e-266,0.8140929535232383,5.546484932283508e-265,not distinguishable,New Zealand,1900-2020
Ideational,Security,Ideational + Security,5246,826,49,52.93151575063752,-0.11026241906764508,-0.4151427585264489,0.14351431987512106,0.1414600274539851,0.41529235382308843,0.059322033898305086,-2.920692035970683,0.1600839020120803,-3.234456483914361,-2.6069275880270055,2.2774362884514654e-74,0.787856071964018,6.832308865354397e-74,not distinguishable,New Zealand,1900-2020
Economic,Security,Economic + Security,5246,826,34,31.12077113445227,0.12572381082056203,-0.3238999582673974,0.45875265406026633,0.1967332527137467,0.5137431284357821,0.04116222760290557,-0.5859109640735614,0.18495231070276394,-0.9484174930509787,-0.22340443509614405,0.0015354278583914064,0.787856071964018,0.0015354278583914064,not distinguishable,New Zealand,1900-2020
Political,Ideational,Political + Ideational,2669,795,317,326.256473179733,-0.041459224799397044,-0.0677877493460106,-0.01498706994951094,0.013618621861018872,0.004497751124437781,0.3987421383647799,-8.926472329193377,1.416056584212558,-11.701943234249992,-6.151001424136763,2.905215177831766e-10,0.020989505247376316,5.810430355663532e-10,dissociated,Finland,1800-1899
Political,Economic,Political + Economic,2669,795,241,242.5563272560591,-0.009267501873196025,-0.05379289133449897,0.03573623910293688,0.02303950366315615,0.6776611694152923,0.3031446540880503,0.2901896359067893,0.09608655107122652,0.10185999580718536,0.47851927600639327,0.0025270302279868716,0.6896551724137931,0.003032436273584246,not distinguishable,Finland,1800-1899
Political,Security,Political + Security,2669,795,53,42.187199519330086,0.32573537339066055,0.09387273914370284,0.5407724461288841,0.11479222882565833,0.0079960019990005,0.06666666666666667,-0.13836661907449319,0.17286367112829049,-0.4771794144859425,0.20044617633695613,0.4234571794350047,0.020989505247376316,0.42345717943500477,associated,Finland,1800-1899
Ideational,Economic,Ideational + Economic,2669,795,152,141.18719956263806,0.10609981583572087,0.02489616856765213,0.18318692427809893,0.0404936728896865,0.010494752623688156,0.19119496855345913,-3.807181068695863,0.13289526312240313,-4.0676557844157735,-3.546706352975953,1.6985913416907417e-180,0.020989505247376316,1.0191548050144451e-179,associated,Finland,1800-1899
Ideational,Security,Ideational + Security,2669,795,23,24.556327286554826,-0.09251420560352734,-0.6369516245021358,0.3301063241429294,0.24392955858300758,0.6896551724137931,0.028930817610062894,-3.39083720790016,0.2299057281848445,-3.8414524351424553,-2.940221980657865,3.131111480823211e-49,0.6896551724137931,9.393334442469632e-49,not distinguishable,Finland,1800-1899
Economic,Security,Economic + Security,2669,795,9,18.2564731956849,-0.9813891629523459,-2.1091829602642718,-0.30379987372669337,0.4573614580199518,0.04047976011994003,0.011320754716981131,-1.5199267227299107,0.3379855179091582,-2.1823783378318606,-0.8574751076279606,6.8913381375406155e-06,0.06071964017991004,1.0337007206310922e-05,not distinguishable,Finland,1800-1899
Political,Ideational,Political + Ideational,5646,917,344,355.9625496275885,-0.049246530472674924,-0.0710740302073295,-0.027225531640512876,0.011226980883279218,0.0009995002498750624,0.3751363140676118,-10.270908764204476,1.4156597051653317,-13.045601786328525,-7.496215742080426,4.010384778207179e-13,0.005997001499250375,8.020769556414359e-13,dissociated,Finland,1900-2020
Political,Economic,Political + Economic,5646,917,161,160.59733815619336,0.003601508618888218,-0.07019704837926738,0.06762631908112211,0.03491821192071104,0.9175412293853074,0.17557251908396945,0.011615030333199453,0.09629859701230128,-0.17713021981091104,0.20036028047730997,0.9039961924936046,0.9180409795102449,0.9039961924936047,not distinguishable,Finland,1900-2020
Political,Security,Political + Security,5646,917,30,18.44011224244516,0.6873643621786668,0.29542892572134,1.032005929389049,0.18773146331151944,0.0029985007496251873,0.03271537622682661,-0.054278703935022425,0.2088794786620844,-0.46368248211270785,0.355125074242663,0.7949744162377537,0.008995502248875561,0.9039961924936047,associated,Finland,1900-2020
Ideational,Economic,Ideational + Economic,5646,917,339,327.4401122147722,0.049979197734454174,0.018075262998812434,0.0891937982517941,0.018130793255040818,0.008995502248875561,0.3696837513631407,-4.16239427063152,0.14077452056340964,-4.438312330935803,-3.886476210327237,3.876865112358237e-192,0.017991004497751123,2.3261190674149423e-191,associated,Finland,1900-2020
Ideational,Security,Ideational + Security,5646,917,38,37.5973381080998,0.01516824683967807,-0.3179264192728435,0.2578561964359382,0.15094559335721985,0.9180409795102449,0.04143947655398037,-3.720324600476875,0.20030929304965586,-4.1129308148542005,-3.3277183860995496,5.3247172070960755e-77,0.9180409795102449,1.5974151621288226e-76,not distinguishable,Finland,1900-2020
Economic,Security,Economic + Security,5646,917,5,16.96254965090088,-1.6667606938751622,-3.425354108660034,-0.8038561790967814,0.6491979274016512,0.030984507746126936,0.0054525627044711015,-1.140623977857121,0.4375423141974926,-1.9982069136842067,-0.28304104203003544,0.009136913767930759,0.046476761619190406,0.01370537065189614,dissociated,Finland,1900-2020
Political,Ideational,Political + Ideational,3446,553,162,162.9508080069314,-0.008416790837513713,-0.07741498987083115,0.05351128061610831,0.03399260366594661,0.8160919540229885,0.29294755877034356,-9.743885089993018,1.4172947603490755,-12.521782820277206,-6.96598735970883,6.199488717463775e-12,0.8205897051474262,1.8598466152391325e-11,not distinguishable,Denmark,1800-1899
