revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Latin American independence,latin-american-independence,Politics,Administration & Law,Politics + Administration & Law,2976,1964,313,235.09567037176004,0.4121524165524293,0.3396065103512155,0.48978245695913264,0.03797990874315505,0.0004997501249375312,0.15936863543788188,0.3114498819600545,0.11023499961209265,0.09538928272035291,0.5275104811997562,0.004723243799058791,0.0017491254372813594,0.005510451098901923,associated,False
Latin American independence,latin-american-independence,Politics,Military,Politics + Military,2976,1964,657,605.3416190753799,0.11805020506131772,0.0765854631463962,0.16167213441349967,0.02156622237022451,0.0004997501249375312,0.3345213849287169,-0.2142001137130601,0.07863045931529736,-0.36831581397104296,-0.060084413455077285,0.006446983148105061,0.0017491254372813594,0.007125612953168752,associated,False
Latin American independence,latin-american-independence,Politics,Business,Politics + Business,2976,1964,128,150.1614674001956,-0.22954212653524136,-0.39500638845032854,-0.07938665155936961,0.08121358122902568,0.0069965017491254375,0.06517311608961303,-1.0097149787738189,0.12245605748948854,-1.2497288514532163,-0.7697011060944213,1.6443107881689942e-16,0.019677661169415293,4.932932364506982e-16,dissociated,False
Latin American independence,latin-american-independence,Politics,Nobility & Kinship,Politics + Nobility & Kinship,2976,1964,165,176.70103151006978,-0.0985557849988746,-0.22983546427232054,0.01721393564293329,0.06379542662729172,0.12293853073463268,0.0840122199592668,-0.980941861844729,0.11096872243632182,-1.1984405578199198,-0.7634431658695382,9.588585033816352e-19,0.1518652438486639,5.034007142753585e-18,not distinguishable,False
Latin American independence,latin-american-independence,Politics,Religion,Politics + Religion,2976,1964,107,125.85417868171258,-0.23313671688344303,-0.4223803946366316,-0.06834044009280153,0.09075856940038846,0.01199400299850075,0.054480651731160894,-1.0967521200576842,0.13035761193702883,-1.3522530394542607,-0.8412512006611077,3.982576762647723e-17,0.025187406296851574,1.6726822403120436e-16,dissociated,False
Latin American independence,latin-american-independence,Politics,Learning & Culture,Politics + Learning & Culture,2976,1964,117,193.84603285752527,-0.7259669017734345,-0.9350351412583711,-0.5591123123362657,0.09464565061216841,0.0004997501249375312,0.05957230142566192,-2.252100333971232,0.1138668465700262,-2.4752793532484834,-2.0289213146939806,4.5725584159662485e-87,0.0017491254372813594,9.602372673529122e-86,dissociated,False
Latin American independence,latin-american-independence,Administration & Law,Military,Administration & Law + Military,2976,1964,24,80.70435955348367,-1.7287754330761833,-2.336338413133049,-1.2797755014027448,0.27202113316156756,0.0004997501249375312,0.012219959266802444,-2.537673777889404,0.21162366923535028,-2.9524561695906906,-2.122891386188117,3.939676209922633e-33,0.0017491254372813594,2.757773346945843e-32,dissociated,False
Latin American independence,latin-american-independence,Administration & Law,Business,Administration & Law + Business,2976,1964,7,20.019580141630783,-1.4520387110335522,-2.894084463037972,-0.6830729889927771,0.5470656613920534,0.0239880059970015,0.003564154786150713,-2.0808279089187005,0.37330177012454885,-2.8124993783628165,-1.3491564394745847,2.487878607798011e-08,0.04197901049475262,4.3537875636465194e-08,dissociated,True
Latin American independence,latin-american-independence,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,2976,1964,8,23.557844250395625,-1.5009726264667962,-2.7276585977214034,-0.7713297979677465,0.4957315537519654,0.010494752623688156,0.004073319755600814,-2.212954333704457,0.3507437482301044,-2.9004120802354616,-1.525496587173452,2.802652021836376e-10,0.02448775612193903,6.539521384284878e-10,dissociated,True
Latin American independence,latin-american-independence,Administration & Law,Religion,Administration & Law + Religion,2976,1964,11,16.77892378051164,-0.5873795007257446,-1.639657351790449,0.0533868336332371,0.4254325884357402,0.1424287856071964,0.00560081466395112,-1.4841742011538122,0.3057733311400802,-2.083489930188369,-0.884858472119255,1.210946966163522e-06,0.16616691654172913,1.8164204492452832e-06,not distinguishable,False
