revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Meiji Restoration,meiji-restoration,Politics,Administration & Law,Politics + Administration & Law,518,287,14,6.088861664611483,1.137951757917994,0.4901394403908564,1.631159142787349,0.2883254175178509,0.0034982508745627187,0.04878048780487805,0.5382757022993615,0.34198540993159293,-0.13201570116656058,1.2085671057652836,0.11549375876328842,0.014692653673163419,0.1616912622686038,associated,False
Meiji Restoration,meiji-restoration,Politics,Military,Politics + Military,518,287,32,39.26012545048499,-0.2908825907336304,-0.6482856279848455,-0.0031365427096511716,0.1643488183219675,0.0769615192403798,0.11149825783972125,-0.7596101096614151,0.22753518056506108,-1.2055790635689347,-0.31364115575389534,0.0008425347325185783,0.14692653673163417,0.002527604197555735,not distinguishable,False
Meiji Restoration,meiji-restoration,Politics,Business,Politics + Business,518,287,9,8.092831699400564,0.14479387503992033,-0.896152519939604,0.775332273193037,0.4209953001022075,0.697151424287856,0.0313588850174216,-0.6008482135567527,0.3694529529179948,-1.3249760012760223,0.12327957416251711,0.10388189445610939,0.7705357847392093,0.15582284168416408,not distinguishable,True
Meiji Restoration,meiji-restoration,Politics,Nobility & Kinship,Politics + Nobility & Kinship,518,287,27,32.41051211779252,-0.2591168576593968,-0.6887361322064952,0.07424998320041243,0.1909414790167841,0.16691654172913542,0.09407665505226481,-0.7547371440948237,0.2394308749806482,-1.2240216590568942,-0.28545262913275327,0.0016203796195679602,0.2696344135624495,0.0037808857789919073,not distinguishable,False
Meiji Restoration,meiji-restoration,Politics,Religion,Politics + Religion,518,287,2,1.7923532770413044,0.12509869836647325,-2.1977849750719742,1.153956563377241,0.9085245620915791,0.8760619690154923,0.006968641114982578,-0.6459475605796324,0.6925602166465089,-2.0033655852067898,0.711470464047525,0.35097738568840053,0.8760619690154924,0.4606578187160257,not distinguishable,True
Meiji Restoration,meiji-restoration,Politics,Learning & Culture,Politics + Learning & Culture,518,287,16,12.355315791820791,0.3601009739496236,-0.29898615147021507,0.8524341423126578,0.2899199609981564,0.20539730134932535,0.05574912891986063,-1.5520822793843616,0.28310435409842977,-2.106966813417284,-0.9971977453514392,4.1966988080021887e-08,0.28755622188905544,2.203266874201149e-07,not distinguishable,False
Meiji Restoration,meiji-restoration,Administration & Law,Military,Administration & Law + Military,518,287,9,12.504534224844253,-0.4530153095565911,-1.4348693702795297,0.14660767077443534,0.41881990393898477,0.2368815592203898,0.0313588850174216,-0.8096422293035234,0.3804939395376945,-1.5554103507974046,-0.0638741078096422,0.03334773490797032,0.31090704647676165,0.05835853608894806,not distinguishable,True
Meiji Restoration,meiji-restoration,Administration & Law,Business,Administration & Law + Business,518,287,5,2.5776048802668488,0.8376235961557937,-0.739387263936534,1.6702029384982473,0.6180001431680671,0.14192903548225888,0.017421602787456445,0.15778864407289003,0.4795053086608252,-0.7820417609023272,1.0976190490481073,0.7421061962481182,0.24837581209395307,0.7421061962481182,not distinguishable,True
Meiji Restoration,meiji-restoration,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,518,287,3,10.322900229465759,-1.6286603250445282,-4.265428622052323,-0.6418464945425818,0.8296297526128645,0.049475262368815595,0.010452961672473868,-1.799026356273433,0.5664181386475546,-2.9092059080226402,-0.688846804524226,0.001492461349115027,0.11544227886056972,0.0037808857789919073,not distinguishable,True
Meiji Restoration,meiji-restoration,Administration & Law,Religion,Administration & Law + Religion,518,287,0,0.5708729312146882,-1.0987873013931446,-1.5920035880407561,-0.5898155070512086,0.260275521576101,0.0004997501249375312,0.0,-1.087718934760226,1.4446000461669308,-3.91913502524741,1.7436971557269583,0.45147691130373035,0.0034982508745627187,0.557706772786961,dissociated,True
