domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,cohort
Political,Security,Political + Security,2483,489,82,49.94634510757626,0.7096443710611834,0.540791073614352,0.9045413905931196,0.09280128044805262,0.0004997501249375312,0.16768916155419222,0.24570924733445298,0.15652526011416398,-0.06108026248930842,0.5524987571582144,0.11646775241392542,0.0009995002498750624,0.11646775241392542,associated,Italy,1800
Ideational,Economic,Ideational + Economic,2483,489,103,70.94634513316147,0.5346986510547389,0.39400210534778946,0.6942519493012651,0.07628667722100738,0.0004997501249375312,0.21063394683026584,-1.7076143558394243,0.14310082984488134,-1.9880919823353917,-1.427136729343457,7.970282849870462e-33,0.0009995002498750624,2.3910848549611387e-32,associated,Italy,1800
Ideational,Security,Ideational + Security,2483,489,20,44.546439376179286,-1.1357891652905105,-1.75508293382734,-0.7155461672722302,0.2650091620833733,0.0004997501249375312,0.0408997955010225,-3.6488434238242182,0.24146218932202607,-4.122109314895389,-3.175577532753047,1.361145479235152e-51,0.0009995002498750624,8.166872875410912e-51,dissociated,Italy,1800
Economic,Security,Economic + Security,2483,489,8,15.507215516815887,-0.9131876239860761,-2.1571773371448377,-0.21109907215655152,0.48834632184872023,0.06046976511744128,0.016359918200409,-0.7490327742654406,0.3585465942740499,-1.4517840990425783,-0.04628144948830282,0.03670045834180659,0.06046976511744128,0.044040550010167906,not distinguishable,Italy,1800
Political,Ideational,Political + Ideational,3284,682,287,301.5684135021385,-0.07131337707772006,-0.10541798617463431,-0.040794877760264504,0.01668727541438889,0.0004997501249375312,0.4208211143695015,-9.738047429557959,1.415930387015714,-12.513270988108758,-6.96282387100716,6.091619125194961e-12,0.0007496251874062968,1.2183238250389922e-11,dissociated,Italy,1825
Political,Economic,Political + Economic,3284,682,107,134.74694163672427,-0.33125931068527625,-0.4663217149741268,-0.21090825817375322,0.0646386086617927,0.0004997501249375312,0.15689149560117302,-0.6829164848969946,0.11923782836571625,-0.9166226284937985,-0.4492103413001908,1.0201303563672524e-08,0.0007496251874062968,1.5301955345508785e-08,dissociated,Italy,1825
Political,Security,Political + Security,3284,682,119,76.68464481907004,0.6306248480713585,0.485220786586882,0.774724802576585,0.07343053892489451,0.0004997501249375312,0.1744868035190616,0.5213173685990813,0.13827405237121673,0.2503002259514965,0.7923345112466661,0.00016313314877646482,0.0007496251874062968,0.00019575977853175777,associated,Italy,1825
Ideational,Economic,Ideational + Economic,3284,682,135,92.68464485836374,0.5401287020137727,0.40529750292550126,0.6693170113041695,0.06705767046678007,0.0004997501249375312,0.19794721407624633,-2.380585613718134,0.1182460533537835,-2.61234787829155,-2.148823349144718,3.8336708609241413e-90,0.0007496251874062968,2.3002025165544848e-89,associated,Italy,1825
Ideational,Security,Ideational + Security,3284,682,25,52.74694167313239,-1.06220141703904,-1.5803521369181315,-0.6592239301573097,0.24662540773319952,0.001999000499750125,0.036656891495601175,-3.7206070441072376,0.2159517254795678,-4.14387242604719,-3.297341662167285,1.6123444620509572e-66,0.0023988005997001498,4.837033386152871e-66,dissociated,Italy,1825
Economic,Security,Economic + Security,3284,682,9,23.56841351057102,-1.341141629950632,-2.435595152693082,-0.6689033261016456,0.4590479269413485,0.009495252373813094,0.013196480938416423,-1.1833731198099242,0.33595130560329967,-1.8418376787923916,-0.5249085608274568,0.00042757075758475274,0.009495252373813094,0.00042757075758475274,dissociated,Italy,1825
Political,Ideational,Political + Ideational,4278,984,419,430.4210688460889,-0.038752826601229064,-0.06784564251542957,-0.009941545456212189,0.014802937697268231,0.00849575212393803,0.4258130081300813,-9.787948473784283,1.415463731402247,-12.562257387332687,-7.0136395602358785,4.678242704164529e-12,0.010194902548725637,9.356485408329059e-12,dissociated,Italy,1850
Political,Economic,Political + Economic,4278,984,174,208.87091909633537,-0.2628340343483072,-0.3611833478382089,-0.17954028674094885,0.04676843694762181,0.0004997501249375312,0.17682926829268292,-0.4343613634691239,0.09624615480966106,-0.6230038268960596,-0.24571890004218824,6.390929542188094e-06,0.0007496251874062968,9.586394313282141e-06,dissociated,Italy,1850
Political,Security,Political + Security,4278,984,150,103.70801200688598,0.5302972838576187,0.41069778739721546,0.6524008933128274,0.06205861453130581,0.0004997501249375312,0.1524390243902439,0.34624232419573575,0.11532084301596376,0.12021347188444678,0.5722711765070247,0.002678368773250146,0.0007496251874062968,0.002678368773250146,associated,Italy,1850
Ideational,Economic,Ideational + Economic,4278,984,185,138.70801205427964,0.41417693960817953,0.3153900472256443,0.5204870156290675,0.05269339248039847,0.0004997501249375312,0.18800813008130082,-3.0604144198364343,0.10517160589556812,-3.266550767391748,-2.8542780722811205,3.6696295476142245e-186,0.0007496251874062968,2.2017777285685348e-185,associated,Italy,1850
Ideational,Security,Ideational + Security,4278,984,34,68.87091913902007,-1.0077346379935102,-1.4632431092441731,-0.660795322781583,0.20553221610532454,0.0004997501249375312,0.034552845528455285,-4.1877433051433455,0.18669735972583126,-4.553670130205974,-3.821816480080716,1.9772308761884277e-111,0.0007496251874062968,5.931692628565283e-111,dissociated,Italy,1850
Economic,Security,Economic + Security,4278,984,22,33.421068857389955,-0.5922566286875964,-1.2196395773298196,-0.1324969376134331,0.27729173652862044,0.03698150924537731,0.022357723577235773,-0.8339396543927025,0.22304308427864672,-1.27110409957885,-0.3967752092065549,0.00018481448195681468,0.03698150924537731,0.00022177737834817762,dissociated,Italy,1850
Political,Ideational,Political + Ideational,7067,1436,512,513.6279009876639,-0.004575302596187717,-0.04332161207070395,0.03131390378886969,0.019612357634773366,0.8110944527736131,0.3565459610027855,-10.47099266734677,1.4151693269567729,-13.244724548182045,-7.697260786511496,1.371008711989905e-13,0.8110944527736131,2.0565130679848576e-13,not distinguishable,Italy,1875
Political,Economic,Political + Economic,7067,1436,280,305.5094168428974,-0.12557527889271874,-0.20280393261274365,-0.05394816834780611,0.038187305037931774,0.0024987506246876563,0.19498607242339833,-0.3021650244944845,0.07515386308188901,-0.44946659613498696,-0.15486345285398206,5.804550159141072e-05,0.0037481259370314842,5.804550159141072e-05,dissociated,Italy,1875
Political,Security,Political + Security,7067,1436,188,160.86268210930888,0.22425755430127242,0.10392487750735403,0.3416973310841179,0.061275044875453204,0.0014992503748125937,0.1309192200557103,-0.775258189026465,0.08563324681371762,-0.9430993527813516,-0.6074170252715785,1.3878998872391565e-19,0.0029985007496251873,2.775799774478313e-19,associated,Italy,1875
Ideational,Economic,Ideational + Economic,7067,1436,275,247.86268216636586,0.1496039016714614,0.06831819857723288,0.23240647379022983,0.04247258577841873,0.0014992503748125937,0.1915041782729805,-2.868855639660038,0.07994903992440462,-3.0255557579118713,-2.712155521408205,5.514880929505098e-282,0.0029985007496251873,1.6544642788515294e-281,associated,Italy,1875
Ideational,Security,Ideational + Security,7067,1436,105,130.5094168949697,-0.3124275167951088,-0.5141133395257602,-0.12826199738599015,0.09909118730693106,0.0014992503748125937,0.07311977715877438,-4.112783171534155,0.11068455306331977,-4.329724895538262,-3.8958414475300485,3.2928738312258017e-302,0.0029985007496251873,1.975724298735481e-301,dissociated,Italy,1875
Economic,Security,Economic + Security,7067,1436,76,77.62790099879406,-0.03037810714634163,-0.32753061414203727,0.1962629486457733,0.133601764504469,0.8110944527736131,0.052924791086350974,-0.7433834613479445,0.12434070197956358,-0.9870912372278892,-0.4996756854679999,2.2506187635943625e-09,0.8110944527736131,2.700742516313235e-09,not distinguishable,Italy,1875
Political,Ideational,Political + Ideational,10237,2069,616,570.0415913665313,0.1117688346328066,0.07168074416519146,0.15492161756772216,0.021512989880187683,0.0004997501249375312,0.29772837119381346,-11.000913723067137,1.4149811364743663,-13.774276750556895,-8.22755069557738,7.56855981458466e-15,0.0014992503748125937,9.082271777501591e-15,associated,Italy,1900
Political,Economic,Political + Economic,10237,2069,644,663.5598864505134,-0.04313299441490472,-0.07732146864423678,-0.008500660031304726,0.017262335218934152,0.014992503748125937,0.3112614789753504,0.4599945502439551,0.055440259608539016,0.35133164141121864,0.5686574590766915,1.0666459516505994e-16,0.017991004497751123,1.5999689274758992e-16,dissociated,Italy,1900
Political,Security,Political + Security,10237,2069,132,158.39852208776088,-0.26211334659288676,-0.4499114630072815,-0.10205199280171826,0.08914979261875706,0.005497251374312844,0.06379893668438859,-1.0713415002554219,0.09597714709142362,-1.2594567085546122,-0.8832262919562316,6.22418005613476e-29,0.008245877061469266,1.244836011226952e-28,dissociated,Italy,1900
Ideational,Economic,Ideational + Economic,10237,2069,420,446.39852217957025,-0.08784147350349815,-0.14552627996922293,-0.03539042079066811,0.028302167745961154,0.0024987506246876563,0.2029966167230546,-3.795546879969245,0.07133924667101013,-3.9353718034444247,-3.655721956494065,0.0,0.004997501249375313,0.0,dissociated,Italy,1900
Ideational,Security,Ideational + Security,10237,2069,87,106.55988648385208,-0.2910631060117842,-0.5556647493882165,-0.05575783669158235,0.1271647253734098,0.025487256371814093,0.04204929917834703,-4.521612561559222,0.11711684636912201,-4.751161580442702,-4.292063542675743,0.0,0.025487256371814093,0.0,dissociated,Italy,1900
Economic,Security,Economic + Security,10237,2069,170,124.04159143177215,0.45314411959115786,0.3027231708267692,0.592726260226703,0.07406443556750016,0.0004997501249375312,0.08216529724504591,0.029071304674725906,0.0886219151008185,-0.14462764892287835,0.20277025827233017,0.7428833671129575,0.0014992503748125937,0.7428833671129574,associated,Italy,1900
Political,Ideational,Political + Ideational,13796,1893,976,972.3103006971924,0.005461539131884759,-0.005912352129337285,0.018254363398246667,0.006154843378188188,0.3713143428285857,0.5155837295298468,-11.239138804004225,1.4147174942090825,-14.011985092654028,-8.466292515354423,1.9506940158449266e-15,0.3713143428285857,3.901388031689853e-15,not distinguishable,Italy,1925
Political,Economic,Political + Economic,13796,1893,312,327.3554115065985,-0.06920351807883249,-0.11778336518754286,-0.025421915330321895,0.023484384889284737,0.00399800099950025,0.1648177496038035,-0.5240334227772484,0.06657981032229612,-0.6545298510089488,-0.393536994545548,3.5250534730497597e-15,0.0239880059970015,5.28758020957464e-15,dissociated,Italy,1925
Political,Security,Political + Security,13796,1893,51,39.334287893774004,0.3705616477952546,0.04491606701924313,0.6410520696432604,0.1494692075498871,0.01649175412293853,0.02694136291600634,-0.5447117633240334,0.15695280313610907,-0.8523392574708071,-0.2370842691772596,0.0005194033383990391,0.03298350824587706,0.0006232840060788469,associated,Italy,1925
Ideational,Economic,Ideational + Economic,13796,1893,489,477.3342877945044,0.0347984793368082,0.003690460839776156,0.06669885585616206,0.01568934824614566,0.030484757621189407,0.2583201267828843,-5.757853852943843,0.12597227565524802,-6.004759513228129,-5.510948192659558,0.0,0.04572713643178411,0.0,associated,Italy,1925
Ideational,Security,Ideational + Security,13796,1893,42,57.35541138992337,-0.44498906398199384,-0.7928402419772589,-0.15350157873779138,0.16900467482416529,0.01199400299850075,0.022187004754358162,-4.311597351541016,0.17156656900081593,-4.647867826782615,-3.9753268762994165,2.2943564782210083e-139,0.03298350824587706,6.883069434663025e-139,dissociated,Italy,1925
Economic,Security,Economic + Security,13796,1893,23,19.310300718007017,0.24640997645764795,-0.33351535797121235,0.6766641040358226,0.26228560703856046,0.3333333333333333,0.012150026413100899,-0.18336791642592415,0.2181818548548274,-0.6110043519413859,0.24426851908953756,0.40066389169847993,0.3713143428285857,0.40066389169847993,not distinguishable,Italy,1925
Political,Ideational,Political + Ideational,431,147,32,34.5792444201367,-0.110177955437981,-0.30491065214208796,0.04743395808575023,0.09087181355401405,0.21889055472263869,0.21768707482993196,-4.601287199067134,0.3707834417804373,-5.32802274495679,-3.8745516531774764,2.3170647236113388e-35,0.4220389805097451,1.3902388341668034e-34,not distinguishable,New Zealand,1800
Political,Economic,Political + Economic,431,147,63,63.1501789818008,-0.003407979049266923,-0.08040142948976393,0.08036023808769825,0.040691983694997776,0.9305347326336831,0.42857142857142855,-2.0279410148803945,0.22909463583900758,-2.476966501124849,-1.5789155286359398,8.598051403931549e-19,0.934032983508246,2.5794154211794647e-18,not distinguishable,New Zealand,1800
Political,Security,Political + Security,431,147,12,9.270576589583712,0.3554124875208947,-0.22667250439985118,0.8036629569616575,0.2585976914569149,0.15242378810594703,0.08163265306122448,-0.9297216998871312,0.40049883741300896,-1.7146994212166287,-0.14474397855763366,0.02026476757609531,0.4220389805097451,0.030397151364142963,not distinguishable,New Zealand,1800
Ideational,Economic,Ideational + Economic,431,147,31,28.270576597877888,0.1307576938557136,-0.07306889803166006,0.3393147856834408,0.10191415786108644,0.1889055472263868,0.2108843537414966,-1.3473165151561637,0.23279334278945263,-1.803591467023491,-0.8910415632888365,7.139596256673365e-09,0.4220389805097451,1.4279192513346731e-08,not distinguishable,New Zealand,1800
Ideational,Security,Ideational + Security,431,147,4,4.150178982989894,-0.04736124443481339,-1.7403015123220182,0.8296695124086,0.6887177449137608,0.9340329835082459,0.027210884353741496,-1.1741198411762548,0.5263012960985385,-2.20567038152939,-0.14256930082311947,0.025688473867426915,0.934032983508246,0.0308261686409123,not distinguishable,New Zealand,1800
Economic,Security,Economic + Security,431,147,5,7.579244427611,-0.5547887595491314,-1.987818724041803,0.19926502639129584,0.5706162366528511,0.2813593203398301,0.034013605442176874,-0.8760559496931981,0.4886496135020438,-1.833809192157204,0.08169729277080773,0.07300329814805119,0.4220389805097451,0.07300329814805119,not distinguishable,New Zealand,1800
Political,Ideational,Political + Ideational,808,268,63,60.23876037878496,0.06413912713361479,-0.038844676108167525,0.1691161519807945,0.05259951199504074,0.21389305347326337,0.23507462686567165,-3.5593986179024495,0.206920011545642,-3.964961840531908,-3.153835395272991,2.5736727466497876e-66,0.32083958020989506,1.5442036479898725e-65,not distinguishable,New Zealand,1825
Political,Economic,Political + Economic,808,268,113,115.80573332295457,-0.035229919094766145,-0.07412811074952096,0.0024992105055972186,0.019907693872572064,0.07396301849075462,0.4216417910447761,-2.6773148464039593,0.1826766804622719,-3.0353611401100125,-2.319268552697906,1.2327360165189907e-48,0.32083958020989506,3.698208049556972e-48,not distinguishable,New Zealand,1825
Political,Security,Political + Security,808,268,8,7.955506310601965,0.007571696322394483,-0.9623987291201777,0.6146442618852992,0.4049444967977044,0.9820089955022488,0.029850746268656716,-1.5725457495096937,0.41495487442423584,-2.385857303381196,-0.7592341956381915,0.00015084211799251882,0.9820089955022487,0.00022626317698877822,not distinguishable,New Zealand,1825
Ideational,Economic,Ideational + Economic,808,268,70,69.95550629813768,0.0009107958510507194,-0.08283982426378037,0.08725975048520593,0.04311410645160819,0.9820089955022488,0.26119402985074625,-1.2444650219778264,0.16252415159729094,-1.5630123591085165,-0.9259176848471362,1.9016633876284087e-14,0.9820089955022487,3.8033267752568175e-14,not distinguishable,New Zealand,1825
Ideational,Security,Ideational + Security,808,268,2,4.8057333246546285,-1.0856240701502677,-3.4571648236727497,0.060275435701226815,0.94628395054749,0.18290854572713644,0.007462686567164179,-1.8534413499482707,0.6657283876577891,-3.1582689897575373,-0.5486137101390041,0.005367972758907173,0.32083958020989506,0.006441567310688607,not distinguishable,New Zealand,1825
Economic,Security,Economic + Security,808,268,12,9.238760364866181,0.36011804470302866,-0.30208003530339705,0.7980833662705603,0.27304565561041183,0.16541729135432284,0.04477611940298507,0.05840151845310962,0.3819340871254003,-0.6901892923126749,0.8069923292188941,0.8784692968896292,0.32083958020989506,0.8784692968896292,not distinguishable,New Zealand,1825
Political,Ideational,Political + Ideational,902,237,50,51.2435651988359,-0.03509607314468346,-0.17970487317176803,0.105549271519498,0.07212703934664651,0.6026986506746627,0.2109704641350211,-4.29859523503359,0.2186334985731473,-4.727116892236959,-3.870073577830221,4.637012516624976e-86,0.6251874062968515,2.7822075099749857e-85,not distinguishable,New Zealand,1850
Political,Economic,Political + Economic,902,237,93,85.90039974103195,0.11392837780747576,0.030501006470658752,0.2149792690013677,0.046886082757726925,0.015492253873063468,0.3924050632911392,-1.7358099098980928,0.15263187604555567,-2.034968386947382,-1.4366514328488038,5.7305098232548096e-30,0.031984007996002,1.719152946976443e-29,associated,New Zealand,1850
Political,Security,Political + Security,902,237,4,9.856035067732595,-1.202474849075574,-2.9039244148512555,-0.3214248906023345,0.7172650734166298,0.08195902048975512,0.016877637130801686,-2.705209290100606,0.4981101637547619,-3.6815052110599398,-1.7289133691412728,5.605616659395652e-08,0.12293853073463268,8.408424989093477e-08,not distinguishable,New Zealand,1850
Ideational,Economic,Ideational + Economic,902,237,63,68.85603505983399,-0.1272648331596941,-0.23835504727077356,-0.039171565621657495,0.0505952362631444,0.015992003998001,0.26582278481012656,-1.7445001423148898,0.1634439375497955,-2.064850259912489,-1.4241500247172907,1.35594174760801e-26,0.031984007996002,2.71188349521602e-26,dissociated,New Zealand,1850
Ideational,Security,Ideational + Security,902,237,15,7.900399744596068,0.8837383282306686,0.32324133129574667,1.2952045978279572,0.2511556155441373,0.0034982508745627187,0.06329113924050633,-0.6941448963987411,0.3108684937119393,-1.3034471440741422,-0.08484264872334002,0.025554131444391243,0.020989505247376312,0.030664957733269493,associated,New Zealand,1850
Economic,Security,Economic + Security,902,237,12,13.243565187969507,-0.1368282041606792,-0.8286211257185763,0.35845156974543635,0.29874049642422335,0.6251874062968515,0.05063291139240506,-0.5740869777019614,0.33228343173427777,-1.2253625039011458,0.07718854849722301,0.08404154165896889,0.6251874062968515,0.08404154165896889,not distinguishable,New Zealand,1850
Political,Ideational,Political + Ideational,1174,366,83,96.24932198506447,-0.21247535336325102,-0.3565812473141626,-0.1014663489468199,0.0656648871702538,0.00399800099950025,0.226775956284153,-3.8765624886201207,0.17729975695417435,-4.224070012250302,-3.529054964989939,5.663814142644079e-106,0.0079960019990005,3.3982884855864478e-105,dissociated,New Zealand,1875
Political,Economic,Political + Economic,1174,366,89,72.06507366691928,0.3026123513974048,0.1541446211700933,0.4534049003100342,0.07609712248914556,0.0004997501249375312,0.24316939890710382,-1.1203688985555327,0.141441117662007,-1.3975934891730664,-0.843144307937999,2.354230369314566e-15,0.0014992503748125937,4.708460738629132e-15,associated,New Zealand,1875
Political,Security,Political + Security,1174,366,24,27.685604354635117,-0.2021767527940263,-0.7027591785154385,0.19739693922720053,0.22764094625657003,0.3708145927036482,0.06557377049180328,-1.726923186783149,0.22810925192872417,-2.1740173205634483,-1.2798290530028495,3.7151329969039234e-14,0.3708145927036482,5.572699495355885e-14,not distinguishable,New Zealand,1875
Ideational,Economic,Ideational + Economic,1174,366,98,101.68560434698999,-0.052996337630584645,-0.16676184491393292,0.05683616350969418,0.05648854443781869,0.3373313343328336,0.2677595628415301,-1.5974638302934001,0.14058468561761694,-1.8730098141039293,-1.321917846482871,6.391124639999101e-30,0.3708145927036482,1.9173373919997303e-29,not distinguishable,New Zealand,1875
Ideational,Security,Ideational + Security,1174,366,56,39.065073651690874,0.5140234246767984,0.28080577892972935,0.7405575861721059,0.11819267480824633,0.0004997501249375312,0.15300546448087432,-1.0221341104669133,0.17686316851380915,-1.3687859207539792,-0.6754823001798473,7.504030096919702e-09,0.0014992503748125937,9.004836116303643e-09,associated,New Zealand,1875
Economic,Security,Economic + Security,1174,366,16,29.24932199470022,-0.8503907644190707,-1.5476741809499288,-0.3545692252912921,0.3003383303415369,0.013993003498250875,0.04371584699453552,-1.4003808173282033,0.2684188668905131,-1.926481796433609,-0.8742798382227976,1.8169957726538087e-07,0.020989505247376312,1.8169957726538087e-07,dissociated,New Zealand,1875
Political,Ideational,Political + Ideational,1207,290,81,75.81060048143027,0.09491658026909734,-0.044036792635167854,0.2237300072558909,0.06744704660897519,0.14992503748125938,0.2793103448275862,-8.828852672384441,1.4199744032958668,-11.61200250284434,-6.045702841924542,5.047715457782754e-10,0.22488755622188905,1.0095430915565508e-09,not distinguishable,New Zealand,1900
Political,Economic,Political + Economic,1207,290,52,58.07965815923459,-0.15808235163660805,-0.3630178522672335,0.027109259659534903,0.09898523402837145,0.10294852573713144,0.1793103448275862,-0.9985601299953202,0.16820676556699699,-1.3282453905066343,-0.6688748694840061,2.9116388535428945e-09,0.22488755622188905,4.367458280314341e-09,not distinguishable,New Zealand,1900
Political,Security,Political + Security,1207,290,24,23.109741364981925,0.05339951170625942,-0.407424450263264,0.4174736796247027,0.20989075627629392,0.7946026986506747,0.08275862068965517,-1.1773188078735497,0.2301767162924128,-1.6284651718066787,-0.7261724439404207,3.13994488294178e-07,0.7946026986506748,3.767933859530136e-07,not distinguishable,New Zealand,1900
Ideational,Economic,Ideational + Economic,1207,290,79,78.1097413585529,0.016246757342344757,-0.10890624347556192,0.13855774573349697,0.0636514376143446,0.7901049475262368,0.27241379310344827,-2.217647452126928,0.15791803540891297,-2.5271668015283972,-1.9081281027254584,8.500123575914653e-45,0.7946026986506748,5.100074145548792e-44,not distinguishable,New Zealand,1900
Ideational,Security,Ideational + Security,1207,290,25,31.079658146968303,-0.30849830687706453,-0.7697942720353956,0.047271020873153026,0.20524384562822193,0.1294352823588206,0.08620689655172414,-2.7772337651510246,0.22994023933220786,-3.227916634242152,-2.326550896059897,1.3792297557806339e-33,0.22488755622188905,4.1376892673419014e-33,not distinguishable,New Zealand,1900
Economic,Security,Economic + Security,1207,290,29,23.810600488831977,0.2791294250913612,-0.1474354925425674,0.609052974227797,0.19167823003650303,0.13143428285857073,0.1,-0.06701943415619116,0.21929994156816524,-0.496847319629795,0.3628084513174127,0.7599044563879065,0.22488755622188905,0.7599044563879064,not distinguishable,New Zealand,1900
Political,Ideational,Political + Ideational,1524,255,95,96.61173061000513,-0.024144843347690088,-0.07185380394348637,0.02579008907805287,0.02505170244105558,0.3293353323338331,0.37254901960784315,-9.359489033747828,1.4189334518305394,-12.140598599335686,-6.57837946815997,4.219897562979242e-11,0.6079460269865067,1.2659692688937726e-10,not distinguishable,New Zealand,1925
Political,Economic,Political + Economic,1524,255,56,54.217739776063176,0.04624222943141225,-0.05302694837729582,0.15524925441263202,0.05282415729059641,0.37181409295352325,0.2196078431372549,-0.8934655373604217,0.16180286434546678,-1.2105991514775365,-0.5763319232433068,3.352790111513951e-08,0.6079460269865067,6.705580223027902e-08,not distinguishable,New Zealand,1925
Political,Security,Political + Security,1524,255,5,5.170529622379594,-0.04405186924574706,-1.6114878035207687,0.685797779945475,0.5848124634217505,0.92103948025987,0.0196078431372549,-1.1075176907280224,0.4731098512918917,-2.0348129992601303,-0.1802223821959147,0.01923570287126682,0.92103948025987,0.023082843445520185,not distinguishable,New Zealand,1925
Ideational,Economic,Ideational + Economic,1524,255,86,86.17052961366429,-0.002841387712242773,-0.061149885756032085,0.05564439965567676,0.03027492772519631,0.9185407296351824,0.33725490196078434,-2.53304058922997,0.1576139274850028,-2.8419638871005755,-2.2241172913593643,4.063286114826743e-58,0.92103948025987,2.437971668896046e-57,not distinguishable,New Zealand,1925
Ideational,Security,Ideational + Security,1524,255,10,8.217739761632332,0.2683632851807059,-0.39452387492193636,0.7513852403666429,0.2941077343782034,0.33883058470764615,0.0392156862745098,-2.040775574272485,0.3849193975242353,-2.795217593419986,-1.286333555124984,1.1465024669829573e-07,0.6079460269865067,1.7197537004744358e-07,not distinguishable,New Zealand,1925
Economic,Security,Economic + Security,1524,255,3,4.6117306162555,-0.5464568874603697,-3.088249069392006,0.4695490882046214,0.7990817985415021,0.4052973513243378,0.011764705882352941,-0.4195279135956757,0.5718391702321038,-1.5403326872505994,0.7012768600592478,0.46316409794365976,0.6079460269865067,0.46316409794365976,not distinguishable,New Zealand,1925
Political,Ideational,Political + Ideational,321,142,29,30.83832798414884,-0.08721325426627109,-0.2733780371915672,0.054919982551431705,0.08243008728360979,0.26486756621689156,0.20422535211267606,-7.374522745293234,1.4310875937973424,-10.179454429136026,-4.569591061450443,2.5622931931514076e-07,0.359320339830085,7.686879579454223e-07,not distinguishable,Norway,1775
Political,Economic,Political + Economic,321,142,67,68.62364766834239,-0.03429184864484389,-0.08144215128324012,0.010773560631507896,0.02326427951817499,0.12693653173413294,0.47183098591549294,-0.9489414555245618,0.2875315260006382,-1.5125032464858126,-0.38537966456331096,0.0009658013666737533,0.2538730634682659,0.0014487020500106298,not distinguishable,Norway,1775
Political,Security,Political + Security,321,142,31,27.53802433603668,0.16796713336603983,0.0113223684921247,0.361925536847147,0.08909012362417702,0.06446776611694154,0.21830985915492956,-0.34885629582093447,0.387390397615607,-1.1081414751475243,0.4104288835056552,0.36783878791925484,0.1934032983508246,0.36783878791925484,not distinguishable,Norway,1775
Ideational,Economic,Ideational + Economic,321,142,10,6.5380243452479965,0.5771469182524491,0.04676906401632022,1.0088968224700217,0.2500172337068018,0.026486756621689155,0.07042253521126761,-2.2806061862752705,0.35292910774028835,-2.9723472374462356,-1.5888651351043053,1.0337011796674463e-10,0.15892053973013492,6.202207078004678e-10,not distinguishable,Norway,1775
Ideational,Security,Ideational + Security,321,142,1,2.6236476731635183,-1.0582692354587557,-2.9679144240213158,0.2601310575620032,0.9635698577208375,0.35932033983008493,0.007042253521126761,-3.153247008578147,0.8400389147014711,-4.79972328139303,-1.5067707357632638,0.00017424923585756985,0.359320339830085,0.0003484984717151397,not distinguishable,Norway,1775
Economic,Security,Economic + Security,321,142,4,5.83832799306058,-0.4941773161696636,-2.024983872346139,0.27581512692002325,0.6191969297893969,0.33833083458270863,0.028169014084507043,-1.424446127084267,0.5147012817042499,-2.4332606392245966,-0.4156316149439372,0.00564845674632335,0.359320339830085,0.00677814809558802,not distinguishable,Norway,1775
Political,Ideational,Political + Ideational,457,144,58,57.65735961614086,0.008474853292214713,-0.08010962036986748,0.10122529360037619,0.04643506267551316,0.8565717141429285,0.4027777777777778,-7.32596503873095,1.423599471155069,-10.116220002194886,-4.535710075267015,2.6597779091830376e-07,0.8565717141429285,7.979333727549113e-07,not distinguishable,Norway,1800
Political,Economic,Political + Economic,457,144,42,41.474591929720006,0.01794654167066653,-0.11603423491876591,0.15969099646674784,0.06958958029144548,0.7916041979010495,0.2916666666666667,-0.8863471790503407,0.22292919660490454,-1.3232884043959536,-0.44940595370472775,7.010963829451474e-05,0.8565717141429285,0.00010533672131174081,not distinguishable,Norway,1800
Political,Security,Political + Security,457,144,12,12.868048445059175,-0.0968607718799107,-0.7146668356963863,0.3207416829623706,0.25931510208921216,0.6741629185407296,0.08333333333333333,-0.46891048699625104,0.3872902442379996,-1.2279993657027304,0.2901783917102282,0.22599239754576994,0.8565717141429285,0.27119087705492395,not distinguishable,Norway,1800
Ideational,Economic,Ideational + Economic,457,144,20,20.86804845349214,-0.05983124276703052,-0.4245159776706224,0.21579689948064518,0.15856758067211166,0.6781609195402298,0.1388888888888889,-2.817136966258525,0.27724802174804025,-3.3605430888846834,-2.273730843632366,2.958075059645354e-24,0.8565717141429285,1.7748450357872125e-23,not distinguishable,Norway,1800
Ideational,Security,Ideational + Security,457,144,7,6.4745919359113495,0.10478178429517815,-0.9038712310914724,0.7426971031795438,0.4215791087177441,0.7801099450274862,0.04861111111111111,-1.7341124361349305,0.4361972070468256,-2.5890589619467086,-0.8791659103231524,7.022448087449388e-05,0.8565717141429285,0.00010533672131174081,not distinguishable,Norway,1800
Economic,Security,Economic + Security,457,144,5,4.657359619676466,0.09279897130942401,-1.4646484666944437,0.8760772810923191,0.6032623494079045,0.856071964017991,0.034722222222222224,-0.3536400402435783,0.4865947739985884,-1.3073657972808115,0.600085716793655,0.46736994065379367,0.8565717141429285,0.46736994065379367,not distinguishable,Norway,1800
Political,Ideational,Political + Ideational,711,195,65,64.92243925447208,0.0017093558089554047,-0.1061710331501149,0.10588571663234159,0.053098986196873726,0.9760119940029985,0.3333333333333333,-7.953532976257956,1.4221083351457473,-10.74086531314362,-5.166200639372292,2.2346787203197748e-08,0.9760119940029984,4.469357440639549e-08,not distinguishable,Norway,1825
