country,cohort,n_classified,n_crossings,usable,country_in_panel
PolishâLithuanian Commonwealth,1525,1,1,False,False
PolishâLithuanian Commonwealth,1550,1,0,False,False
PolishâLithuanian Commonwealth,1650,1,1,False,False
PolishâLithuanian Commonwealth,1675,1,0,False,False
PolishâLithuanian Commonwealth,1700,1,0,False,False
PolishâLithuanian Commonwealth,1725,1,0,False,False
PolishâLithuanian Commonwealth,1750,2,1,False,False
PolishâLithuanian Commonwealth,1775,1,0,False,False
Polish–Lithuanian Commonwealth,1500,1,0,False,False
Polish–Lithuanian Commonwealth,1550,3,0,False,False
Polish–Lithuanian Commonwealth,1575,5,2,False,False
Polish–Lithuanian Commonwealth,1600,6,1,False,False
Polish–Lithuanian Commonwealth,1625,3,1,False,False
Polish–Lithuanian Commonwealth,1650,4,1,False,False
Polish–Lithuanian Commonwealth,1675,4,1,False,False
Polish–Lithuanian Commonwealth,1700,8,2,False,False
Polish–Lithuanian Commonwealth,1725,3,2,False,False
Polish–Lithuanian Commonwealth,1750,4,2,False,False
Polish–Lithuanian Commonwealth,1775,1,0,False,False
Portugal,1500,102,30,False,False
Portugal,1525,92,15,False,False
Portugal,1550,87,20,False,False
Portugal,1575,93,27,False,False
Portugal,1600,75,22,False,False
Portugal,1625,65,11,False,False
Portugal,1650,54,11,False,False
Portugal,1675,73,19,False,False
Portugal,1700,92,23,False,False
Portugal,1725,114,34,False,False
Portugal,1750,174,60,False,False
Portugal,1775,284,119,False,False
Portugal,1800,332,116,False,False
Portugal,1825,497,186,True,False
Portugal,1850,713,270,True,False
Portugal,1875,837,285,True,False
Portugal,1900,961,209,True,False
Portugal,1925,1500,319,True,False
Qatar,1600,1,0,False,False
Qatar,1625,2,0,False,False
Qatar,1650,1,0,False,False
Qatar,1800,1,0,False,False
Qatar,1825,2,0,False,False
Qatar,1850,7,1,False,False
Qatar,1875,7,0,False,False
Qatar,1900,16,3,False,False
Qatar,1925,31,9,False,False
Roman Empire,1625,1,0,False,False
Romania,1500,3,0,False,False
Romania,1525,4,0,False,False
Romania,1550,6,0,False,False
Romania,1575,7,1,False,False
Romania,1600,6,0,False,False
Romania,1625,6,1,False,False
Romania,1650,10,0,False,False
Romania,1675,9,0,False,False
Romania,1700,8,0,False,False
Romania,1725,12,0,False,False
Romania,1750,9,2,False,False
Romania,1775,27,12,False,False
Romania,1800,91,27,False,False
Romania,1825,194,56,False,False
Romania,1850,363,107,False,False
Romania,1875,780,229,True,False
Romania,1900,704,166,True,False
Romania,1925,893,180,True,False
Russia,1500,8,1,False,True
Russia,1525,13,2,False,True
Russia,1550,10,2,False,True
Russia,1575,13,4,False,True
Russia,1600,27,6,False,True
Russia,1625,33,5,False,True
Russia,1650,67,20,False,True
Russia,1675,74,17,False,True
Russia,1700,124,37,False,True
Russia,1725,237,66,False,True
Russia,1750,353,84,False,True
Russia,1775,629,163,True,True
Russia,1800,786,178,True,True
Russia,1825,1119,257,True,True
Russia,1850,1893,460,True,True
Russia,1875,3209,741,True,True
Russia,1900,3768,769,True,True
Russia,1925,3535,638,True,True
Rwanda,1825,1,0,False,False
Rwanda,1900,8,0,False,False
Rwanda,1925,48,11,False,False
Saint Kitts and Nevis,1875,1,1,False,False
Saint Kitts and Nevis,1900,6,4,False,False
Saint Kitts and Nevis,1925,9,3,False,False
Saint Lucia,1875,1,1,False,False
Saint Lucia,1900,8,1,False,False
Saint Lucia,1925,16,5,False,False
Saint Vincent and the Grenadines,1900,8,1,False,False
Saint Vincent and the Grenadines,1925,9,2,False,False
Samoa,1825,4,1,False,False
Samoa,1850,1,0,False,False
Samoa,1875,4,1,False,False
Samoa,1900,9,1,False,False
Samoa,1925,9,2,False,False
San Marino,1500,2,0,False,False
San Marino,1600,1,1,False,False
San Marino,1775,2,1,False,False
San Marino,1825,1,1,False,False
San Marino,1850,2,0,False,False
San Marino,1875,4,0,False,False
San Marino,1900,7,5,False,False
San Marino,1925,32,14,False,False
Saudi Arabia,1625,1,0,False,False
Saudi Arabia,1675,1,0,False,False
Saudi Arabia,1700,2,0,False,False
Saudi Arabia,1725,1,1,False,False
Saudi Arabia,1750,2,0,False,False
Saudi Arabia,1775,2,0,False,False
Saudi Arabia,1825,1,0,False,False
Saudi Arabia,1850,5,0,False,False
Saudi Arabia,1875,15,1,False,False
Saudi Arabia,1900,47,9,False,False
Saudi Arabia,1925,161,39,False,False
Scotland,1675,1,1,False,False
Senegal,1550,1,0,False,False
Senegal,1575,1,0,False,False
Senegal,1700,1,0,False,False
Senegal,1725,4,0,False,False
Senegal,1750,1,0,False,False
Senegal,1775,2,1,False,False
Senegal,1800,10,1,False,False
Senegal,1825,8,0,False,False
Senegal,1850,6,1,False,False
Senegal,1875,16,2,False,False
Senegal,1900,64,18,False,False
Senegal,1925,217,55,False,False
Serbia,1500,3,0,False,False
Serbia,1525,3,0,False,False
Serbia,1550,1,0,False,False
Serbia,1575,1,0,False,False
Serbia,1600,3,0,False,False
Serbia,1625,4,1,False,False
Serbia,1650,10,1,False,False
Serbia,1675,6,0,False,False
Serbia,1700,5,0,False,False
Serbia,1725,13,3,False,False
Serbia,1750,31,15,False,False
Serbia,1775,39,12,False,False
Serbia,1800,46,9,False,False
Serbia,1825,82,28,False,False
Serbia,1850,151,39,False,False
Serbia,1875,227,72,False,False
Serbia,1900,201,36,False,False
Serbia,1925,574,87,False,False
Serbia and Montenegro,1900,1,1,False,False
Serbia and Montenegro,1925,3,1,False,False
Seychelles,1850,1,0,False,False
Seychelles,1900,1,0,False,False
Seychelles,1925,8,1,False,False
Sierra Leone,1725,1,0,False,False
Sierra Leone,1750,2,1,False,False
Sierra Leone,1775,4,0,False,False
Sierra Leone,1800,6,2,False,False
Sierra Leone,1825,11,5,False,False
Sierra Leone,1850,9,4,False,False
Sierra Leone,1875,15,7,False,False
Sierra Leone,1900,35,8,False,False
Sierra Leone,1925,72,15,False,False
Singapore,1750,2,0,False,False
Singapore,1775,2,0,False,False
Singapore,1800,12,5,False,False
Singapore,1825,5,0,False,False
Singapore,1850,14,3,False,False
Singapore,1875,23,3,False,False
Singapore,1900,79,15,False,False
Singapore,1925,224,47,False,False
Slovakia,1525,2,0,False,False
Slovakia,1550,4,2,False,False
Slovakia,1575,3,0,False,False
Slovakia,1600,4,0,False,False
Slovakia,1625,4,0,False,False
Slovakia,1650,1,0,False,False
Slovakia,1675,3,0,False,False
Slovakia,1700,5,1,False,False
Slovakia,1725,4,1,False,False
Slovakia,1750,12,4,False,False
Slovakia,1775,16,3,False,False
Slovakia,1800,31,4,False,False
Slovakia,1825,23,6,False,False
Slovakia,1850,56,20,False,False
Slovakia,1875,142,38,False,False
Slovakia,1900,230,49,False,False
Slovakia,1925,265,57,False,False
Slovenia,1575,2,0,False,False
Slovenia,1625,1,1,False,False
Slovenia,1650,3,0,False,False
Slovenia,1675,1,0,False,False
Slovenia,1700,1,0,False,False
Slovenia,1725,3,1,False,False
Slovenia,1750,2,0,False,False
Slovenia,1775,3,1,False,False
Slovenia,1800,5,1,False,False
Slovenia,1825,7,0,False,False
Slovenia,1850,11,2,False,False
Slovenia,1875,24,9,False,False
Slovenia,1900,150,35,False,False
Slovenia,1925,327,77,False,False
Solomon Islands,1875,1,0,False,False
Solomon Islands,1900,1,0,False,False
Solomon Islands,1925,13,0,False,False
Somalia,1500,1,0,False,False
Somalia,1550,1,0,False,False
Somalia,1800,2,1,False,False
Somalia,1825,4,1,False,False
Somalia,1850,2,2,False,False
Somalia,1875,2,0,False,False
Somalia,1900,30,6,False,False
Somalia,1925,107,36,False,False
South Africa,1625,1,1,False,False
South Africa,1650,3,1,False,False
South Africa,1675,1,0,False,False
South Africa,1700,3,0,False,False
South Africa,1725,1,0,False,False
South Africa,1750,9,3,False,False
South Africa,1775,35,16,False,False
South Africa,1800,63,18,False,False
South Africa,1825,125,30,False,False
South Africa,1850,319,113,False,False
South Africa,1875,393,90,False,False
South Africa,1900,650,137,True,False
South Africa,1925,1199,260,True,False
South Korea,1500,1,0,False,False
South Korea,1525,5,2,False,False
South Korea,1550,8,3,False,False
South Korea,1575,4,1,False,False
South Korea,1600,3,1,False,False
South Korea,1625,1,0,False,False
South Korea,1650,2,0,False,False
South Korea,1675,1,0,False,False
South Korea,1700,5,3,False,False
South Korea,1725,3,1,False,False
South Korea,1750,7,1,False,False
South Korea,1775,6,0,False,False
South Korea,1800,6,3,False,False
South Korea,1825,9,1,False,False
South Korea,1850,31,12,False,False
South Korea,1875,100,37,False,False
South Korea,1900,265,70,False,False
South Korea,1925,687,134,True,False
South Sudan,1925,7,3,False,False
Spain,1500,489,126,True,True
Spain,1525,451,103,False,True
Spain,1550,466,98,False,True
Spain,1575,484,86,False,True
Spain,1600,380,65,False,True
Spain,1625,339,55,False,True
Spain,1650,320,62,False,True
Spain,1675,272,60,False,True
Spain,1700,371,101,False,True
Spain,1725,551,170,True,True
Spain,1750,696,262,True,True
Spain,1775,695,273,True,True
Spain,1800,1171,348,True,True
Spain,1825,1862,583,True,True
Spain,1850,2439,635,True,True
Spain,1875,3772,1076,True,True
Spain,1900,4709,1185,True,True
Spain,1925,7489,1576,True,True
Sri Lanka,1500,1,0,False,False
Sri Lanka,1525,1,0,False,False
Sri Lanka,1550,1,0,False,False
Sri Lanka,1675,1,0,False,False
Sri Lanka,1700,2,0,False,False
Sri Lanka,1725,2,0,False,False
Sri Lanka,1750,10,2,False,False
Sri Lanka,1775,21,6,False,False
Sri Lanka,1800,23,8,False,False
Sri Lanka,1825,36,10,False,False
Sri Lanka,1850,60,15,False,False
Sri Lanka,1875,158,33,False,False
Sri Lanka,1900,387,69,False,False
Sri Lanka,1925,594,132,True,False
Sudan,1625,1,0,False,False
Sudan,1700,1,0,False,False
Sudan,1725,1,0,False,False
Sudan,1775,1,1,False,False
Sudan,1825,9,5,False,False
Sudan,1850,5,1,False,False
Sudan,1875,10,2,False,False
Sudan,1900,29,12,False,False
Sudan,1925,95,33,False,False
Suriname,1675,2,1,False,False
Suriname,1700,2,0,False,False
Suriname,1725,2,1,False,False
Suriname,1775,2,0,False,False
Suriname,1800,3,0,False,False
Suriname,1825,2,1,False,False
Suriname,1850,5,0,False,False
Suriname,1875,9,3,False,False
Suriname,1900,21,4,False,False
Suriname,1925,65,5,False,False
Swaziland,1900,6,0,False,False
Swaziland,1925,11,2,False,False
Sweden,1500,46,8,False,True
Sweden,1525,53,14,False,True
Sweden,1550,95,20,False,True
Sweden,1575,206,55,False,True
Sweden,1600,373,99,False,True
Sweden,1625,401,83,False,True
Sweden,1650,492,98,False,True
Sweden,1675,535,145,True,True
Sweden,1700,788,186,True,True
Sweden,1725,866,220,True,True
Sweden,1750,1041,247,True,True
Sweden,1775,1155,328,True,True
Sweden,1800,1923,587,True,True
Sweden,1825,2986,875,True,True
Sweden,1850,4699,1128,True,True
Sweden,1875,7022,1401,True,True
Sweden,1900,9768,1524,True,True
Sweden,1925,10655,2015,True,True
Switzerland,1500,99,28,False,True
Switzerland,1525,98,27,False,True
Switzerland,1550,95,22,False,True
Switzerland,1575,110,34,False,True
Switzerland,1600,94,20,False,True
Switzerland,1625,133,32,False,True
Switzerland,1650,156,39,False,True
Switzerland,1675,135,35,False,True
Switzerland,1700,225,69,False,True
Switzerland,1725,331,84,False,True
Switzerland,1750,481,160,True,True
Switzerland,1775,524,143,True,True
Switzerland,1800,988,253,True,True
Switzerland,1825,1097,263,True,True
Switzerland,1850,1382,265,True,True
Switzerland,1875,2139,382,True,True
Switzerland,1900,2684,402,True,True
Switzerland,1925,4167,630,True,True
Syria,1500,1,0,False,False
Syria,1525,1,0,False,False
Syria,1550,2,0,False,False
Syria,1575,2,1,False,False
Syria,1600,3,0,False,False
Syria,1625,4,0,False,False
Syria,1650,1,0,False,False
Syria,1675,3,0,False,False
Syria,1700,1,0,False,False
Syria,1725,4,0,False,False
Syria,1750,1,0,False,False
Syria,1775,5,0,False,False
Syria,1800,3,1,False,False
Syria,1825,18,2,False,False
Syria,1850,31,6,False,False
Syria,1875,83,30,False,False
Syria,1900,107,33,False,False
Syria,1925,260,72,False,False
São Tomé and Príncipe,1900,2,0,False,False
São Tomé and Príncipe,1925,11,2,False,False
Taiwan,1650,1,0,False,False
Taiwan,1825,2,0,False,False
Taiwan,1850,17,5,False,False
Taiwan,1875,59,26,False,False
Taiwan,1900,123,33,False,False
Taiwan,1925,343,80,False,False
Tajikistan,1825,2,0,False,False
Tajikistan,1850,1,0,False,False
Tajikistan,1875,4,0,False,False
Tajikistan,1900,22,4,False,False
Tajikistan,1925,80,14,False,False
Tanzania,1800,1,0,False,False
Tanzania,1825,2,2,False,False
Tanzania,1850,4,2,False,False
Tanzania,1875,8,0,False,False
Tanzania,1900,39,3,False,False
Tanzania,1925,163,21,False,False
Thailand,1575,1,0,False,False
Thailand,1600,1,1,False,False
Thailand,1675,1,0,False,False
Thailand,1700,1,0,False,False
Thailand,1725,2,0,False,False
Thailand,1750,2,0,False,False
Thailand,1775,6,0,False,False
Thailand,1800,4,1,False,False
Thailand,1825,7,1,False,False
Thailand,1850,22,7,False,False
Thailand,1875,45,19,False,False
Thailand,1900,110,33,False,False
Thailand,1925,283,92,False,False
The Bahamas,1700,1,0,False,False
The Bahamas,1725,1,0,False,False
The Bahamas,1775,1,0,False,False
The Bahamas,1800,1,0,False,False
The Bahamas,1825,5,1,False,False
The Bahamas,1850,1,0,False,False
The Bahamas,1875,15,3,False,False
The Bahamas,1900,28,5,False,False
The Bahamas,1925,48,6,False,False
Tibet,1800,1,0,False,False
Tibet,1825,1,0,False,False
Tibet,1850,1,0,False,False
Tibet,1875,2,0,False,False
Tibet,1900,13,6,False,False
Tibet,1925,19,5,False,False
Togo,1700,1,0,False,False
Togo,1850,3,1,False,False
Togo,1875,3,1,False,False
Togo,1900,18,2,False,False
Togo,1925,50,9,False,False
Tonga,1800,1,0,False,False
Tonga,1825,1,0,False,False
Tonga,1875,2,0,False,False
Tonga,1900,3,0,False,False
Tonga,1925,12,1,False,False
Transnistria,1875,1,0,False,False
Transnistria,1925,5,1,False,False
Trinidad and Tobago,1600,1,0,False,False
Trinidad and Tobago,1625,1,1,False,False
Trinidad and Tobago,1650,2,0,False,False
Trinidad and Tobago,1775,1,0,False,False
Trinidad and Tobago,1800,4,0,False,False
Trinidad and Tobago,1825,8,3,False,False
Trinidad and Tobago,1850,9,1,False,False
Trinidad and Tobago,1875,19,3,False,False
Trinidad and Tobago,1900,72,13,False,False
Trinidad and Tobago,1925,136,33,False,False
Tunisia,1550,1,0,False,False
Tunisia,1600,1,0,False,False
Tunisia,1650,3,1,False,False
Tunisia,1675,4,0,False,False
Tunisia,1700,6,1,False,False
Tunisia,1725,2,0,False,False
Tunisia,1750,9,1,False,False
Tunisia,1775,8,1,False,False
Tunisia,1800,21,5,False,False
Tunisia,1825,13,1,False,False
Tunisia,1850,33,8,False,False
Tunisia,1875,57,18,False,False
Tunisia,1900,155,27,False,False
Tunisia,1925,410,79,False,False
Turkey,1500,19,9,False,False
Turkey,1525,25,11,False,False
Turkey,1550,21,3,False,False
Turkey,1575,12,7,False,False
Turkey,1600,23,8,False,False
Turkey,1625,22,11,False,False
Turkey,1650,20,14,False,False
Turkey,1675,15,8,False,False
Turkey,1700,14,5,False,False
Turkey,1725,21,7,False,False
Turkey,1750,45,19,False,False
Turkey,1775,55,15,False,False
Turkey,1800,72,28,False,False
Turkey,1825,127,53,False,False
Turkey,1850,201,83,False,False
Turkey,1875,439,183,True,False
Turkey,1900,532,126,True,False
Turkey,1925,1140,218,True,False
Turkmenistan,1500,3,2,False,False
Turkmenistan,1525,1,0,False,False
Turkmenistan,1575,1,0,False,False
Turkmenistan,1725,2,1,False,False
Turkmenistan,1750,1,0,False,False
Turkmenistan,1875,5,2,False,False
Turkmenistan,1900,7,1,False,False
Turkmenistan,1925,22,7,False,False
Tuvalu,1900,2,0,False,False
Tuvalu,1925,10,0,False,False
US,1500,1,0,False,True
US,1525,1,0,False,True
US,1550,3,1,False,True
US,1575,61,25,False,True
US,1600,143,56,False,True
US,1625,133,47,False,True
US,1650,137,46,False,True
US,1675,183,54,False,True
US,1700,395,173,True,True
US,1725,1403,588,True,True
US,1750,2267,649,True,True
US,1775,4217,968,True,True
US,1800,9440,2717,True,True
US,1825,13695,3853,True,True
US,1850,17300,3617,True,True
US,1875,23697,4279,True,True
US,1900,41095,7317,True,True
US,1925,64097,11723,True,True
Uganda,1725,1,0,False,False
Uganda,1825,2,0,False,False
Uganda,1850,18,3,False,False
Uganda,1875,8,1,False,False
Uganda,1900,35,5,False,False
Uganda,1925,198,68,False,False
Ukraine,1500,1,0,False,False
Ukraine,1550,3,0,False,False
Ukraine,1575,2,0,False,False
Ukraine,1600,6,4,False,False
Ukraine,1625,9,3,False,False
Ukraine,1650,4,1,False,False
Ukraine,1675,5,2,False,False
Ukraine,1700,13,2,False,False
Ukraine,1725,13,1,False,False
Ukraine,1750,11,0,False,False
Ukraine,1775,16,7,False,False
Ukraine,1800,32,10,False,False
Ukraine,1825,43,8,False,False
Ukraine,1850,127,33,False,False
Ukraine,1875,294,84,False,False
Ukraine,1900,309,65,False,False
Ukraine,1925,489,129,True,False
United Arab Emirates,1750,1,1,False,False
United Arab Emirates,1775,1,0,False,False
United Arab Emirates,1825,1,0,False,False
United Arab Emirates,1850,1,0,False,False
United Arab Emirates,1875,3,0,False,False
United Arab Emirates,1900,8,0,False,False
United Arab Emirates,1925,25,6,False,False
United Kingdom,1500,715,137,True,True
United Kingdom,1525,842,167,True,True
United Kingdom,1550,1309,307,True,True
United Kingdom,1575,1528,290,True,True
United Kingdom,1600,1944,432,True,True
United Kingdom,1625,1481,292,True,True
United Kingdom,1650,1511,358,True,True
United Kingdom,1675,1634,347,True,True
United Kingdom,1700,1913,470,True,True
United Kingdom,1725,2659,716,True,True
United Kingdom,1750,3775,1032,True,True
United Kingdom,1775,5120,1414,True,True
United Kingdom,1800,7074,1834,True,True
United Kingdom,1825,7684,1930,True,True
United Kingdom,1850,10349,2360,True,True
United Kingdom,1875,12268,2602,True,True
United Kingdom,1900,15811,3279,True,True
United Kingdom,1925,21302,3593,True,True
Uruguay,1675,1,1,False,False
Uruguay,1725,3,3,False,False
Uruguay,1750,7,3,False,False
Uruguay,1775,51,22,False,False
Uruguay,1800,61,25,False,False
Uruguay,1825,79,29,False,False
Uruguay,1850,119,44,False,False
Uruguay,1875,310,73,False,False
Uruguay,1900,493,104,False,False
Uruguay,1925,794,154,True,False
Uzbekistan,1525,1,0,False,False
Uzbekistan,1575,1,0,False,False
Uzbekistan,1600,1,0,False,False
Uzbekistan,1650,1,0,False,False
Uzbekistan,1775,5,0,False,False
Uzbekistan,1800,3,0,False,False
Uzbekistan,1825,2,0,False,False
Uzbekistan,1850,8,0,False,False
Uzbekistan,1875,10,6,False,False
Uzbekistan,1900,27,4,False,False
Uzbekistan,1925,53,8,False,False
Vanuatu,1900,1,0,False,False
Vanuatu,1925,12,5,False,False
Vatican City,1650,1,0,False,False
Vatican City,1875,1,0,False,False
Venezuela,1500,4,0,False,False
Venezuela,1525,4,1,False,False
Venezuela,1550,1,0,False,False
Venezuela,1575,2,2,False,False
Venezuela,1675,2,0,False,False
Venezuela,1700,2,0,False,False
Venezuela,1725,10,4,False,False
Venezuela,1750,29,12,False,False
Venezuela,1775,109,70,False,False
Venezuela,1800,38,22,False,False
Venezuela,1825,77,41,False,False
Venezuela,1850,92,31,False,False
Venezuela,1875,131,44,False,False
Venezuela,1900,352,121,True,False
Venezuela,1925,691,142,True,False
Vietnam,1500,2,1,False,False
Vietnam,1525,1,0,False,False
Vietnam,1550,6,1,False,False
Vietnam,1575,3,0,False,False
Vietnam,1600,2,0,False,False
Vietnam,1625,2,1,False,False
Vietnam,1650,3,0,False,False
Vietnam,1675,3,0,False,False
Vietnam,1700,8,1,False,False
Vietnam,1725,9,1,False,False
Vietnam,1750,15,4,False,False
Vietnam,1775,8,3,False,False
Vietnam,1800,11,4,False,False
Vietnam,1825,28,7,False,False
Vietnam,1850,18,6,False,False
Vietnam,1875,55,13,False,False
Vietnam,1900,281,84,False,False
Vietnam,1925,451,115,False,False
Western Sahara,1925,4,1,False,False
Yemen,1500,2,0,False,False
Yemen,1525,2,0,False,False
Yemen,1550,2,0,False,False
Yemen,1575,1,0,False,False
Yemen,1600,2,0,False,False
Yemen,1625,4,0,False,False
Yemen,1650,2,0,False,False
Yemen,1675,3,0,False,False
Yemen,1700,3,2,False,False
Yemen,1725,1,1,False,False
Yemen,1750,3,0,False,False
Yemen,1775,1,0,False,False
Yemen,1800,8,3,False,False
Yemen,1825,3,1,False,False
Yemen,1850,6,2,False,False
Yemen,1875,3,1,False,False
Yemen,1900,14,3,False,False
Yemen,1925,65,17,False,False
Yugoslavia,1825,4,0,False,False
Yugoslavia,1850,44,10,False,False
Yugoslavia,1875,124,36,False,False
Yugoslavia,1900,216,53,False,False
Yugoslavia,1925,120,14,False,False
Zambia,1800,1,0,False,False
Zambia,1825,2,1,False,False
Zambia,1850,2,0,False,False
Zambia,1875,3,1,False,False
Zambia,1900,20,4,False,False
Zambia,1925,86,20,False,False
Zanzibar,1825,1,0,False,False
Zanzibar,1925,1,0,False,False
Zimbabwe,1850,1,0,False,False
Zimbabwe,1875,8,3,False,False
Zimbabwe,1900,40,7,False,False
Zimbabwe,1925,173,55,False,False
