spec,shock_type,outcome,event_time,att,n_groups,n_treated_cells,min_controls,p_value_ri,null_sd,null_ci_low,null_ci_high,n_draws
main,revolutionary rupture,Political + Economic,0,-0.21169342871767746,2.0,4.0,6.0,0.04397801099450275,0.10044940631872894,-0.22318511556073678,0.14937569034137754,2000
main,revolutionary rupture,Political + Economic,1,-0.3248251742668351,2.0,4.0,6.0,0.08395802098950525,0.18005789616300763,-0.4385453675937865,0.2717860811583513,2000
main,revolutionary rupture,Political + Economic,2,-0.010653390224374754,2.0,4.0,6.0,0.895552223888056,0.08275291189344622,-0.13991903740442813,0.19776634542159394,2000
main,revolutionary rupture,Political + Economic,3,0.3023668966551755,1.0,1.0,6.0,0.565864833906071,0.2943213651853436,-0.3149632801507898,0.6908472877562502,872
main,revolutionary rupture,Political + Ideational,-3,-0.011435122681397729,2.0,4.0,3.0,0.777111444277861,0.044813629985562,-0.1111446285468284,0.07786003867679243,2000
main,revolutionary rupture,Political + Ideational,-2,-0.0874575154750797,2.0,4.0,4.0,0.02448775612193903,0.044854538058576074,-0.08710530206909735,0.07172310113663544,2000
main,revolutionary rupture,Political + Ideational,0,-0.0326053573154454,2.0,4.0,6.0,0.39930034982508744,0.037571422347603696,-0.07985541864984307,0.06613036142249092,2000
main,revolutionary rupture,Political + Ideational,1,0.03319095007054232,2.0,4.0,6.0,0.7001499250374813,0.09400423956045516,-0.17690355280458914,0.18310719887260396,2000
main,revolutionary rupture,Political + Ideational,2,0.004029673954602339,2.0,4.0,6.0,0.9150424787606197,0.03907907311311998,-0.08622083463234835,0.059906162262985445,2000
main,revolutionary rupture,Political + Ideational,3,0.0172175401596926,1.0,1.0,6.0,0.6843345111896348,0.1271097572971627,-0.1714707290636207,0.18337201709321693,848
main,revolutionary rupture,Political + Security,-3,0.25133527821200263,2.0,4.0,3.0,0.22088955522238882,0.19792883442602663,-0.3799801992252345,0.38345555014570726,2000
main,revolutionary rupture,Political + Security,-2,0.1126843013019021,2.0,4.0,4.0,0.3448275862068966,0.12028872261307985,-0.19153402628389787,0.2707810294367685,2000
main,revolutionary rupture,Political + Security,0,0.24012463942516063,2.0,4.0,6.0,0.3313343328335832,0.2243651917123759,-0.3492231809657481,0.4672416305333676,2000
main,revolutionary rupture,Political + Security,1,0.11874332608954816,2.0,4.0,6.0,0.6871564217891054,0.3417198938196148,-0.6642058202188144,0.6647695216259215,2000
main,revolutionary rupture,Political + Security,2,0.2193705884036678,2.0,4.0,6.0,0.4987506246876562,0.2870106693010068,-0.554313680361057,0.516914607870975,2000
main,revolutionary rupture,Political + Security,3,0.37329744455572456,1.0,1.0,6.0,0.577354260089686,0.5105890785156212,-1.0412574903263074,0.52091487657579,891
main,state creation,Economic + Security,-3,0.2918874726658592,2.0,5.0,6.0,0.3453273363318341,0.3156497701356306,-0.7099823591792016,0.5477185968634494,2000
main,state creation,Economic + Security,-2,-0.3327073929413422,3.0,6.0,4.0,0.21739130434782608,0.28092846285173206,-0.6988725642676636,0.42581490022965934,2000
main,state creation,Economic + Security,0,0.043205187762684984,3.0,6.0,6.0,0.8785607196401799,0.2688004352808099,-0.5598091226844736,0.4884057861253529,2000
main,state creation,Economic + Security,1,0.23770900467942346,3.0,6.0,6.0,0.5792103948025987,0.39350530986617455,-0.7152268366574632,0.756039071434654,2000
main,state creation,Economic + Security,2,0.20570358707284822,3.0,6.0,6.0,0.5987006496751625,0.36627672557925894,-0.7237092905746144,0.68389747513415,2000
main,state creation,Economic + Security,3,0.4508543451407813,2.0,3.0,5.0,0.39930034982508744,0.5294141404308249,-0.9194802013579578,1.1237043800127537,2000
main,state creation,Ideational + Economic,-3,-0.21869811365536038,2.0,5.0,6.0,0.2518740629685157,0.18543485297231696,-0.3228304452742095,0.4061870502022654,2000
main,state creation,Ideational + Economic,-2,-0.16734390423495973,3.0,6.0,4.0,0.08895552223888056,0.09551291463662191,-0.17123205359498633,0.2128818256247549,2000
main,state creation,Ideational + Economic,0,-0.1728006564105078,3.0,6.0,6.0,0.09845077461269365,0.10259515292805407,-0.22292864397880083,0.16790836756761487,2000
main,state creation,Ideational + Economic,1,-0.22803705288368134,3.0,6.0,6.0,0.12043978010994502,0.14559100774675499,-0.3324120618271608,0.23167590852488218,2000
main,state creation,Ideational + Economic,2,-0.25745809392064334,3.0,6.0,6.0,0.12243878060969515,0.16110018081820332,-0.37983895566771625,0.2707883589056527,2000
main,state creation,Ideational + Economic,3,-0.6660810807204897,2.0,3.0,5.0,0.028985507246376812,0.27569419608719026,-0.6883910235261379,0.41326170505458354,2000
main,state creation,Ideational + Security,-3,0.02553606756097184,2.0,5.0,6.0,0.8790604697651174,0.16061509192526446,-0.30910007348300444,0.32258114486741957,2000
main,state creation,Ideational + Security,-2,0.11119358311030199,3.0,6.0,4.0,0.5462268865567217,0.17978929421961862,-0.3294597191990204,0.3602449406582971,2000
main,state creation,Ideational + Security,0,-0.12083350144413456,3.0,6.0,6.0,0.47476261869065467,0.17156299753914223,-0.3858397382513936,0.26871379746124163,2000
main,state creation,Ideational + Security,1,-0.23781204121058705,3.0,6.0,6.0,0.3873063468265867,0.2681645817935247,-0.5916517747342311,0.43030064306603893,2000
main,state creation,Ideational + Security,2,-0.06197838737114081,3.0,6.0,6.0,0.841079460269865,0.2870886649863193,-0.6301842939815385,0.45766290583032504,2000
main,state creation,Ideational + Security,3,0.6843874799223935,2.0,3.0,5.0,0.10194902548725637,0.41521204345978,-1.0445312692526902,0.6368046566008376,2000
main,state creation,Political + Economic,-3,0.1352909129293033,2.0,5.0,6.0,0.3218390804597701,0.09898352390726063,-0.2646694621254781,0.12297630418857855,2000
main,state creation,Political + Economic,-2,0.046711679088512814,3.0,6.0,4.0,0.5012493753123438,0.06121387419649826,-0.14872897551995334,0.0879998733445594,2000
main,state creation,Political + Economic,0,0.10808067654074632,3.0,6.0,6.0,0.15742128935532235,0.06741511687225772,-0.11753770249561855,0.15377266026922964,2000
main,state creation,Political + Economic,1,0.1388285746798462,3.0,6.0,6.0,0.27636181909045476,0.11388086730902422,-0.2199308658807436,0.23754465172081027,2000
main,state creation,Political + Economic,2,0.04315391929466119,3.0,6.0,6.0,0.7011494252873564,0.09143273347486867,-0.12866635610005903,0.22361041500213674,2000
main,state creation,Political + Economic,3,0.19178612606173331,2.0,3.0,5.0,0.33683158420789605,0.17890314804561394,-0.30857187416128845,0.39456135604198095,2000
main,state creation,Political + Ideational,-3,0.05438021642312071,2.0,5.0,6.0,0.2108945527236382,0.04555232315750066,-0.10822942996627323,0.0758214388887727,2000
main,state creation,Political + Ideational,-2,0.045421243555219454,3.0,6.0,4.0,0.255872063968016,0.0391145248968393,-0.07202500815928944,0.07562495528253399,2000
main,state creation,Political + Ideational,0,0.025595865327687855,3.0,6.0,6.0,0.49375312343828087,0.03533819557380644,-0.06494885431276959,0.06947088563921515,2000
main,state creation,Political + Ideational,1,0.022452632201858575,3.0,6.0,6.0,0.7096451774112944,0.058076276387034706,-0.11133635360263805,0.1111015893973429,2000
main,state creation,Political + Ideational,2,0.028589664832393353,3.0,6.0,6.0,0.49975012493753124,0.04060483392516109,-0.07809881909240278,0.07836838162902558,2000
main,state creation,Political + Ideational,3,0.05933186141394737,2.0,3.0,5.0,0.4672663668165917,0.08025481399283559,-0.15712293308058822,0.16137339141506657,2000
main,state creation,Political + Security,-3,0.2445315267185432,2.0,5.0,6.0,0.21639180409795103,0.18573815348320857,-0.323436979934637,0.37481196562440916,2000
main,state creation,Political + Security,-2,0.05363434595255264,3.0,6.0,4.0,0.6191904047976012,0.0978984364817861,-0.15412324655240703,0.21379410948008368,2000
main,state creation,Political + Security,0,-0.02416152695740501,3.0,6.0,6.0,0.8770614692653673,0.1496467420043434,-0.2928227712836514,0.2814150494735914,2000
main,state creation,Political + Security,1,0.020861665759993448,3.0,6.0,6.0,0.936031984007996,0.2203058697513201,-0.4385055057610149,0.404886109666647,2000
main,state creation,Political + Security,2,-0.08465767217553342,3.0,6.0,6.0,0.7101449275362319,0.219380957018578,-0.4658465365905386,0.3965178272652729,2000
main,state creation,Political + Security,3,-0.5228477292970485,2.0,3.0,5.0,0.09745127436281859,0.3107255156548631,-0.6851756514434467,0.5420338761753654,2000
