spec,shock_type,outcome,event_time,att,n_groups,n_treated_cells,min_controls,p_value_ri,null_sd,null_ci_low,null_ci_high,n_draws
main,revolutionary rupture,Economic + Security,-3,0.11892319836192099,2.0,4.0,3.0,0.775112443778111,0.3991996484092269,-0.8446219221334864,0.7768114419699702,2000
main,revolutionary rupture,Economic + Security,-2,-0.2830750687737524,2.0,4.0,4.0,0.3888055972013993,0.3042248010416438,-0.5942946862925798,0.5341774135871196,2000
main,revolutionary rupture,Economic + Security,0,-0.1778074708684458,2.0,4.0,6.0,0.7401299350324838,0.380332966733858,-0.6331573402749542,0.7050382991201688,2000
main,revolutionary rupture,Economic + Security,1,0.4441953938121108,2.0,4.0,6.0,0.5632183908045977,0.6297266802214676,-0.8745177607070945,1.3551620162994678,2000
main,revolutionary rupture,Economic + Security,2,-0.19727096992722842,2.0,4.0,6.0,0.7311344327836082,0.44955675584435173,-0.689409704145683,0.9678114267619822,2000
main,revolutionary rupture,Economic + Security,3,-0.03382946958725225,1.0,1.0,6.0,1.0,0.9217595504631512,-1.527622147742738,1.637439188868234,873
main,revolutionary rupture,Ideational + Economic,-3,-0.22656961638064893,2.0,4.0,3.0,0.044977511244377814,0.11499155051181452,-0.19325254728482819,0.2339607929432861,2000
main,revolutionary rupture,Ideational + Economic,-2,-0.1754506043839619,2.0,4.0,4.0,0.05347326336831584,0.08775873073883893,-0.20408666651003496,0.1495003746816401,2000
main,revolutionary rupture,Ideational + Economic,0,0.2976869140338777,2.0,4.0,6.0,0.013493253373313344,0.11871387873538358,-0.2663250163861559,0.19423569010109856,2000
main,revolutionary rupture,Ideational + Economic,1,0.0906339647099015,2.0,4.0,6.0,0.5402298850574713,0.15856645578230588,-0.3720183934205068,0.26449359293664493,2000
main,revolutionary rupture,Ideational + Economic,2,-0.17801062871940773,2.0,4.0,6.0,0.14492753623188406,0.11958666299126418,-0.28415446047252335,0.1750543600539521,2000
main,revolutionary rupture,Ideational + Economic,3,-0.8486302068571017,1.0,1.0,6.0,0.2825836216839677,0.5798066879511529,-1.0661263692120546,0.614654902240372,866
main,revolutionary rupture,Ideational + Security,-3,0.11064806506469009,2.0,4.0,3.0,0.544727636181909,0.1832195060833373,-0.4274496215015857,0.27408905851007187,2000
main,revolutionary rupture,Ideational + Security,-2,0.4220022727394568,2.0,4.0,4.0,0.11594202898550725,0.24876193597320392,-0.4849958176224517,0.4820013131934804,2000
main,revolutionary rupture,Ideational + Security,0,-0.4110023924708551,2.0,4.0,6.0,0.14642678660669664,0.2904430662101098,-0.6525436179774944,0.44888974015182437,2000
main,revolutionary rupture,Ideational + Security,1,-0.5848441535991308,2.0,4.0,6.0,0.17691154422788605,0.45028051492118687,-1.047873264518051,0.5989936621231771,2000
main,revolutionary rupture,Ideational + Security,2,-0.038554538072802264,2.0,4.0,6.0,0.9140429785107447,0.4002702518641659,-1.0680434161063874,0.5317161223374539,2000
main,revolutionary rupture,Ideational + Security,3,0.34629626308329675,1.0,1.0,6.0,0.8576429404900817,0.5679053372215453,-0.9860247109528472,0.4131542958458525,856
main,revolutionary rupture,Political + Economic,-3,-0.2160466472553805,2.0,4.0,3.0,0.05147426286856572,0.08771295240433373,-0.23795303510813043,0.1375848067677783,2000
main,revolutionary rupture,Political + Economic,-2,0.0037330076963388303,2.0,4.0,4.0,0.9540229885057471,0.06428874589224459,-0.17707101388732768,0.10156417663924787,2000
