spec,shock_type,outcome,event_time,att,n_groups,n_treated_cells,min_controls,p_value_ri,null_sd,null_ci_low,null_ci_high,n_draws
placebo_outcome,revolutionary rupture,share_ideational,-3,0.16857837193430644,2.0,4.0,3.0,0.0024987506246876563,0.06012614913098138,-0.12189390026792375,0.1049544484978407,2000
placebo_outcome,revolutionary rupture,share_ideational,-2,0.11508368626908831,2.0,4.0,4.0,0.0029985007496251873,0.04192956426567316,-0.0826047548500161,0.07768023983575298,2000
placebo_outcome,revolutionary rupture,share_ideational,0,-0.087588066696304,2.0,4.0,6.0,0.06346826586706647,0.047148001030388506,-0.08374353432836018,0.09906373909222978,2000
placebo_outcome,revolutionary rupture,share_ideational,1,-0.0912437681753043,2.0,4.0,6.0,0.1424287856071964,0.05993492946236531,-0.11846667313158613,0.11830398480905305,2000
placebo_outcome,revolutionary rupture,share_ideational,2,-0.015241969641710332,2.0,4.0,6.0,0.8020989505247377,0.058817242318972354,-0.11242903278985225,0.11377305641342456,2000
placebo_outcome,revolutionary rupture,share_ideational,3,0.2182922621654654,1.0,1.0,6.0,0.27941176470588236,0.15995268402169147,-0.28001300291422115,0.2182922621654654,883
placebo_outcome,revolutionary rupture,share_economic,-3,0.0030384682352198635,2.0,4.0,3.0,0.9440279860069966,0.028585224269497382,-0.040849356484503614,0.05927770190974636,2000
placebo_outcome,revolutionary rupture,share_economic,-2,0.002252861468927973,2.0,4.0,4.0,0.9250374812593704,0.022308410031047405,-0.03933042579995546,0.04549137421787212,2000
placebo_outcome,revolutionary rupture,share_economic,0,0.007380526472399692,2.0,4.0,6.0,0.6421789105447276,0.015441165712431868,-0.03101297805136179,0.027708012448197355,2000
placebo_outcome,revolutionary rupture,share_economic,1,0.03957785113873938,2.0,4.0,6.0,0.1584207896051974,0.027849239652012227,-0.053057113732611384,0.05329529931967217,2000
placebo_outcome,revolutionary rupture,share_economic,2,0.03057697719524566,2.0,4.0,6.0,0.3598200899550225,0.031134933327970356,-0.063888749298193,0.05137794730060065,2000
placebo_outcome,revolutionary rupture,share_economic,3,-0.0018594519167550241,1.0,1.0,6.0,0.8712984054669703,0.024196690182825237,-0.040943946758006534,0.043925750767051464,877
placebo_outcome,revolutionary rupture,share_security,-3,-0.02555091746248987,2.0,4.0,3.0,0.6006996501749126,0.0509455555265259,-0.06170987964542721,0.1208119700260534,2000
placebo_outcome,revolutionary rupture,share_security,-2,-0.001894997691514617,2.0,4.0,4.0,0.9800099950024987,0.03121264599986832,-0.042154976971525905,0.05754383144185066,2000
placebo_outcome,revolutionary rupture,share_security,0,0.014638512321478492,2.0,4.0,6.0,0.6561719140429785,0.03215320515313567,-0.06128287751269611,0.06477334541611673,2000
placebo_outcome,revolutionary rupture,share_security,1,0.023161511734192012,2.0,4.0,6.0,0.39580209895052476,0.02740527654520975,-0.055586564237912715,0.05074221702203403,2000
placebo_outcome,revolutionary rupture,share_security,2,-0.020858648757497975,2.0,4.0,6.0,0.18840579710144928,0.01608139138375204,-0.02774520975232869,0.036191690273746004,2000
placebo_outcome,revolutionary rupture,share_security,3,-0.047161002288041626,1.0,1.0,6.0,0.7282110091743119,0.0750203546762628,-0.10259059745903351,0.12913465777379984,871
placebo_outcome,state creation,log_n_classified,-3,-0.32334000906735627,2.0,5.0,6.0,0.06446776611694154,0.17882297379088494,-0.33550986079410416,0.3548858828171598,2000
placebo_outcome,state creation,log_n_classified,-2,-0.24410860799146064,3.0,6.0,4.0,0.019490254872563718,0.10514533944027653,-0.20750140241603363,0.21279324677479802,2000
placebo_outcome,state creation,log_n_classified,0,0.02970677102061392,3.0,6.0,6.0,0.7371314342828585,0.08852483154727996,-0.1717176522189296,0.17591858283575298,2000
placebo_outcome,state creation,log_n_classified,1,0.07478848716069031,3.0,6.0,6.0,0.6046976511744128,0.13741213130805716,-0.25087820289192525,0.28026586761912664,2000
placebo_outcome,state creation,log_n_classified,2,0.16474892102170466,3.0,6.0,6.0,0.3663168415792104,0.17441082195430882,-0.32362370398707624,0.35260790625524363,2000
placebo_outcome,state creation,log_n_classified,3,0.5160312246297282,2.0,3.0,5.0,0.047476261869065464,0.2632018184963938,-0.5237629143072003,0.49909565986408794,2000
placebo_outcome,state creation,crossing_rate,-3,0.006832353961609662,2.0,5.0,6.0,0.8025987006496752,0.027738211274859387,-0.054898772731913306,0.05302811329489094,2000
placebo_outcome,state creation,crossing_rate,-2,0.005265726859512877,3.0,6.0,4.0,0.8425787106446777,0.024064370502997392,-0.045714711282589256,0.04767111583787675,2000
placebo_outcome,state creation,crossing_rate,0,-0.005862358021528082,3.0,6.0,6.0,0.7381309345327336,0.01657213829196038,-0.03373885081186546,0.02987827122190732,2000
placebo_outcome,state creation,crossing_rate,1,-0.040213578865663555,3.0,6.0,6.0,0.09395302348825588,0.02405761668725743,-0.0477575916064424,0.04625008862615514,2000
placebo_outcome,state creation,crossing_rate,2,-0.06135773655929926,3.0,6.0,6.0,0.02148925537231384,0.027554454077564332,-0.05500709365856783,0.050126400237874395,2000
placebo_outcome,state creation,crossing_rate,3,-0.09055312848681356,2.0,3.0,5.0,0.06996501749125437,0.050482799100653855,-0.10171330255752223,0.09101363764285848,2000
placebo_outcome,state creation,share_political,-3,-0.017374321195274513,2.0,5.0,6.0,0.7916041979010495,0.05825582971657249,-0.11608105114660604,0.10198770244580957,2000
placebo_outcome,state creation,share_political,-2,-0.032254952811931074,3.0,6.0,4.0,0.3953023488255872,0.03809788085268095,-0.07905551142175732,0.07082632093358344,2000
placebo_outcome,state creation,share_political,0,-0.01568360578559554,3.0,6.0,6.0,0.5887056471764118,0.029385047631084606,-0.06144341815802379,0.05597995296440208,2000
placebo_outcome,state creation,share_political,1,-0.037042729447195756,3.0,6.0,6.0,0.4177911044477761,0.04547695058895949,-0.0921265976900991,0.08840884322758008,2000
placebo_outcome,state creation,share_political,2,-0.07372311457419431,3.0,6.0,6.0,0.2048975512243878,0.056886325352242355,-0.10747553748526861,0.10531077035013307,2000
placebo_outcome,state creation,share_political,3,-0.150908425380154,2.0,3.0,5.0,0.09845077461269365,0.0911842584698838,-0.17961804191454328,0.17069799973816194,2000
placebo_outcome,state creation,share_ideational,-3,0.03446491099231552,2.0,5.0,6.0,0.5897051474262869,0.06178670986105921,-0.12210437716165512,0.12305626036055838,2000
placebo_outcome,state creation,share_ideational,-2,0.04637415337778775,3.0,6.0,4.0,0.2463768115942029,0.03928148481780999,-0.07504172615905408,0.07498320134956972,2000
placebo_outcome,state creation,share_ideational,0,0.025895770321942,3.0,6.0,6.0,0.4292853573213393,0.030987922927996698,-0.05689955637220961,0.06104479484051811,2000
placebo_outcome,state creation,share_ideational,1,0.0532052138629105,3.0,6.0,6.0,0.25087456271864067,0.04678082396788882,-0.08915967803076803,0.09367755636781522,2000
placebo_outcome,state creation,share_ideational,2,0.06236484550909449,3.0,6.0,6.0,0.303848075962019,0.05994256441542068,-0.10957840006408538,0.1200676227563838,2000
placebo_outcome,state creation,share_ideational,3,0.08130774738017127,2.0,3.0,5.0,0.43428285857071464,0.10205503691180819,-0.18481495054805056,0.2083373153709334,2000
placebo_outcome,state creation,share_economic,-3,0.03243070843981775,2.0,5.0,6.0,0.1679160419790105,0.02381203545063378,-0.039677509112799755,0.05180760923407933,2000
placebo_outcome,state creation,share_economic,-2,0.03662059239321658,3.0,6.0,4.0,0.01899050474762619,0.015617847934084526,-0.028315882835530656,0.03233506037422935,2000
placebo_outcome,state creation,share_economic,0,-0.0185120938758339,3.0,6.0,6.0,0.08945527236381809,0.010961691354378942,-0.020468048242893163,0.021543798424858658,2000
placebo_outcome,state creation,share_economic,1,-0.04748372586800481,3.0,6.0,6.0,0.01249375312343828,0.020464061676678993,-0.039229363630018964,0.038217164321897555,2000
placebo_outcome,state creation,share_economic,2,-0.06420629636386471,3.0,6.0,6.0,0.01249375312343828,0.028008397958834957,-0.05369162737370348,0.05161445442291269,2000
placebo_outcome,state creation,share_economic,3,-0.045886530458972195,2.0,3.0,5.0,0.384807596201899,0.049792826628006076,-0.1043082430647047,0.08385763028037724,2000
placebo_outcome,state creation,share_security,-3,-0.04268894427524916,2.0,5.0,6.0,0.2773613193403298,0.039381420337917944,-0.061000497121231304,0.08990381324107413,2000
placebo_outcome,state creation,share_security,-2,-0.045474066099560374,3.0,6.0,4.0,0.12443778110944528,0.02988144857167973,-0.05175355873399766,0.06263782457797394,2000
placebo_outcome,state creation,share_security,0,0.0024375713179593784,3.0,6.0,6.0,0.9145427286356822,0.023040776565174805,-0.045697965577706445,0.0458682669957673,2000
placebo_outcome,state creation,share_security,1,-0.008892337413373494,3.0,6.0,6.0,0.7611194402798601,0.02806796197426891,-0.06187694420000383,0.045288426171280795,2000
placebo_outcome,state creation,share_security,2,0.014206828869665301,3.0,6.0,6.0,0.696151924037981,0.03584647705044212,-0.07913238877506353,0.06243093740594896,2000
placebo_outcome,state creation,share_security,3,0.024934079972141327,2.0,3.0,5.0,0.6776611694152923,0.06261553774687995,-0.14723807530653685,0.10168283904425397,2000
