period_type,period,sector_a,sector_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction
halfcentury,1400,Politics,Administration & Law,Politics + Administration & Law,3713,2204,31,19.695449636404962,0.6413215617005313,0.10665196167422288,1.0436166074471118,0.23416624528245658,0.010494752623688156,0.014065335753176044,-0.08252777585702008,0.1967461994931236,-0.46815032686354235,0.30309477514950217,0.6748776980040025,0.022124073098585842,0.7414149358353831,associated
halfcentury,1400,Politics,Military,Politics + Military,3713,2204,34,26.714032257123804,0.3422456277815767,-0.13830647998860623,0.7257218726132069,0.22176493458765906,0.12293853073463268,0.015426497277676952,-0.29369723112833385,0.18675069452234253,-0.6597285923921252,0.07233413013545748,0.115795229509325,0.191784107946027,0.16421868912231546,not distinguishable
halfcentury,1400,Politics,Religion,Politics + Religion,3713,2204,36,40.45973085790201,-0.1663097715785156,-0.6689837900222976,0.21961295738448963,0.22623323088100172,0.46476761619190404,0.016333938294010888,-1.3412147149732014,0.17700998732690496,-1.688154290133935,-0.9942751398124677,3.534822555127813e-14,0.5589205397301349,2.7571615929996947e-13,not distinguishable
halfcentury,1400,Politics,Nobility,Politics + Nobility,3713,2204,168,125.13189407302183,0.4235458247907148,0.2595181880093535,0.5782195002166921,0.08040471422216476,0.0004997501249375312,0.07622504537205081,-0.21997900984011798,0.10182420784825853,-0.4195544572227047,-0.02040356245753125,0.03074324339369701,0.0016241879060469764,0.051020701802305675,associated
halfcentury,1400,Politics,Kinship,Politics + Kinship,3713,2204,44,71.19096328911566,-0.6879859412913688,-1.098184403886135,-0.346403650856989,0.19388226282741244,0.001999000499750125,0.019963702359346643,-1.0174023345755832,0.16294553034157172,-1.3367755740450638,-0.6980290951061026,4.270151740919965e-10,0.005774890332611472,1.95924609289269e-09,dissociated
halfcentury,1400,Politics,Big business,Politics + Big business,3713,2204,12,4.048499781606691,1.4584654058983182,0.6345427114444533,2.033263689541632,0.3565400576349746,0.0009995002498750624,0.0054446460980036296,0.44669079096681663,0.31798440304897946,-0.17655863900918312,1.0699402209428164,0.16009357314561468,0.0031184407796101946,0.21164913059928722,associated
halfcentury,1400,Politics,Small business,Politics + Small business,3713,2204,13,15.242061819625311,-0.22166510320984212,-1.1282647034130744,0.3935097534103577,0.39512618352507245,0.5417291354322838,0.005898366606170599,-0.7543482427283519,0.28624225714319,-1.3153830667290043,-0.19331341872769947,0.008405081644833655,0.6306697397569871,0.016389909207425626,not distinguishable
halfcentury,1400,Politics,Academia,Politics + Academia,3713,2204,27,33.40847110000811,-0.30221411747588944,-0.8785076750862342,0.13012098354383766,0.2583495307715439,0.2368815592203898,0.012250453720508167,-1.0351736880143296,0.20260832556846284,-1.4322860061285168,-0.6380613699001425,3.2346464531205877e-07,0.3241537126173755,1.096967058014808e-06,not distinguishable
halfcentury,1400,Politics,Exploration & Invention,Politics + Exploration & Invention,3713,2204,9,4.816209294218098,0.8375296101487686,-0.29445324755328256,1.5150791166117716,0.47571601294277305,0.07446276861569215,0.004083484573502722,-0.07091443728042049,0.3499837413070331,-0.7568825702422053,0.6150536956813644,0.8394304224766783,0.12626295547878233,0.8615206967523804,not distinguishable
halfcentury,1400,Politics,Culture (core),Politics + Culture (core),3713,2204,20,42.42289392258509,-1.0661234381953826,-1.7731723963937664,-0.5446975288339949,0.3126465481074683,0.006496751624187906,0.009074410163339383,-2.025394569865016,0.22929675815600337,-2.4748162158507827,-1.5759729238792493,1.0184023569177857e-18,0.01583583208395802,1.1347911977083897e-17,dissociated
