period_type,period,sector_a,sector_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction
century,800,Politics,Administration & Law,Politics + Administration & Law,1128,773,0,1.0766645568334416,-1.6568757522845499,-2.1623313417309684,-1.0485698329170408,0.28106640512710845,0.0004997501249375312,0.0,-1.6274093500319036,1.4408420522405063,-4.451459772423296,1.1966410723594887,0.25869333334812405,0.00278432212465196,0.44840177780341506,dissociated
century,800,Politics,Military,Politics + Military,1128,773,31,10.0071042758634,1.5839867066456497,1.147632595262488,1.95312175769558,0.2048898464322004,0.0004997501249375312,0.040103492884864166,0.7244709021242942,0.2248063996090902,0.2838503588904774,1.1650914453581112,0.0012701348776729016,0.00278432212465196,0.005214237918867702,associated
century,800,Politics,Religion,Politics + Religion,1128,773,11,16.93953303019973,-0.6007275491266902,-1.5709250360533604,0.02738644231369154,0.4126017079469022,0.13493253373313344,0.014230271668822769,-1.745104784794036,0.31361758226005343,-2.3597952460237406,-1.1304143235643314,2.6300249461751234e-08,0.18146099364111049,2.2793549533517737e-07,not distinguishable
century,800,Politics,Nobility,Politics + Nobility,1128,773,67,50.71918328991265,0.3982032533863605,0.15689071065180726,0.6149737756273814,0.11586015650362286,0.0009995002498750624,0.08667529107373868,-0.37972262571620685,0.1703491242508187,-0.7136069092478114,-0.0458383421846022,0.02580827003231644,0.004872563718140929,0.08752369837046445,associated
century,800,Politics,Kinship,Politics + Kinship,1128,773,26,41.518397146040925,-0.6650287696468072,-1.2266296459454606,-0.27626551178736575,0.23981442514419402,0.011494252873563218,0.03363518758085381,-1.1277741893262243,0.22207554260651918,-1.5630422528350019,-0.6925061258174467,3.80755195799776e-07,0.033205619412515965,2.9698905272382528e-06,dissociated
century,800,Politics,Big business,Politics + Big business,1128,773,0,0.3297227407627692,-0.7307012327155514,-1.2505076238308388,-0.20336465653844146,0.2856572932764323,0.020989505247376312,0.0,-0.4468503242710187,1.4930745209286016,-3.373276385291078,2.47957573674904,0.764724889766859,0.051974012993503245,0.8861983373536889,not distinguishable
century,800,Politics,Small business,Politics + Small business,1128,773,0,1.327230278492069,-1.8696584624839416,-2.3692219268324335,-1.2422945912828405,0.2791248640510553,0.0004997501249375312,0.0,-1.7587319002376012,1.4379390079721701,-4.577092355863055,1.0596285553878524,0.22129489653679502,0.00278432212465196,0.4109762364254765,dissociated
century,800,Politics,Academia,Politics + Academia,1128,773,3,9.165317100888748,-1.4654621432682033,-4.2644726970444955,-0.4744495245073518,0.8821525873173511,0.063968015992004,0.0038809831824062097,-1.999825574826777,0.5483043882952282,-3.0745021758854243,-0.9251489737681298,0.00026501988471493935,0.11778893162114593,0.0014765393576975194,not distinguishable
century,800,Politics,Exploration & Invention,Politics + Exploration & Invention,1128,773,1,2.4224217484329684,-0.9622018945544706,-2.848726518291334,0.36371507766031425,1.0020198890581615,0.44427786106946526,0.00129366106080207,-1.6280931619661918,0.8350597227799085,-3.2648102186148122,0.008623894682428856,0.05121513967618917,0.5022271472959172,0.1426707462408127,not distinguishable
century,800,Politics,Culture (core),Politics + Culture (core),1128,773,7,11.337197997788339,-0.6583651179903692,-2.0093656171271714,0.11249307101115649,0.533031977386698,0.18440779610194902,0.009055627425614488,-1.3709880716676723,0.3840289224954506,-2.1236847597587554,-0.6182913835765891,0.00035696412979535614,0.23580013272052497,0.001740200132752361,not distinguishable
