period_type,period,domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,era,region
era_region,1000-1399 | Europe,Political,Ideational,Political + Ideational,6400,757,330,327.32820915034614,0.011710270101288582,-0.029810262489066458,0.053052155564195555,0.021214315273723153,0.5747126436781609,0.43593130779392336,-10.553322365522442,1.4156241108952012,-13.327945622877037,-7.778699108167848,8.994267686089595e-14,0.5747126436781609,1.3491401529134392e-13,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Political,Economic,Political + Economic,6400,757,85,109.04034799966561,-0.3574660436853725,-0.5534691420908578,-0.19010699678558632,0.09189711461346674,0.0004997501249375312,0.11228533685601057,-0.7320124981779272,0.12096713450886792,-0.9691080818153084,-0.4949169145405461,1.4365152521140518e-09,0.0009995002498750624,1.723818302536862e-09,dissociated,1000-1399,Europe
era_region,1000-1399 | Europe,Political,Security,Political + Security,6400,757,96,74.63144288355826,0.361112133194544,0.17936385611708155,0.5268093257072035,0.08646967497618502,0.0004997501249375312,0.12681638044914134,-1.0916195584847717,0.11226759678456669,-1.3116640481825224,-0.871575068787021,2.397100685908023e-22,0.0009995002498750624,4.794201371816046e-22,associated,1000-1399,Europe
era_region,1000-1399 | Europe,Ideational,Economic,Ideational + Economic,6400,757,150,128.63144284858197,0.2209231546705433,0.10767528393233111,0.3380366475879224,0.058198564787874114,0.0004997501249375312,0.19815059445178335,-2.7817928579732687,0.10195193235740445,-2.981618645393781,-2.581967070552756,6.3322853740562414e-164,0.0009995002498750624,1.8996856122168724e-163,associated,1000-1399,Europe
era_region,1000-1399 | Europe,Ideational,Security,Ideational + Security,6400,757,64,88.04034796379294,-0.45703588270621215,-0.7180491664034278,-0.24510800463789642,0.120858730955434,0.0009995002498750624,0.0845442536327609,-4.7897155495875445,0.13775525157018698,-5.059715842665111,-4.519715256509978,6.972368571461632e-265,0.0014992503748125937,4.183421142876979e-264,dissociated,1000-1399,Europe
era_region,1000-1399 | Europe,Economic,Security,Economic + Security,6400,757,32,29.32820915405507,0.1237623553563839,-0.3707307678114593,0.4874438433650064,0.21742162554738487,0.5552223888055972,0.04227212681638045,-0.9746726774376804,0.18458089392596186,-1.3364512295325657,-0.6128941253427951,1.2885747727514715e-07,0.5747126436781609,1.2885747727514715e-07,not distinguishable,1000-1399,Europe
era_region,1400-1599 | Europe,Political,Ideational,Political + Ideational,26572,4752,1803,1788.029988246875,0.012025114950383916,-0.005919440633611212,0.03170253772604522,0.009645251499119913,0.21689155422288856,0.37941919191919193,-11.874204481710466,1.4144839066075048,-14.646592938661176,-9.101816024759756,4.669829365777805e-17,0.21689155422288856,7.004744048666707e-17,not distinguishable,1400-1599,Europe
era_region,1400-1599 | Europe,Political,Economic,Political + Economic,26572,4752,596,815.3784324372994,-0.45183206576456536,-0.5142028829108836,-0.3894894939710257,0.032439544045700784,0.0004997501249375312,0.12542087542087543,-0.8291245706507878,0.047101657421719956,-0.921443819197359,-0.7368053221042167,2.341328571293187e-69,0.0007496251874062968,4.682657142586374e-69,dissociated,1400-1599,Europe
era_region,1400-1599 | Europe,Political,Security,Political + Security,26572,4752,527,322.59157947596475,0.7072279427416834,0.6251136667706569,0.7829962001368554,0.04037220858757503,0.0004997501249375312,0.1109006734006734,-0.38335906735601893,0.05155718627516326,-0.48441115245533894,-0.2823069822566989,1.0408746374083621e-13,0.0007496251874062968,1.2490495648900346e-13,associated,1400-1599,Europe
era_region,1400-1599 | Europe,Ideational,Economic,Ideational + Economic,26572,4752,1363,1158.5915793031206,0.23432014272077423,0.20185565086364746,0.2658299965981128,0.016644859771226102,0.0004997501249375312,0.2868265993265993,-3.0861260136745194,0.04346037614386099,-3.1713083509164868,-3.000943676432552,0.0,0.0007496251874062968,0.0,associated,1400-1599,Europe
era_region,1400-1599 | Europe,Ideational,Security,Ideational + Security,26572,4752,239,458.37843223022304,-0.938086344195301,-1.0951687519169533,-0.8029172849106968,0.07379407725793583,0.0004997501249375312,0.050294612794612795,-4.759765320634995,0.07287848920690182,-4.902607159480523,-4.616923481789467,0.0,0.0007496251874062968,0.0,dissociated,1400-1599,Europe
