period_type,period,sector_a,sector_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,era,region
era_region,1000-1399 | Europe,Politics,Administration & Law,Politics + Administration & Law,10656,6857,65,24.332085836815093,1.3992894570547167,1.061705779293131,1.685616229985954,0.15858054412155329,0.0004997501249375312,0.009479364153419862,0.1806294880289983,0.13580867896090712,-0.08555552273437966,0.4468144987923763,0.18350870066871705,0.00139216106232598,0.24678756296827464,associated,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Military,Politics + Military,10656,6857,70,39.027537991448554,0.8347651591245349,0.5106693855943072,1.124679046610664,0.1545419566794184,0.0004997501249375312,0.010208546011375236,-0.25695581527349853,0.1286875636145899,-0.5091834399580948,-0.004728190588902337,0.04585325751651037,0.00139216106232598,0.07299089972015936,associated,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Religion,Politics + Religion,10656,6857,65,74.21320491000095,-0.18986834271724107,-0.5604216801939513,0.1034168019440149,0.16840151825061528,0.25987006496751625,0.009479364153419862,-1.7851032378661824,0.12942765888431584,-2.0387814492794414,-1.5314250264529234,2.836291704616984e-43,0.3269333075397785,2.4581194773347194e-42,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Nobility,Politics + Nobility,10656,6857,436,386.6347787871645,0.17314573390228916,0.08893277988444437,0.25946295981818934,0.04380998994088538,0.0004997501249375312,0.06358465801370862,-0.6926254183110987,0.06476910063685305,-0.8195728555593307,-0.5656779810628667,1.0886240944461195e-26,0.00139216106232598,5.660845291119821e-26,associated,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Kinship,Politics + Kinship,10656,6857,105,221.78606139767572,-1.0751744870711462,-1.356995595422086,-0.8513095531298616,0.1270853383680233,0.0004997501249375312,0.015312819017062855,-1.6497733113264708,0.10454694064525531,-1.8546853149911713,-1.4448613076617702,4.257283113351589e-56,0.00139216106232598,4.7438297548774846e-55,dissociated,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Big business,Politics + Big business,10656,6857,25,5.132124691283603,2.1787460673881274,1.5861523804547413,2.596174847113158,0.2505051481499274,0.0004997501249375312,0.00364590928977687,0.8311099585866945,0.22495278995878643,0.39020249026747306,1.272017426905916,0.0002202355940305204,0.00139216106232598,0.0005205568586175937,associated,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Small business,Politics + Small business,10656,6857,31,15.42183981306753,0.9843447756563997,0.42642864268844527,1.4087474655807268,0.2464522419957934,0.0014992503748125937,0.004520927519323319,-0.060557908238449705,0.1904444373045831,-0.43382900535543256,0.31271318887853317,0.7504985701415808,0.003898050974512743,0.7805185129472441,associated,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Academia,Politics + Academia,10656,6857,19,35.78916486939088,-0.8960647321630616,-1.6248018114728884,-0.35197717859151817,0.33063501739404233,0.010494752623688156,0.0027708910602304215,-1.7187686683496621,0.23123540187979144,-2.1719900560340535,-1.2655472806652708,1.0617604748355158e-13,0.019490254872563718,3.7644235016895563e-13,dissociated,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Exploration & Invention,Politics + Exploration & Invention,10656,6857,10,5.934598246423385,0.7064673483011749,-0.41176337695000353,1.381737621240783,0.45935900983453953,0.11394302848575712,0.001458363715910748,-0.3029127644814441,0.32323628366252843,-0.9364558804599998,0.3306303514971116,0.34869432330228467,0.16159193130707372,0.4177360866325596,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Culture (core),Politics + Culture (core),10656,6857,36,47.78874715332715,-0.40379056942619485,-0.9041499833918494,-0.02152730212617503,0.22749162346602508,0.07446276861569215,0.005250109377278694,-1.588910744994101,0.17083304257251108,-1.9237435084362227,-1.2540779815519791,1.3918746953072515e-20,0.11616191904047975,6.386248601997978e-20,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Culture (periphery),Politics + Culture (periphery),10656,6857,4,8.754591839601595,-1.0402443620768016,-2.7410234696015134,-0.06622961192069071,0.7562001031485274,0.10344827586206896,0.0005833454863642993,-1.5910765711450117,0.4781141361956151,-2.528180278088417,-0.653972864201606,0.0008752919796753533,0.14942528735632182,0.0019506506975622156,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Politics,Sport & Games,Politics + Sport & Games,10656,6857,1,2.185264478161251,-0.8401016889944093,-2.6489648869246203,0.5261856424200428,1.0275905547664554,0.5012493753123438,0.00014583637159107482,-1.3514000137164317,0.8293815075234791,-2.9769877684624504,0.2741877410295872,0.10322689309456225,0.5749625187406296,0.14639450293410644,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Military,Administration & Law + Military,10656,6857,26,21.011292180351127,0.3008981698199489,-0.2707411127464732,0.7417412390284237,0.26453164486261427,0.25337331334332835,0.0037917456613679452,-0.5224645592281606,0.20255072129097434,-0.9194639729584704,-0.12546514549785087,0.009896471263035004,0.3239855482095018,0.018827433134554396,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Religion,Administration & Law + Religion,10656,6857,115,39.95423263301839,1.5135302901230048,1.2705209770857668,1.7174340026275225,0.11295441374538896,0.0004997501249375312,0.016771182732973604,-0.2068541120852598,0.10744636716844655,-0.41744899173541505,0.003740767564895414,0.054206243930692614,0.00139216106232598,0.08290366718811812,associated,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Nobility,Administration & Law + Nobility,10656,6857,119,208.15292796492943,-0.8040945474508571,-1.0413214297075843,-0.6124251038996524,0.10721807578127317,0.0004997501249375312,0.017354528219337903,-1.5076890613774236,0.10561057294482039,-1.7146857843492715,-1.3006923384055757,3.09139665847325e-46,0.00139216106232598,3.0141117420114184e-45,dissociated,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Kinship,Administration & Law + Kinship,10656,6857,40,119.40316959212053,-1.5658759832101592,-2.0611065643141475,-1.1852914869371152,0.22419378238451018,0.0004997501249375312,0.005833454863642992,-1.8434999056186745,0.1647369539608169,-2.1663843353818755,-1.5206154758554735,4.5352462365076094e-29,0.00139216106232598,2.5267800460542396e-28,dissociated,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Big business,Administration & Law + Big business,10656,6857,4,2.7629867766237686,0.46373186057642385,-1.257932316755217,1.4015693823129902,0.7770083019176292,0.47226386806596704,0.0005833454863642993,-0.3332023065457319,0.48239377370819,-1.2786941030137844,0.6122894899223205,0.48973724556170406,0.5497997270021706,0.5380211993494777,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Small business,Administration & Law + Small business,10656,6857,12,8.302670343743777,0.5059149492885291,-0.48665924615197514,1.1365240514825978,0.4135279863854734,0.19740129935032483,0.0017500364590928978,-0.2709581981512911,0.29201807837562743,-0.8433136317675208,0.3013972354649387,0.3534689963813966,0.26361395573399743,0.4177360866325596,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Academia,Administration & Law + Academia,10656,6857,48,19.267846209676303,1.2948290553873059,0.917156698782787,1.640113656376238,0.18804747185909446,0.0004997501249375312,0.007000145836371591,0.09540739787678018,0.15480090899541654,-0.20800238375423621,0.3988171795077966,0.5376812030874494,0.00139216106232598,0.5824879700114035,associated,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Exploration & Invention,Administration & Law + Exploration & Invention,10656,6857,3,3.195015216074434,-0.07822538334492582,-2.8026909543229706,1.0042021236692442,0.8448489295892959,0.8975512243878061,0.00043750911477322444,-0.6769769052875227,0.5435659073231656,-1.7423660836409272,0.38841227306588166,0.21297128660819697,0.920039980009995,0.27659015499244405,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Culture (core),Administration & Law + Culture (core),10656,6857,39,25.72807256228902,0.5907408619658518,0.09825384745125426,0.9674419886249129,0.22058487633076165,0.01199400299850075,0.005687618492051918,-0.6717335269376729,0.16783852859588053,-1.0006970429855988,-0.342770010889747,6.274014348591538e-05,0.021262096224614963,0.00015292909974691873,associated,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Culture (periphery),Administration & Law + Culture (periphery),10656,6857,4,4.713217807946061,-0.21224913546826607,-1.9325186109253283,0.7078566676848739,0.7660961450280079,0.7351324337831084,0.0005833454863642993,-0.802118085083942,0.479119754857203,-1.7411928046040597,0.13695663443617578,0.09410122678638681,0.7854839703435953,0.138488597912041,not distinguishable,1000-1399,Europe
era_region,1000-1399 | Europe,Administration & Law,Sport & Games,Administration & Law + Sport & Games,10656,6857,3,1.1764828837537538,1.0619171682128936,-1.633663255005417,2.1008478147286427,0.8355177100879206,0.1889055472263868,0.00043750911477322444,0.3262972994854477,0.555638030557043,-0.7627532404063565,1.4153478393772518,0.5570371867054843,0.2631184407796102,0.5951904186716134,not distinguishable,1000-1399,Europe
