period_type,period,domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction
halfcentury,1400,Political,Ideational,Political + Ideational,2785,450,201,205.60041875569428,-0.032567597400732666,-0.07307121638970404,0.005206310509387908,0.0193196182453796,0.09295352323838081,0.44666666666666666,-9.322064394037248,1.416788676872339,-12.098970200707033,-6.545158587367464,4.71353817540064e-11,0.11154422788605697,9.42707635080128e-11,not distinguishable
halfcentury,1400,Political,Economic,Political + Economic,2785,450,47,61.27742148650955,-0.37915214246436174,-0.6375324544722153,-0.1716431301383312,0.11650064515545759,0.0029985007496251873,0.10444444444444445,-0.890142687204704,0.1627623766191305,-1.2091569453781998,-0.5711284290312082,4.526562733578841e-08,0.005997001499250375,5.4318752802946085e-08,dissociated
halfcentury,1400,Political,Security,Political + Security,2785,450,44,25.122159779093806,0.796413245596223,0.5272190247223721,1.04956743455705,0.13359916122693913,0.0004997501249375312,0.09777777777777778,-0.951662091514602,0.16711595891831668,-1.2792093709945027,-0.6241148120347013,1.2364608791391906e-08,0.0014992503748125937,1.854691318708786e-08,associated
halfcentury,1400,Ideational,Economic,Ideational + Economic,2785,450,122,103.12215975597677,0.24144919068774773,0.13998522238866015,0.3487350486722914,0.05424851758944533,0.0004997501249375312,0.27111111111111114,-2.5824164239103644,0.12927288041835613,-2.8357912695303424,-2.3290415782903864,8.823915310382426e-89,0.0014992503748125937,2.647174593114728e-88,associated
halfcentury,1400,Ideational,Security,Ideational + Security,2785,450,28,42.277421459798646,-0.5858876029806598,-1.0244815291762936,-0.27059519057982123,0.19348695450646794,0.005997001499250375,0.06222222222222222,-4.79647129713783,0.2093258875749014,-5.206750036784637,-4.386192557491023,3.377583551242033e-116,0.008995502248875561,2.02655013074522e-115,dissociated
halfcentury,1400,Economic,Security,Economic + Security,2785,450,8,12.600418762926937,-0.6240781827693616,-1.770014244203667,0.0900349693058075,0.47095098767702703,0.15592203898050974,0.017777777777777778,-1.7855530392585919,0.3524430685556109,-2.4763414536275894,-1.0947646248895944,4.0579946013468776e-07,0.15592203898050974,4.0579946013468776e-07,not distinguishable
halfcentury,1450,Political,Ideational,Political + Ideational,5440,994,390,378.53825109171913,0.04297910135419744,0.004300366343613841,0.08329896395908877,0.020756560685943025,0.031984007996002,0.39235412474849096,-10.061488046624557,1.4155336996900498,-12.835934098017056,-7.28704199523206,1.1781219003453858e-12,0.031984007996002,1.7671828505180786e-12,associated
halfcentury,1450,Political,Economic,Political + Economic,5440,994,127,165.2692872216792,-0.37867949028393316,-0.5244407643832982,-0.2607009437366825,0.06698168990752638,0.0004997501249375312,0.12776659959758552,-0.7274709605716707,0.10201173720013684,-0.927413965483939,-0.5275279556594025,9.946317843890462e-13,0.0007496251874062968,1.7671828505180786e-12,dissociated
halfcentury,1450,Political,Security,Political + Security,5440,994,81,54.19246171938905,0.5754580597720006,0.35562055976883317,0.7746692292898393,0.10736302342359583,0.0004997501249375312,0.08148893360160966,-0.716676434712905,0.12485204644710515,-0.961386445749231,-0.47196642367657893,9.456159296403233e-09,0.0007496251874062968,1.134739115568388e-08,associated
halfcentury,1450,Ideational,Economic,Ideational + Economic,5440,994,296,269.1924616835027,0.13671690816557552,0.07702661332924696,0.20004492207044347,0.03134424346183484,0.0004997501249375312,0.2977867203219316,-3.403120626249775,0.0985486834110605,-3.5962760457354537,-3.2099652067640965,2.6209441583227633e-261,0.0007496251874062968,1.5725664949936579e-260,associated
