layer,pair,n_points,break_date,shift,shift_se,shift_ci_low,shift_ci_high,centre,level_at_centre,slope_per_century,level_no_break,slope_no_break_per_century,rmse_no_break,sup_wald,p_value,overdispersion,q_value,has_break
sector centuries,Academia + Culture (core),12,1600.0,1.0756128573464925,0.24609615002599963,0.5932644032955332,1.5579613113974518,1350.0,1.6229037859137234,-0.4371965209450947,1.836355750714343,-0.2744230934850759,0.5509420510395254,19.10303321058932,0.014492753623188406,12.812604202064486,0.05568644249303919,False
sector centuries,Academia + Culture (periphery),12,1600.0,1.374646240352972,0.21008571418250052,0.9628782405552709,1.786414240150673,1350.0,0.3223006975660853,-0.4863878633248945,0.8185933894604076,-0.3201901126632033,0.7121189864388816,42.81430064843356,0.0009995002498750624,4.377597235316571,0.016705932747911757,True
sector centuries,Academia + Exploration & Invention,12,1300.0,-1.463363026786507,0.8055502923604827,-3.042241599813053,0.11551554624003901,1350.0,1.339482266770933,0.23558295209970193,-0.002810238285320701,0.21207588231339464,0.9326031340473984,3.300037209313441,0.44577711144427784,2.5787989192720686,0.5039219520674445,False
sector centuries,Academia + Sport & Games,12,1100.0,4.11695514478412,0.871212610763119,2.4093784276884067,5.824531861879833,1350.0,-2.5765970154350955,-0.4921344711439912,-0.45198182093609557,-0.11682456966010406,0.9767147495681178,22.330783662082755,0.00399800099950025,4.55091741283272,0.028349461632819952,True
sector centuries,Administration & Law + Academia,12,1600.0,-1.4088175662659685,0.5238051957373769,-2.4354757499112276,-0.3821593826207097,1350.0,0.49144675792603315,0.1136920076238939,0.5152993681825399,-0.15957352572721425,0.6190465744389987,7.233856883324344,0.1489255372313843,9.426473355870632,0.2191734321518486,False
sector centuries,Administration & Law + Big business,12,1000.0,-1.1145159535374087,0.8255142644354011,-2.732523911830795,0.5034920047559774,1350.0,0.199480028004701,0.06388029287450031,-0.3793300692056892,-0.04216999587917224,0.44809831745577167,1.8227345046224002,0.6611694152923538,5.506215744908466,0.706454991682241,False
sector centuries,Administration & Law + Culture (core),12,1600.0,0.4559302807688751,0.21695877287098325,0.03069108594174791,0.8811694755960022,1350.0,-0.02088367275490952,-0.39709555337215585,0.028221286800319677,-0.3179123169502029,0.8167412918453935,4.416136028725232,0.3553223388305847,2.6270280750520247,0.4199264004361456,False
sector centuries,Administration & Law + Culture (periphery),12,1600.0,2.563541297933975,0.9008912970002494,0.7977943558134863,4.329288240054463,1350.0,-2.3592743111109944,-0.4216119201003576,-1.0745781706855635,-0.17050672822870064,0.7974098347427472,8.097218402528883,0.0769615192403798,4.725841795388558,0.1539230384807596,False
sector centuries,Administration & Law + Exploration & Invention,12,1100.0,1.433518573714451,0.4136295444211327,0.6228046666490308,2.2442324807798713,1350.0,-2.0305321699493493,-0.3058850242526367,-1.3251142598113261,-0.15121211104108995,0.7629910940077824,12.011121092058932,0.04847576211894053,1.7266345671281826,0.1112091013316871,False
sector centuries,Administration & Law + Kinship,12,1600.0,-0.8358352949693005,0.3234929556270618,-1.4698814879983417,-0.20178910194025934,1350.0,-1.401034295831487,0.0869982822973086,-1.5045604933565173,-0.05286965410034826,0.7083516633339813,6.675929728525535,0.17041479260369816,2.703883344181043,0.24615470042756402,False
sector centuries,Administration & Law + Military,12,1600.0,-2.0235406766257507,0.42993339802581404,-2.8662101367563464,-1.1808712164951551,1350.0,-1.0734823865830996,0.6235153547862541,-1.0975377364520795,0.23009301264917437,1.4534521078682898,22.15243705943826,0.009495252373813094,7.416823563212395,0.04937531234382809,True
sector centuries,Administration & Law + Nobility,12,1600.0,-0.6117553405061501,0.1376792115406821,-0.881606595125887,-0.3419040858864132,1350.0,-0.44325415372701843,0.09382735666201487,-0.43031435516398514,-0.025691619746937684,0.4539662602125996,19.743256975093722,0.014992503748125937,2.3558983880922866,0.05568644249303919,False
sector centuries,Administration & Law + Religion,12,1400.0,-1.7948902428291298,0.6157047261054416,-3.0016715059957955,-0.5881089796624643,1350.0,1.093912780507131,-0.09739405958846825,0.4305312546772997,-0.33715634565863123,0.6994875018348334,8.498275752256426,0.11344327836081959,6.085494572845888,0.19656129382117452,False
sector centuries,Administration & Law + Small business,12,1600.0,-0.7194735019897914,0.31561695850119664,-1.338082740652137,-0.10086426332744602,1350.0,-0.7182617815763196,-0.0496604446554202,-1.0444900688008552,-0.12415430444021015,0.6661675442039356,5.196476247578393,0.23088455772113944,2.4090424099276038,0.304047976011994,False
sector centuries,Administration & Law + Sport & Games,12,1100.0,0.7372169747252162,0.3632800992229222,0.02518798024828872,1.4492459692021438,1350.0,-0.6873907527359406,-0.11517739374404766,-0.32859666847403174,-0.04410540549043927,0.5999530386856434,4.11820003465307,0.23788105947026486,1.5770722998237234,0.304175780961978,False
sector centuries,Big business + Academia,12,1200.0,-4.075855219440134,1.0501877868691154,-6.1342232817036,-2.017487157176668,1350.0,1.2370908591954097,0.4226090766428504,-1.0075013332236071,0.07515510768488719,0.696014699117244,15.062725819692114,0.014992503748125937,5.463781909859325,0.05568644249303919,False
sector centuries,Big business + Culture (core),12,1000.0,0.7287643264383279,0.261544715121263,0.2161366848006524,1.2413919680760035,1350.0,-1.234005074647785,-0.09919300625354348,-0.7790600019298376,-0.04701890177554888,0.39892410647248794,7.763942548537663,0.0879560219890055,1.3097128129604387,0.1658937972874028,False
sector centuries,Big business + Culture (periphery),12,1300.0,-1.1501112279575736,0.47705229645888675,-2.0851337290169916,-0.2150887268981556,1350.0,0.1348028680742699,0.04535453486854292,-0.4148859504814767,-0.06691953834135729,0.8623412221494453,5.812295753799924,0.12443778110944528,2.1985323397540846,0.20126671358198453,False
sector centuries,Big business + Exploration & Invention,12,1100.0,2.0662796614327816,0.28404304628325966,1.5095552907175929,2.6230040321479704,1350.0,-0.4444394429047665,-0.06509743741232693,0.48184352796172575,0.1623179885771695,1.1348717128962509,52.91878671853464,0.0009995002498750624,3.429565726913921,0.016705932747911757,True
sector centuries,Big business + Small business,12,1100.0,5.488302853938194,0.40040819909028613,4.703502783721233,6.273102924155155,1350.0,-2.549987485808494,-0.4499246426205794,0.5810033556880633,0.046489929314849,1.0602832632397101,187.87552759964044,0.0004997501249375312,9.419627694685838,0.016705932747911757,True
sector centuries,Big business + Sport & Games,12,1600.0,2.1875986253302364,0.3583212259100176,1.485289022546602,2.889908228113871,1350.0,-0.4240462859522701,-0.08054005313474304,0.5614157554833162,0.13089425632835427,1.0030770933078763,37.27264500937155,0.0014992503748125937,10.347188808260912,0.016705932747911757,True
sector centuries,Culture (core) + Culture (periphery),12,1600.0,0.6927297106762541,0.14100450498339015,0.4163608809088094,0.9690985404436988,1350.0,2.6069751008350868,-0.37966808843513705,2.727811609709948,-0.27326871019366816,1.2188487080573984,24.13579746081048,0.005997001499250375,7.827601805872268,0.035982008995502246,True
sector centuries,Culture (core) + Sport & Games,12,1200.0,3.5144573555771115,0.5949083902880724,2.34843691061249,4.680477800541733,1350.0,-2.183128737457577,-0.3329362274037758,-0.23634061589356073,-0.042802383064947,1.046701315201443,34.899272014314896,0.0014992503748125937,4.935976168238522,0.016705932747911757,True
sector centuries,Culture (periphery) + Sport & Games,12,1100.0,-0.39775126390066246,0.13514098575070504,-0.6626275959720443,-0.13287493182928056,1350.0,-0.17092660113075417,-0.016352987799918655,-0.3622009743090714,-0.05456461210629297,0.3306528464607833,8.662614175804409,0.0734632683658171,1.7065216740550675,0.1539230384807596,False
sector centuries,Exploration & Invention + Culture (core),12,1400.0,-0.4629887164488554,0.25340268853990394,-0.9596579859870671,0.0336805530893563,1350.0,0.3676737241403279,-0.20684652575016163,0.07326776775288751,-0.23965214424801762,0.6752810509649956,3.3382463064371866,0.48125937031484256,1.2366614334953998,0.5362604412079675,False
sector centuries,Exploration & Invention + Culture (periphery),12,1100.0,4.405463079549748,1.0482230815939142,2.3509458396256764,6.45998031947382,1350.0,-2.471538667670722,-0.5600817953981388,-0.2995197759695785,-0.1074659155607611,1.1890339766306763,17.663456569874413,0.012993503248375811,7.669145875652143,0.05568644249303919,False
sector centuries,Exploration & Invention + Sport & Games,12,1300.0,1.2557882719103848,0.3643626718410187,0.5416374351019881,1.9699391087187814,1350.0,-0.23660971713836354,-0.006488168482211714,0.2658193314899208,0.13074465196192528,0.4448375678412895,11.878595384979672,0.027486256871564217,3.0540608392235296,0.08245877061469264,False
sector centuries,Kinship + Academia,12,1600.0,2.82683497220023,1.0529112860152336,0.763128851610372,4.890541092790087,1350.0,-1.3990699365656274,-0.3676862718332414,-0.7410383133371113,0.07241651775387659,2.002905180706379,7.208042678086476,0.13493253373313344,10.782194007505122,0.21049475262368816,False
sector centuries,Kinship + Big business,12,1300.0,2.5582127503272303,0.8633474323191601,0.8660517829816765,4.250373717672784,1350.0,-2.0484889364406493,-0.0919954920166971,-0.2413753510253428,0.06384213246019693,0.8891596943952254,8.780153627930224,0.09095452273863068,3.38918537108361,0.1658937972874028,False
sector centuries,Kinship + Culture (core),12,1600.0,0.7126797245043849,0.20843391737602882,0.3041492464473684,1.1212102025614015,1350.0,-0.7367909285637272,0.06983887997080998,-0.6308378705481998,0.18421161548294535,0.45817194055113414,11.69100981528448,0.04547726136931534,4.1979451161390875,0.11085082458770615,False
sector centuries,Kinship + Culture (periphery),12,1400.0,5.285131164588104,1.3166723931619913,2.704453273990601,7.865809055185607,1350.0,-4.7832976752323795,-0.3357264912095234,-2.18017412834676,0.2076629994491602,1.1852009815376887,16.112245865505127,0.014492753623188406,8.225929538087557,0.05568644249303919,False
sector centuries,Kinship + Exploration & Invention,12,1300.0,4.886503183588772,1.4723719754059201,2.0006541117931684,7.772352255384376,1350.0,-4.064636315985606,-0.3440865096310426,-1.8527075609084984,0.23955499710522965,1.7389636345399964,11.01441122234382,0.0559720139930035,7.230481531972566,0.12127269698484093,False
sector centuries,Kinship + Small business,12,1100.0,4.721206374501997,0.8896934033064108,2.977407304021432,6.4650054449825625,1350.0,-5.137411160110595,-0.2180651813766553,-2.1236919339741145,0.17558393071100237,1.4855190993806766,28.15951877151943,0.00399800099950025,6.909059177691898,0.028349461632819952,True
sector centuries,Kinship + Sport & Games,12,1200.0,-4.852622084813688,1.1921035161764801,-7.189144976519589,-2.5160991931077867,1350.0,2.4351155462771668,0.7874541562702005,-0.7424472149980839,0.4781855941880805,1.446984884456504,16.570095174399604,0.017991004497751123,3.796199983555647,0.0637862886738449,False
sector centuries,Military + Academia,12,1600.0,0.7033907269581734,0.4257019477713514,-0.13098509067367536,1.5377665445900222,1350.0,-2.7922432798088406,0.33141124249987247,-2.46971196095322,0.4057723815254981,1.1257722280872031,2.730121672835191,0.5322338830584707,3.3630569246243827,0.5841662502082293,False
sector centuries,Military + Big business,12,1200.0,-3.7193631824918616,1.2963896240403558,-6.260286845610959,-1.1784395193727644,1350.0,1.2689462426440952,0.44789377101980066,-0.7597955394586287,0.1139635630710352,1.0019401603073708,8.23125550328543,0.07596201899050475,5.166591729605666,0.1539230384807596,False
sector centuries,Military + Culture (core),12,1600.0,1.3502751862216031,0.5383779989515023,0.2950543082766586,2.405496064166548,1350.0,-1.122835639387956,-0.26049799253236317,-0.7688624552772244,-0.06417096836901194,0.6219846390688569,6.290279825852355,0.17841079460269865,6.096039561938245,0.24850074962518742,False
sector centuries,Military + Culture (periphery),12,1100.0,-1.498768316998707,0.7207301130311183,-2.911399338539699,-0.08613729545771509,1350.0,-0.7900870680700977,0.045061439237047134,-1.944531052925238,-0.025381029742089146,1.0315307821569641,4.324378226496906,0.3053473263368316,2.5256628430953967,0.3721420539730135,False
sector centuries,Military + Exploration & Invention,12,1200.0,1.9246211651284966,1.73446198327526,-1.4749243220910129,5.324166652348006,1350.0,0.11872310922194516,-0.23041760228713765,1.8394035822911956,-0.18413109160877064,1.0565895563765684,1.2312916786916366,0.8585707146426786,4.793627007767716,0.8811646808174859,False
sector centuries,Military + Kinship,12,1400.0,1.3025006537328554,0.5171056561137649,0.28897356774987615,2.3160277397158344,1350.0,-0.5158318288345338,-0.21914237484967772,0.16608952552989806,-0.07097437304101308,0.6097796745734536,6.344498859523064,0.1874062968515742,4.75870707907705,0.2564507220074173,False
sector centuries,Military + Nobility,12,1300.0,0.49383685555085055,0.36629790527194883,-0.2241070387821692,1.2117807498838702,1350.0,0.5681483642565034,0.1046639620817767,0.8414501301512375,0.16626140940363152,0.39796425206126895,1.8175992176830464,0.8040979510244878,6.420483461945363,0.8362618690654673,False
sector centuries,Military + Religion,12,1300.0,-3.215530384959114,0.9211189371483672,-5.020923501769914,-1.4101372681483144,1350.0,0.047165869510998853,0.502475028713818,-2.0081535773564068,0.25692416670927243,1.2198381865662842,12.186354668641581,0.047476261869065464,4.62547226922492,0.1112091013316871,False
sector centuries,Military + Small business,12,1300.0,-3.480090893302406,0.9302354999879249,-5.303352473278739,-1.6568293133260732,1350.0,0.31764120781018906,0.5685305015733032,-1.7352685191004997,0.2801456819903829,1.7751548425018995,13.995723555284437,0.025487256371814093,5.021291771826063,0.08245877061469264,False
sector centuries,Military + Sport & Games,12,1400.0,2.6723591741035237,0.9996942875044482,0.7129583705948053,4.6317599776122425,1350.0,-0.7769033865734029,-0.1070230124404476,0.6829357862883487,0.1247219905304914,0.5640424772695788,7.145872052317151,0.09145427286356822,4.224271320310054,0.1658937972874028,False
sector centuries,Nobility + Academia,12,1000.0,-2.094194871015279,0.5428401640107299,-3.1581615924763096,-1.0302281495542485,1350.0,-0.9265194845645577,0.3964155621998443,-2.774317379100364,0.34215386444288776,0.8210035667849328,14.882991617039353,0.03398300849575212,2.109748842526133,0.09817313565439502,False
sector centuries,Nobility + Big business,12,1100.0,-2.541764983190779,0.7711936457276032,-4.053304528816882,-1.0302254375646769,1350.0,1.208219697834441,0.20796489488853165,-0.6021575321880542,0.05012816889030506,0.7096011104437315,10.862852925608946,0.054972513743128434,2.984094897527677,0.12127269698484093,False
sector centuries,Nobility + Culture (core),12,1100.0,-1.902040837382055,0.40525490706121775,-2.6963404552220416,-1.1077412195420682,1350.0,0.08092044765946477,0.26393955843222766,-1.1858246035500377,0.12817110037145862,0.6724494991118029,22.028407903495967,0.0069965017491254375,5.294007696650288,0.03898050974512744,True
sector centuries,Nobility + Culture (periphery),12,1500.0,1.9090870502578905,0.7778910992162528,0.38442049579403514,3.433753604721746,1350.0,-3.622791212263017,0.04029821853939087,-2.79832923653428,0.25921943912453077,0.9702258708928448,6.023013810759412,0.19590204897551225,3.20637506916398,0.26345447965672336,False
sector centuries,Nobility + Exploration & Invention,12,1100.0,-0.6885416871674954,0.36370021795910185,-1.401394114367335,0.024310740032344236,1350.0,-0.5362215226822458,-0.1474260579878643,-0.9497345020586456,-0.22096968727231792,0.6372545619086534,3.584044193246473,0.43428285857071464,1.193152312474867,0.4981479848311139,False
sector centuries,Nobility + Kinship,12,1000.0,-0.47331323424831107,0.19258937444097204,-0.8507884081526162,-0.09583806034400588,1350.0,1.5134028043708974,0.24276597832259267,1.125860337035094,0.20516670880359492,0.24621411309070962,6.039940366219707,0.23388305847076463,7.2289177690254,0.304047976011994,False
sector centuries,Nobility + Small business,12,1200.0,-0.7952926213316869,0.2727188502949637,-1.3298215679098155,-0.2607636747535581,1350.0,-0.154557199747789,-0.10877936375764924,-0.5962580953520642,-0.20154329626545178,0.6244432225127922,8.504006657517172,0.11594202898550725,1.874977204080694,0.19656129382117452,False
sector centuries,Nobility + Sport & Games,12,1400.0,-3.8416434323615216,1.3680258000965237,-6.5229740005507075,-1.1603128641723353,1350.0,0.9997234331708362,0.7739823288875157,-0.3398322032414609,0.3115794790515596,0.8697876461046962,7.885795845948811,0.1409295352323838,4.480538550742903,0.21553928917893994,False
sector centuries,Politics + Academia,12,1500.0,-2.4648389390869734,0.5603703261630238,-3.5631647783665,-1.3665130998074466,1350.0,-1.380681026425597,0.7439342596464975,-2.954792758363317,0.5745716783082041,2.971377867000783,19.347588118757585,0.013993003498250875,10.326951328398069,0.05568644249303919,False
sector centuries,Politics + Administration & Law,12,1600.0,-0.8714092301893954,0.2903839353513803,-1.4405617434781008,-0.30225671690069,1350.0,0.43360260660669975,0.4306052382453634,-0.038511627908472595,0.35102577657612,1.292021653070556,9.005319760595809,0.09395302348825588,12.045714735716535,0.16655308709281724,False
