group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,era
Politics,Administration & Law,Politics + Administration & Law,871,485,53,54.82093515562079,-0.04828665277240654,-0.30899181769331224,0.16356434359282335,0.12245745937782192,0.7026486756621689,0.10927835051546392,0.042250523976322035,0.20264411327803278,-0.3549319380486222,0.43943298600126623,0.8348415632564826,0.9222263868065967,0.8348415632564826,not distinguishable,Turkey,1800-1899
Politics,Military,Politics + Military,871,485,115,102.14194036784092,0.17027250279048445,0.04789296550342349,0.298713890072764,0.0647178739860731,0.008995502248875561,0.23711340206185566,-0.15915471943067855,0.14846113481085824,-0.4501385436599607,0.1318291047986036,0.28370677221151974,0.0944527736131934,0.37236513852761965,not distinguishable,Turkey,1800-1899
Politics,Business,Politics + Business,871,485,14,15.344488122254276,-0.12792815200666283,-0.7622780341163842,0.34625211339741147,0.28251130808013886,0.6486756621689156,0.0288659793814433,-0.17693490147514201,0.35359884269389696,-0.86998863315518,0.516118830204896,0.6168053181645932,0.9222263868065967,0.6817321937608661,not distinguishable,Turkey,1800-1899
Politics,Nobility & Kinship,Politics + Nobility & Kinship,871,485,24,34.12700240054109,-0.49911575210873793,-0.9904778390581563,-0.126339864552863,0.2193586913491932,0.02948525737131434,0.049484536082474224,-1.2798445166437717,0.2400558414803054,-1.7503539659451703,-0.8093350673423731,9.74343301142632e-08,0.15479760119940028,4.092241864799054e-07,not distinguishable,Turkey,1800-1899
Politics,Religion,Politics + Religion,871,485,33,36.23314362367844,-0.13292127167314946,-0.5135012195999406,0.16603559491024394,0.16999354408023296,0.4207896051974013,0.06804123711340206,-0.42060413882549985,0.23017354441458013,-0.8717442858780768,0.030536008227077194,0.0676494386895308,0.7233306423711222,0.1183865177066789,not distinguishable,Turkey,1800-1899
Politics,Learning & Culture,Politics + Learning & Culture,871,485,97,93.3324903091989,0.05531466401257904,-0.0911424871231632,0.18939431146774915,0.07414425936675173,0.447776111944028,0.2,-1.3040288962165871,0.1487655848256516,-1.5956094424748644,-1.01244834995831,1.8568162730382207e-18,0.7233306423711222,1.9496570866901316e-17,not distinguishable,Turkey,1800-1899
Administration & Law,Military,Administration & Law + Military,871,485,22,18.954721730220637,0.2098046565107175,-0.32712094436379313,0.6127042344951066,0.2460910936791442,0.38330834582708645,0.04536082474226804,-0.602567458480578,0.24841606165495944,-1.0894629393242985,-0.11567197763685755,0.015281501339717908,0.7233306423711222,0.03209115281340761,not distinguishable,Turkey,1800-1899
Administration & Law,Business,Administration & Law + Business,871,485,3,2.847512994197817,0.0642652663203062,-2.5544267819809106,1.092334865786804,0.8280466181347022,0.928535732133933,0.006185567010309278,-0.257984656907758,0.5736607762567566,-1.3823597783710009,0.866390464555485,0.6529149472955618,0.9450274862568716,0.6855606946603399,not distinguishable,Turkey,1800-1899
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,871,485,10,6.3330286428795155,0.6197922484243354,-0.39660512514652213,1.2462817631715515,0.4145215023991981,0.1199400299850075,0.020618556701030927,-0.3858441448551147,0.3414008864737996,-1.054989882343762,0.28330159263353255,0.2584007667226167,0.3148425787106447,0.36176107341166336,not distinguishable,Turkey,1800-1899
Administration & Law,Religion,Administration & Law + Religion,871,485,6,6.723870256670554,-0.15233226358425697,-1.5564037287804189,0.6684580198318925,0.5829748085674712,0.7641179410294853,0.012371134020618556,-0.6798225900802412,0.42061844741363713,-1.5042347470109698,0.14458956685048763,0.10604128745215141,0.9439103977423052,0.17129746434578305,not distinguishable,Turkey,1800-1899
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,871,485,13,17.31993122343672,-0.40053236146934856,-1.1668525425852903,0.14872374752624398,0.3431482183377266,0.23238380809595202,0.026804123711340205,-1.7337159847917338,0.29927846468142977,-2.3203017755673363,-1.1471301940161314,6.9145833846707375e-09,0.4880059970014992,3.6301562769521375e-08,not distinguishable,Turkey,1800-1899
Military,Business,Military + Business,871,485,2,5.30546408273345,-1.2154833043476032,-3.63866505544844,-0.04045708208046835,0.9351595350298331,0.14492753623188406,0.004123711340206186,-1.7302878537835693,0.661305694692323,-3.0264470153805227,-0.4341286921866161,0.008884364271895553,0.33816425120772947,0.020730183301089625,not distinguishable,Turkey,1800-1899
Military,Nobility & Kinship,Military + Nobility & Kinship,871,485,17,11.79964975337537,0.5087376883030775,-0.13880268056325,1.006122739456574,0.29327046349587244,0.07496251874062969,0.03505154639175258,-0.9259663391405755,0.2717726826016427,-1.4586407970397952,-0.3932918812413557,0.000656485414504206,0.2623688155922039,0.001969456243512618,not distinguishable,Turkey,1800-1899
Military,Religion,Military + Religion,871,485,7,12.527862810956197,-0.7966379320010073,-2.1293547116231486,-0.03703920718984764,0.5259557520132659,0.10694652673663169,0.01443298969072165,-1.6530676706536684,0.3891286666318146,-2.415759857252025,-0.8903754840553119,2.1556599044298444e-05,0.3148425787106447,7.544809665504456e-05,not distinguishable,Turkey,1800-1899
Military,Learning & Culture,Military + Learning & Culture,871,485,20,32.27036126212441,-0.6767676675809103,-1.2837688856950429,-0.22523329147671978,0.2703114897244442,0.017491254372813594,0.041237113402061855,-2.597565019500824,0.24391822019925416,-3.075644731091362,-2.1194853079102858,1.756291560188493e-26,0.12243878060969515,3.688212276395836e-25,not distinguishable,Turkey,1800-1899
Business,Nobility & Kinship,Business + Nobility & Kinship,871,485,2,1.7726272365238427,0.1375670267107391,-2.3007684770110424,1.2816610532655663,0.9925376212085744,0.8530734632683659,0.004123711340206186,-0.6267177557471925,0.6650801057025755,-1.9302747629242405,0.6768392514298555,0.3460292390533659,0.9450274862568716,0.42744788353651086,not distinguishable,Turkey,1800-1899
Business,Religion,Business + Religion,871,485,2,1.8820245768551371,0.06973979641072957,-2.3296691434919605,1.213685388798034,0.9568355408404603,0.927536231884058,0.004123711340206186,-0.37044023127223513,0.6668100396980652,-1.6773879090804429,0.9365074465359725,0.5785247615687019,0.9450274862568716,0.6749455551634855,not distinguishable,Turkey,1800-1899
Business,Learning & Culture,Business + Learning & Culture,871,485,9,4.847882988166005,0.8289596138760869,-0.11320578275877752,1.4428491750710772,0.41426282148095095,0.04247876061969016,0.018556701030927835,-0.5463838280957379,0.388640325209149,-1.30811886550567,0.21535120931419405,0.159758104622009,0.17841079460269865,0.23963715693301352,not distinguishable,Turkey,1800-1899
Nobility & Kinship,Religion,Nobility & Kinship + Religion,871,485,5,4.185728239384033,0.23115833474402125,-1.4458579009796102,1.0658374672272155,0.6490738734366766,0.6661669165417291,0.010309278350515464,-0.8589250132595818,0.4524894938666158,-1.7458044212381487,0.027954394718985087,0.05766698905018006,0.9222263868065967,0.11009152455034377,not distinguishable,Turkey,1800-1899
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,871,485,11,10.78196372903041,0.02761565730179851,-0.8646351870561783,0.6241357909172619,0.3878668039815749,0.9450274862568716,0.02268041237113402,-1.9124931999868109,0.31989918865759126,-2.53949560975569,-1.285490790217932,2.253057620456309e-09,0.9450274862568716,1.5771403343194164e-08,not distinguishable,Turkey,1800-1899
Religion,Learning & Culture,Religion + Learning & Culture,871,485,20,11.447370494311459,0.7789307804160431,0.20633904038447615,1.2025816575813928,0.24535909297325195,0.005497251374312844,0.041237113402061855,-0.8638110290759216,0.2619775747143935,-1.3772870755161328,-0.3503349826357104,0.000976292923578588,0.0944527736131934,0.0025627689243937933,not distinguishable,Turkey,1800-1899
Politics,Administration & Law,Politics + Administration & Law,3968,1032,244,150.22766613816168,0.697890216543011,0.590561118636374,0.8106334398179235,0.05544996267899875,0.0004997501249375312,0.2364341085271318,1.7513853208631809,0.10850920923751906,1.5387072707576435,1.9640633709687183,1.3261371587103587e-58,0.0011660836248542396,9.282960110972512e-58,associated,Turkey,1900-2020
Politics,Military,Politics + Military,3968,1032,46,34.99622405432741,0.38956515154221816,0.07595960930953749,0.6341564353149444,0.1395277673057015,0.011494252873563218,0.044573643410852716,-0.005056559847960774,0.17255500178022687,-0.34326436333720545,0.3331512436412839,0.9766220994091249,0.020114942528735632,0.976622099409125,associated,Turkey,1900-2020
Politics,Business,Politics + Business,3968,1032,65,101.61806490055295,-0.640671292818141,-0.9212993106447537,-0.39912676992035884,0.1293041563454575,0.0004997501249375312,0.06298449612403101,-0.30705300028611016,0.14289905574118403,-0.5871351495388308,-0.026970851033389476,0.03165496977173885,0.0011660836248542396,0.05113495116973199,dissociated,Turkey,1900-2020
Politics,Nobility & Kinship,Politics + Nobility & Kinship,3968,1032,20,35.42151565860467,-0.8092243141518186,-1.4007614304006137,-0.36548835158176834,0.27124297915417794,0.00849575212393803,0.01937984496124031,-0.19159028854082827,0.25117546762020665,-0.6838942050764333,0.30071362799477674,0.4455977801309048,0.016219163145699877,0.5198640768193888,dissociated,Turkey,1900-2020
Politics,Religion,Politics + Religion,3968,1032,7,14.553903605539356,-1.0051751378993414,-2.2581971000045185,-0.2768864332804604,0.5024513819365023,0.050474762618690654,0.006782945736434108,-0.8876815378636966,0.3904111915508484,-1.6528874733033594,-0.12247560242403377,0.022983473600034866,0.08153615499942336,0.04387754050915747,not distinguishable,Turkey,1900-2020
Politics,Learning & Culture,Politics + Learning & Culture,3968,1032,306,351.1826256012695,-0.19838698843399427,-0.25938003427523915,-0.14364169905081647,0.029293344965803114,0.0004997501249375312,0.29651162790697677,-2.7053149961331617,0.0885186937093571,-2.8788116358035016,-2.531818356462822,3.908278811166284e-205,0.0011660836248542396,8.207385503449196e-204,dissociated,Turkey,1900-2020
Administration & Law,Military,Administration & Law + Military,3968,1032,8,11.503686250692803,-0.49794276938154025,-1.70380641352143,0.23283504280743833,0.5032079434143262,0.2848575712143928,0.007751937984496124,-0.9568254484009465,0.35473344478366065,-1.6521030001769215,-0.2615478966249717,0.0069902529259109345,0.37387556221889057,0.014679531144412963,not distinguishable,Turkey,1900-2020
Administration & Law,Business,Administration & Law + Business,3968,1032,6,33.40309898015843,-2.38290552854344,-3.7843335112988226,-1.5656700181872762,0.5817071937526046,0.0014992503748125937,0.005813953488372093,-1.8605663057398947,0.39954073528375456,-2.6436661468960536,-1.0774664645837357,3.2122066958474605e-06,0.0031484257871064467,9.636620087542381e-06,dissociated,Turkey,1900-2020
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,3968,1032,0,11.643484795046174,-4.6021105836223555,-4.897231725905565,-4.267210946985257,0.15858897291755847,0.0004997501249375312,0.0,-3.146356415399617,1.418791637906441,-5.927188025696241,-0.3655248051029929,0.026579997761678572,0.0011660836248542396,0.0465149960829375,dissociated,Turkey,1900-2020
Administration & Law,Religion,Administration & Law + Religion,3968,1032,2,4.784045859948967,-1.0797148928241462,-3.53333245441294,0.08840421331036626,0.9309806224919986,0.16091954022988506,0.001937984496124031,-1.0608906658787602,0.647288419717493,-2.329575968525046,0.20779463676752585,0.10121810338340498,0.22528735632183908,0.1336966585627645,not distinguishable,Turkey,1900-2020
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,3968,1032,67,115.43801797988473,-0.7803943200451872,-1.0711388285509251,-0.5501103474663194,0.1335477521952432,0.0004997501249375312,0.06492248062015504,-3.0689244671130322,0.13971483911007698,-3.342765551768783,-2.7950833824572814,6.139977850512265e-107,0.0011660836248542396,6.446976743037879e-106,dissociated,Turkey,1900-2020
Military,Business,Military + Business,3968,1032,5,7.781405157046158,-0.5904439608152701,-2.3062597120058848,0.2919680271740925,0.6466920890213955,0.303848075962019,0.0048449612403100775,-1.1911365782346985,0.43640503187590085,-2.046490440711464,-0.33578271575793284,0.006344409672501033,0.3753417408942588,0.014679531144412963,not distinguishable,Turkey,1900-2020
Military,Nobility & Kinship,Military + Nobility & Kinship,3968,1032,0,2.7124032019897064,-2.683652982831526,-3.0299056039726553,-2.3091737413868683,0.1815983256187112,0.0004997501249375312,0.0,-2.322563559924932,1.4197615967153585,-5.105296289487034,0.4601691696371706,0.10186412080972533,0.0011660836248542396,0.1336966585627645,dissociated,Turkey,1900-2020
Military,Religion,Military + Religion,3968,1032,2,1.1144654317332938,0.6308715439948424,-1.7602643694828606,1.7676191698765018,0.952049975019258,0.46476761619190404,0.001937984496124031,-0.23213009990754888,0.6494448777332007,-1.5050420602646222,1.0407818604495245,0.7207710539517417,0.5422288855572214,0.7966416912098198,not distinguishable,Turkey,1900-2020
Military,Learning & Culture,Military + Learning & Culture,3968,1032,24,26.891815904908647,-0.16096316158238536,-0.6867966167007167,0.254719465035601,0.24069638841924768,0.4917541229385307,0.023255813953488372,-3.1488885627838332,0.2196725663725578,-3.5794467928740463,-2.71833033269362,1.3327090680414892e-46,0.5435177148267971,6.996722607217818e-46,not distinguishable,Turkey,1900-2020
Business,Nobility & Kinship,Business + Nobility & Kinship,3968,1032,13,7.875968681317637,0.6886314542825462,-0.20008931333407723,1.2673635051253709,0.3789126020803005,0.063968015992004,0.012596899224806201,0.5576510239713086,0.2987841132879997,-0.027965838073170768,1.143267886015788,0.061985257054390425,0.095952023988006,0.09297788558158564,not distinguishable,Turkey,1900-2020
Business,Religion,Business + Religion,3968,1032,3,3.2360582786157144,-0.0941620377046685,-2.758635922260166,0.889269846771487,0.8385535575307553,0.8850574712643678,0.0029069767441860465,-0.4817763215146837,0.5527320710398991,-1.5651311807528858,0.6015785377235183,0.3834117731587243,0.885057471264368,0.4736263080196006,not distinguishable,Turkey,1900-2020
Business,Learning & Culture,Business + Learning & Culture,3968,1032,140,78.08540400463063,0.8382368457449796,0.67346041480135,0.9849929799280888,0.0778202359926105,0.0004997501249375312,0.13565891472868216,-1.5548530485842806,0.11721968168991637,-1.7846036246965167,-1.3251024724720446,3.7220711144111626e-40,0.0011660836248542396,1.563269868052688e-39,associated,Turkey,1900-2020
Nobility & Kinship,Religion,Nobility & Kinship + Religion,3968,1032,1,1.1280089726203797,-0.11814615018475655,-1.954496207942861,1.2505655949104235,1.0135231006016103,0.8285857071464268,0.0009689922480620155,-0.053991231066067305,0.832641497048892,-1.6859685652818956,1.577986103149761,0.9482987572572127,0.8700149925037481,0.976622099409125,not distinguishable,Turkey,1900-2020
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,3968,1032,52,27.218618691128466,0.9214620576958454,0.663370971019788,1.1494116841930864,0.1257195127878508,0.0004997501249375312,0.050387596899224806,-0.9342741337515331,0.20588496373749632,-1.337808662677026,-0.5307396048260403,5.683190113238485e-06,0.0011660836248542396,1.4918374047251023e-05,associated,Turkey,1900-2020
Religion,Learning & Culture,Religion + Learning & Culture,3968,1032,21,11.183517851822497,0.879861931551876,0.42523769135037787,1.2278271486860446,0.20610499158934856,0.0004997501249375312,0.020348837209302327,-1.7664554630576763,0.2672026362530712,-2.290172630113696,-1.2427382960016566,3.819368240211058e-11,0.0011660836248542396,1.3367788840738704e-10,associated,Turkey,1900-2020
Politics,Administration & Law,Politics + Administration & Law,5887,2853,282,175.85206684008253,0.6797923833289349,0.5700178686184789,0.786928011749593,0.0567031168118247,0.0004997501249375312,0.09884332281808622,-0.03885001944203674,0.08260554654356184,-0.20075689066741792,0.12305685178334445,0.6381352416219654,0.0011660836248542396,0.6700420037030638,associated,United Kingdom,1400-1599
Politics,Military,Politics + Military,5887,2853,106,96.93260784097271,0.1283768444312563,-0.10371024619863295,0.32770493602491213,0.10902953828919287,0.22688655672163918,0.03715387311601823,-0.6483873146887003,0.11770058450985338,-0.8790804603280129,-0.4176941690493876,3.6131713627079746e-08,0.23823088455772115,5.058439907791164e-08,not distinguishable,United Kingdom,1400-1599
Politics,Business,Politics + Business,5887,2853,201,184.01381108415217,0.12705103093973996,-0.029334598308382698,0.26601216838922087,0.07485456355785182,0.0864567716141929,0.07045215562565721,-0.6195403406787284,0.08847682139143004,-0.7929549106059313,-0.4461257707515256,2.5181259072432898e-12,0.0955574844156869,5.875627116901009e-12,not distinguishable,United Kingdom,1400-1599
Politics,Nobility & Kinship,Politics + Nobility & Kinship,5887,2853,570,397.6345478099077,0.5189708209338108,0.444407101576324,0.5886423809572643,0.03672439731350928,0.0004997501249375312,0.19978969505783387,-0.6608221213219218,0.059509268710741386,-0.7774602879949749,-0.5441839546488686,1.1925061334946886e-28,0.0011660836248542396,5.008525760677692e-28,associated,United Kingdom,1400-1599
Politics,Religion,Politics + Religion,5887,2853,121,218.62865960193622,-0.8508218713715665,-1.083714149090328,-0.6471711749641071,0.1113585748201504,0.0004997501249375312,0.04241149667017175,-2.045825717053141,0.10048219661936544,-2.2427708224270972,-1.848880611679185,3.779541698872337e-92,0.0011660836248542396,3.968518783815954e-91,dissociated,United Kingdom,1400-1599
Politics,Learning & Culture,Politics + Learning & Culture,5887,2853,111,317.93830673026474,-1.5139701860550399,-1.7639444696851991,-1.2947689342114121,0.12048655644937728,0.0004997501249375312,0.03890641430073607,-2.826157315341131,0.10286345986677552,-3.0277696966800107,-2.624544934002251,3.508783422182463e-166,0.0011660836248542396,7.368445186583173e-165,dissociated,United Kingdom,1400-1599
Administration & Law,Military,Administration & Law + Military,5887,2853,22,32.07942575459985,-0.5340361736828668,-1.1940666475030608,-0.06605296879957001,0.29129897995275117,0.06296851574212893,0.0077111812127585,-0.757077063852048,0.22136252008794038,-1.190947603224411,-0.32320652447968484,0.0006260320473168925,0.07346326836581708,0.0007303707218697078,not distinguishable,United Kingdom,1400-1599
Administration & Law,Business,Administration & Law + Business,5887,2853,36,60.89857192514162,-0.7503086362204529,-1.2322643621038134,-0.34566363675058326,0.2249466751203358,0.0034982508745627187,0.012618296529968454,-0.9173289642171794,0.17525657532819305,-1.2608318518604378,-0.5738260765739209,1.6569585287765152e-07,0.006121939030484758,2.174758069019176e-07,dissociated,United Kingdom,1400-1599
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,5887,2853,103,131.59542735979088,-0.35194975912106086,-0.5970852003083347,-0.12666670644342118,0.11973178525533527,0.004497751124437781,0.03610234840518752,-1.0096442422182577,0.11071426637568019,-1.2266442043145909,-0.7926442801219244,7.556303036722583e-20,0.007265597970245646,2.2668909110167747e-19,dissociated,United Kingdom,1400-1599
Administration & Law,Religion,Administration & Law + Religion,5887,2853,57,72.35420576978895,-0.34145030337177373,-0.7187051597622169,-0.03196960778565312,0.1758645161041556,0.05347326336831584,0.019978969505783387,-0.9899944156480576,0.14212021467010227,-1.2685500364014581,-0.7114387948946571,3.2632372433494866e-12,0.06852456124878736,6.852798211033922e-12,not distinguishable,United Kingdom,1400-1599
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,5887,2853,78,105.22030235717605,-0.42948789704951534,-0.742112652075621,-0.1885925433355992,0.14170632332714792,0.006496751624187906,0.027339642481598318,-1.1726007300114445,0.12375686759007337,-1.4151641904879884,-0.9300372695349006,2.6666968109689932e-21,0.009745127436281859,9.333438838391475e-21,dissociated,United Kingdom,1400-1599
Military,Business,Military + Business,5887,2853,19,33.56831396166178,-0.8049564263552079,-1.5415264815575933,-0.2896316569721456,0.31932629935309803,0.018490754622688656,0.006659656501927795,-0.9103714521854396,0.23624729827413427,-1.3734161568027428,-0.44732674756813645,0.00011645639272110958,0.025887056471764116,0.00014385789689078243,dissociated,United Kingdom,1400-1599
Military,Nobility & Kinship,Military + Nobility & Kinship,5887,2853,129,72.53760608643769,0.8262407131263425,0.6300932318856877,0.9954106280761045,0.09254684788814263,0.0004997501249375312,0.0452155625657203,0.17994040693515115,0.11247016755593507,-0.040501121474481594,0.4003819353447839,0.10962198089503444,0.0011660836248542396,0.12116113677872228,associated,United Kingdom,1400-1599
Military,Religion,Military + Religion,5887,2853,6,39.88285141911901,-2.635231159208242,-4.078712418088421,-1.8085508400505994,0.6126197234249168,0.0024987506246876563,0.002103049421661409,-2.6293226322168564,0.3971252965309973,-3.407688213417611,-1.8509570510161018,3.570442527094412e-11,0.004770342101676435,6.248274422415221e-11,dissociated,United Kingdom,1400-1599
Military,Learning & Culture,Military + Learning & Culture,5887,2853,51,57.999194940209634,-0.18384433831883473,-0.5833283708533379,0.13358137499586267,0.18290363093781498,0.3153423288355822,0.017875920084121977,-0.9124868081000895,0.1529728738144294,-1.212313640776371,-0.6126599754238079,2.4459863113904993e-09,0.3153423288355822,3.668979467085749e-09,not distinguishable,United Kingdom,1400-1599
Business,Nobility & Kinship,Business + Nobility & Kinship,5887,2853,104,137.7031077590004,-0.40328711551905283,-0.6553389185427904,-0.17960434745195156,0.12163305828433289,0.0014992503748125937,0.03645285664213109,-0.9933959791305664,0.11033705835565549,-1.2096566135076512,-0.7771353447534817,2.1906280319922526e-19,0.0031484257871064467,5.750398583979663e-19,dissociated,United Kingdom,1400-1599
Business,Religion,Business + Religion,5887,2853,60,75.71234953851037,-0.33308965027067433,-0.7023647755448676,-0.03079543200320605,0.1732837337212659,0.05547226386806597,0.02103049421661409,-0.9270031566342195,0.13910857201798682,-1.1996559577894736,-0.6543503554789654,2.6668699637670757e-11,0.06852456124878736,5.091297203555326e-11,not distinguishable,United Kingdom,1400-1599
Business,Learning & Culture,Business + Learning & Culture,5887,2853,182,110.1038457385792,0.7224949144822534,0.5575125012072721,0.8771866993728709,0.08229472029667946,0.0004997501249375312,0.0637924991237294,-0.037666820075843266,0.09191073428885538,-0.2178118592819998,0.14247821913031328,0.6819382895456423,0.0011660836248542396,0.6819382895456423,associated,United Kingdom,1400-1599
Nobility & Kinship,Religion,Nobility & Kinship + Religion,5887,2853,77,163.6064472280475,-1.0823637034326619,-1.3946028533812584,-0.8105356486451456,0.14971731513207592,0.0004997501249375312,0.02698913424465475,-2.0043442337781845,0.1216257893565519,-2.242730780917026,-1.7659576866393427,5.142482918715966e-61,0.0011660836248542396,2.699803532325882e-60,dissociated,United Kingdom,1400-1599
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,5887,2853,158,237.92286380270687,-0.5890397507757515,-0.7804235790136173,-0.4142018656442341,0.0937437060529085,0.0004997501249375312,0.05538030143708377,-1.763646764422273,0.08933411863827306,-1.9387416369532882,-1.588551891891258,9.37214082117044e-87,0.0011660836248542396,6.560498574819307e-86,dissociated,United Kingdom,1400-1599
Religion,Learning & Culture,Religion + Learning & Culture,5887,2853,380,130.81548645191376,1.5348593858614614,1.4331605330131343,1.6374196842929623,0.052794638385356266,0.0004997501249375312,0.1331931300385559,0.4351034183170783,0.07160307429592529,0.2947613926970648,0.5754454439370918,1.2275557104233469e-09,0.0011660836248542396,1.9829746091454065e-09,associated,United Kingdom,1400-1599
Politics,Administration & Law,Politics + Administration & Law,20877,10169,876,497.474128296107,0.815683300395229,0.7525941280952687,0.8797753923556797,0.03233531515640268,0.0004997501249375312,0.08614416363457567,0.37845511424100997,0.04838811157613631,0.2836144155517828,0.47329581293023715,5.230482124284858e-15,0.0005247376311844079,6.865007788123877e-15,associated,United Kingdom,1600-1799
Politics,Military,Politics + Military,20877,10169,1053,629.7258019611567,0.741249588359935,0.6813197282204277,0.7938385790096386,0.029341686007797983,0.0004997501249375312,0.10355000491690432,0.19306121953093533,0.043172546623900604,0.10844302814809015,0.2776794109137805,7.75452525006332e-06,0.0005247376311844079,9.046946125073873e-06,associated,United Kingdom,1600-1799
Politics,Business,Politics + Business,20877,10169,642,768.388196683597,-0.2590773781892158,-0.3470048206236271,-0.1750731580255124,0.04325886817144429,0.0004997501249375312,0.06313305143081915,-0.8599672829041625,0.04723587753031297,-0.9525496028635759,-0.767384962944749,4.641608574138089e-74,0.0005247376311844079,1.6245630009483312e-73,dissociated,United Kingdom,1600-1799
Politics,Nobility & Kinship,Politics + Nobility & Kinship,20877,10169,1645,1086.9574905225866,0.5975670203615132,0.5522866299149571,0.6384518790867517,0.022041669416199575,0.0004997501249375312,0.16176615203068148,0.1425427731784533,0.035716103746293554,0.07253920983571793,0.21254633652118865,6.579680978547303e-05,0.0005247376311844079,7.272278976289125e-05,associated,United Kingdom,1600-1799
Politics,Religion,Politics + Religion,20877,10169,297,564.9716124441483,-0.9265649320738691,-1.079592925135921,-0.794045917406487,0.07271933315105863,0.0004997501249375312,0.029206411643229423,-1.6483305762307878,0.06356011406962785,-1.7729083998072583,-1.5237527526543173,2.7979296856832673e-148,0.0005247376311844079,1.4689130849837155e-147,dissociated,United Kingdom,1600-1799
Politics,Learning & Culture,Politics + Learning & Culture,20877,10169,664,1629.4827698266758,-1.294515609525093,-1.384344596951872,-1.2136995741990722,0.04417482507236841,0.0004997501249375312,0.06529648933031763,-3.0623661740619177,0.04458563058090953,-3.1497540100005006,-2.974978338123335,0.0,0.0005247376311844079,0.0,dissociated,United Kingdom,1600-1799
Administration & Law,Military,Administration & Law + Military,20877,10169,88,146.0796817661332,-0.7279357769508579,-1.0430069128613262,-0.4493410541832732,0.1488376987038678,0.0004997501249375312,0.008653751597993904,-1.10348893428509,0.11100494327265427,-1.3210586230994923,-0.8859192454706877,2.7632188348225647e-23,0.0005247376311844079,3.8685063687515905e-23,dissociated,United Kingdom,1600-1799
Administration & Law,Business,Administration & Law + Business,20877,10169,93,178.24567914293033,-0.9348700976275686,-1.2455181581651724,-0.6729013234572219,0.14383966947874913,0.0004997501249375312,0.009145442029698102,-1.2104007743547425,0.10801090852915873,-1.4221021550718935,-0.9986993936375914,3.798117513055378e-29,0.0005247376311844079,5.697176269583066e-29,dissociated,United Kingdom,1600-1799
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,20877,10169,163,252.14530485229884,-0.6278227335091947,-0.835207158905769,-0.44069845974167293,0.09963277327295436,0.0004997501249375312,0.01602910807355689,-1.0135416994514737,0.08374731120971786,-1.1776864294225207,-0.8493969694804266,1.0259422244031094e-33,0.0005247376311844079,1.7953988927054413e-33,dissociated,United Kingdom,1600-1799
Administration & Law,Religion,Administration & Law + Religion,20877,10169,61,131.0584274865572,-1.097045353339375,-1.4644383445992748,-0.7944744006879125,0.1729478037133459,0.0004997501249375312,0.005998623266791229,-1.485051127799544,0.13142965788325442,-1.7426532572507227,-1.2274489983483652,1.3240573020171292e-29,0.0005247376311844079,2.1388617955661318e-29,dissociated,United Kingdom,1600-1799
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,20877,10169,302,377.99677846829076,-0.32334587854345753,-0.46869092300892,-0.18998974258735346,0.07126308281432088,0.0004997501249375312,0.029698102074933622,-1.5595448317261698,0.06435821717335545,-1.6856869373859464,-1.433402726066393,1.0173239944086948e-129,0.0005247376311844079,4.272760776516518e-129,dissociated,United Kingdom,1600-1799
Military,Business,Military + Business,20877,10169,70,225.63163963690934,-1.6814677009990666,-2.0380020935112757,-1.3746022959125275,0.1692419249405138,0.0004997501249375312,0.0068836660438587865,-1.8446036319177572,0.12251798591941192,-2.0847388843198047,-1.6044683795157098,3.1635433258866936e-51,0.0005247376311844079,7.381601093735619e-51,dissociated,United Kingdom,1600-1799
Military,Nobility & Kinship,Military + Nobility & Kinship,20877,10169,361,319.17720998416144,0.17737975014832408,0.04334014271416023,0.300390216343522,0.06446115459194939,0.0034982508745627187,0.03550004916904317,-0.41257718384276565,0.05972803978710025,-0.5296441418254821,-0.29551022586004916,4.929344981282394e-12,0.0034982508745627187,6.0891908592311926e-12,associated,United Kingdom,1600-1799
Military,Religion,Military + Religion,20877,10169,29,165.8998300784322,-2.4958671006639537,-3.031201383633956,-2.0524232533019298,0.2557679759187498,0.0004997501249375312,0.0028518045038843543,-2.5751378771637805,0.18646015298312676,-2.940599777010709,-2.209675977316852,2.1980677516469186e-43,0.0005247376311844079,4.6159422784585295e-43,dissociated,United Kingdom,1600-1799
