revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Chinese Communist Revolution,chinese-communist-revolution,Politics,Administration & Law,Politics + Administration & Law,2698,1051,119,78.49323447034944,0.5972096169434755,0.4613934228662078,0.7351567210262437,0.07092366741544713,0.0004997501249375312,0.11322549952426261,0.5533767643671254,0.1388841520891336,0.2811638262724235,0.8255897024618273,6.763699663707324e-05,0.0014992503748125937,0.00012912517539804893,associated,False
Chinese Communist Revolution,chinese-communist-revolution,Politics,Military,Politics + Military,2698,1051,246,158.2449616246557,0.634876843407985,0.5358760360576813,0.7367098058934842,0.05129899684147889,0.0004997501249375312,0.2340627973358706,1.3247687367031604,0.11984729554872642,1.0898680374276566,1.5596694359786643,2.101142889657824e-28,0.0014992503748125937,1.4708000227604769e-27,associated,False
Chinese Communist Revolution,chinese-communist-revolution,Politics,Business,Politics + Business,2698,1051,63,109.57030104809814,-0.793596759275487,-1.0910256867170378,-0.5539323767137206,0.13622645580490822,0.0004997501249375312,0.05994291151284491,-0.9058734573516639,0.1484703237770024,-1.1968752919545886,-0.6148716227487392,1.0515837568244327e-09,0.0014992503748125937,3.154751270473298e-09,dissociated,False
Chinese Communist Revolution,chinese-communist-revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,2698,1051,55,64.57354538653539,-0.22958338642155554,-0.5222474914734802,0.023978180920848788,0.1391265949320505,0.09745127436281859,0.05233111322549953,-0.25826715581619,0.1704274999067075,-0.5923050556333367,0.07577074400095674,0.12966917353267143,0.1331521739130435,0.13845610272036674,not distinguishable,False
Chinese Communist Revolution,chinese-communist-revolution,Politics,Religion,Politics + Religion,2698,1051,31,39.12077264470317,-0.33090518588573803,-0.7807130875536548,0.011725810106502635,0.20317931618270074,0.10144927536231885,0.029495718363463368,-1.3550304341489057,0.19821647532959052,-1.7435347257949032,-0.9665261425029082,8.13701657669958e-12,0.1331521739130435,2.8479558018448527e-11,not distinguishable,False
Chinese Communist Revolution,chinese-communist-revolution,Politics,Learning & Culture,Politics + Learning & Culture,2698,1051,192,255.99718478009044,-0.4140845456150778,-0.5318121550280901,-0.31356737034418164,0.0550940891227255,0.0004997501249375312,0.18268315889628925,-2.4909775698791066,0.09700604971973449,-2.681109427329786,-2.300845712428427,2.0282104598120356e-145,0.0014992503748125937,4.259241965605275e-144,dissociated,False
Chinese Communist Revolution,chinese-communist-revolution,Administration & Law,Military,Administration & Law + Military,2698,1051,10,22.319679222214262,-1.119889183815241,-2.1693753310426085,-0.4586223738775277,0.4545547587549786,0.02348825587206397,0.009514747859181731,-1.2435405128112338,0.32113692698958823,-1.8729688897108268,-0.6141121359116408,0.00010781039266058307,0.04932533733133433,0.00018866818715602038,dissociated,False
Chinese Communist Revolution,chinese-communist-revolution,Administration & Law,Business,Administration & Law + Business,2698,1051,8,15.454355996974499,-0.9084156285517927,-2.151675434166391,-0.14683886694936646,0.5119201042819927,0.07446276861569215,0.007611798287345386,-1.1629393423334795,0.3554254366727606,-1.8595731982120904,-0.4663054864548687,0.0010680305893436286,0.12028601084073347,0.0016020458840154427,not distinguishable,True
Chinese Communist Revolution,chinese-communist-revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,2698,1051,3,9.107783302997777,-1.4568486903498057,-4.205979165437368,-0.41602624859802395,0.8762885505689365,0.05897051474262868,0.0028544243577545195,-1.480350523657222,0.5448945058257906,-2.5483437550757717,-0.4123572922386727,0.00659233233064704,0.10319840079960019,0.00865243618397424,not distinguishable,True
Chinese Communist Revolution,chinese-communist-revolution,Administration & Law,Religion,Administration & Law + Religion,2698,1051,3,5.5177939783386085,-0.7818797941987268,-3.518670162307698,0.22335338839203786,0.8563594181589508,0.26686656671664166,0.0028544243577545195,-1.7173357960180589,0.5437569097541873,-2.7830993391362657,-0.6515722528998518,0.0015870382366789564,0.31134432783608196,0.002221853531350539,not distinguishable,True
