revolution,age_band,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Chinese Communist Revolution,20-35,Politics,Administration & Law,Politics + Administration & Law,1083,358,44,25.7155636062886,0.7633817735069721,0.5275238345046513,1.0067100208173871,0.1211066265924658,0.0004997501249375312,0.12290502793296089,0.690669586929374,0.22458943409981091,0.2504742960937446,1.1308648777650032,0.002103232538524378,0.0017491254372813594,0.006309697615573133,associated,False
Chinese Communist Revolution,20-35,Politics,Military,Politics + Military,1083,358,58,36.53067395571031,0.6597158179973829,0.45104737525113897,0.8665053541128513,0.1053081134554079,0.0004997501249375312,0.16201117318435754,1.0570711199256062,0.21527541831434355,0.6351313000294929,1.4790109398217195,9.092804320005417e-07,0.0017491254372813594,3.818977814402275e-06,associated,False
Chinese Communist Revolution,20-35,Politics,Business,Politics + Business,1083,358,31,44.871966726497796,-0.5264493685473078,-0.9289031519711964,-0.22718397740897306,0.18359837935596007,0.006496751624187906,0.08659217877094973,-0.4853465384650058,0.21822085453132056,-0.9130594133463941,-0.05763366358361749,0.02614124347155652,0.015159087123105113,0.04574717607522391,dissociated,False
Chinese Communist Revolution,20-35,Politics,Nobility & Kinship,Politics + Nobility & Kinship,1083,358,21,21.01665451885701,-0.001117120484272244,-0.5127065877764029,0.3739874563732287,0.2231220371182877,0.9975012493753124,0.05865921787709497,-0.02380149404824562,0.2758215167660862,-0.5644116669097745,0.5168086788132833,0.9312334224977546,0.9975012493753125,0.9312334224977545,not distinguishable,False
Chinese Communist Revolution,20-35,Politics,Religion,Politics + Religion,1083,358,15,13.301106656478268,0.16748425981489426,-0.4261104091901652,0.5876231729675111,0.25793372049466773,0.4912543728135932,0.04189944134078212,-1.0564525109410645,0.2867576281206916,-1.61849746205762,-0.494407559824509,0.00022948469457526234,0.5731301016158588,0.0008031964310134182,not distinguishable,False
Chinese Communist Revolution,20-35,Politics,Learning & Culture,Politics + Learning & Culture,1083,358,64,91.56403452238477,-0.5133385066391734,-0.7320573907967219,-0.3483000824994948,0.09817547264742414,0.0004997501249375312,0.1787709497206704,-2.6049010987397776,0.16083119785424738,-2.9201302465341024,-2.289671950945453,5.338756228080402e-59,0.0017491254372813594,1.1211388078968843e-57,dissociated,False
Chinese Communist Revolution,20-35,Administration & Law,Military,Administration & Law + Military,1083,358,5,5.689632277159628,-0.1704220835846929,-1.904712535914421,0.6038721508502748,0.6340210328406145,0.7406296851574213,0.013966480446927373,-0.4264340594676833,0.45374981083125465,-1.3157836886969423,0.4629155697615758,0.34732017325596887,0.8185907046476762,0.36468618191876734,not distinguishable,True
Chinese Communist Revolution,20-35,Administration & Law,Business,Administration & Law + Business,1083,358,4,6.988784015762913,-0.7348064800124899,-2.453332355909367,0.1912054168222593,0.719393307237623,0.23938030984507747,0.0111731843575419,-0.8654044277989045,0.49417498996856307,-1.833987408137288,0.10317855253947916,0.07990965868344561,0.352623688155922,0.11349921636701019,not distinguishable,True
Chinese Communist Revolution,20-35,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,1083,358,1,3.2733323248669457,-1.3308766660380829,-3.177841603377271,-0.006299080439220179,1.0156445756140011,0.32733633183408295,0.002793296089385475,-1.2847447243595709,0.8344068707109956,-2.9201821909531223,0.3506927422339805,0.12363102268421927,0.42962893553223386,0.15272067508050616,not distinguishable,True
Chinese Communist Revolution,20-35,Administration & Law,Religion,Administration & Law + Religion,1083,358,2,2.0716400098830325,-0.04076060675759902,-2.4620794769610104,1.0970335004291436,0.9535870572250219,0.9660169915042479,0.00558659217877095,-1.178105696684879,0.6514301102910878,-2.454908712855411,0.09869731948565286,0.07053006734487854,0.9975012493753125,0.11349921636701019,not distinguishable,True
