cohort,n_elites,log_n_elites,diversification_rate,share_Politics,share_Administration & Law,share_Military,share_Religion,share_Nobility,share_Kinship,share_Big business,share_Small business,share_Academia,share_Exploration & Invention,share_Culture (core),share_Culture (periphery),share_Sport & Games,phase
1350,1080,6.984716320118266,0.6166666666666667,0.1787037037037037,0.06944444444444445,0.08518518518518518,0.21388888888888888,0.46111111111111114,0.2675925925925926,0.012962962962962963,0.03796296296296296,0.0962962962962963,0.009259259259259259,0.1537037037037037,0.025,0.005555555555555556,pre
1375,1100,7.003065458786462,0.5936363636363636,0.1481818181818182,0.07909090909090909,0.10727272727272727,0.2390909090909091,0.42363636363636364,0.23454545454545456,0.02181818181818182,0.035454545454545454,0.09909090909090909,0.013636363636363636,0.1618181818181818,0.024545454545454544,0.005454545454545455,pre
1400,1386,7.234177179749849,0.5952380952380952,0.13636363636363635,0.07647907647907648,0.09740259740259741,0.21572871572871574,0.4033189033189033,0.18975468975468976,0.016594516594516596,0.046897546897546896,0.12914862914862915,0.023088023088023088,0.20995670995670995,0.04256854256854257,0.007936507936507936,pre
1425,1666,7.418180822726788,0.5948379351740696,0.12004801920768307,0.07803121248499399,0.08103241296518607,0.21968787515006002,0.34513805522208885,0.19327731092436976,0.02220888355342137,0.06362545018007203,0.1290516206482593,0.02100840336134454,0.258703481392557,0.05582232893157263,0.007202881152460984,pre
1450,2363,7.767687277186908,0.5674989420228523,0.1184934405416843,0.08633093525179857,0.07659754549301735,0.22683030046550995,0.25476089716462125,0.14388489208633093,0.016927634363097757,0.06855691917054592,0.18239526026237834,0.03554803216250529,0.2920016927634363,0.059669911129919595,0.005501481168006771,pre
1475,3180,8.064636475774222,0.5518867924528302,0.15628930817610062,0.08742138364779874,0.06918238993710692,0.22327044025157233,0.21257861635220127,0.11069182389937107,0.021383647798742137,0.06918238993710692,0.22924528301886793,0.04559748427672956,0.26635220125786163,0.05691823899371069,0.0037735849056603774,pre
1500,4177,8.337348564497175,0.5480009576250898,0.19846779985635624,0.09983241560928896,0.07277950682307877,0.2082834570265741,0.17261192243236773,0.10390232224084271,0.014843188891548958,0.07206128800574575,0.23246349054345225,0.04548719176442423,0.26406511850610487,0.05889394302130716,0.004309312903998085,transition
1525,4653,8.445267451844648,0.5604986030517946,0.17300666236836448,0.10251450676982592,0.07049215559853858,0.21448527831506556,0.18912529550827423,0.10896196002578981,0.01955727487642381,0.06490436277670321,0.24199441220717816,0.030732860520094562,0.28003438641736517,0.05867182462927144,0.006017623038899635,transition
1550,5563,8.623892810075294,0.5371202588531367,0.1776020133021751,0.10246269998202409,0.07154413086464138,0.23961891065971597,0.16304152435736113,0.09419378033435197,0.021750853855833183,0.07064533525076398,0.2085205824195578,0.029660255257954342,0.29840014380729823,0.055545568937623586,0.004134459823836059,transition
1575,6729,8.814181823188319,0.5296477931341953,0.19378808143854956,0.09986625055728934,0.08693713776192599,0.24104621786298114,0.16213404666369446,0.08604547481052162,0.02541239411502452,0.05602615544657453,0.1912617030762372,0.02719572001783326,0.3056917818397979,0.05231089314905632,0.0019319363947094665,transition
1600,7783,8.959697146959389,0.5306437106514198,0.20878838494153926,0.10304509829114737,0.10625722729024797,0.2063471669022228,0.15598098419632533,0.0862135423358602,0.025825517152768856,0.0569189258640627,0.18206347166902223,0.027624309392265192,0.31517409739175123,0.05396376718489015,0.002441218039316459,transition
1625,7289,8.894121641382213,0.5243517629304432,0.1889148031280011,0.09644670050761421,0.09699547262999039,0.20345726437096995,0.15708602003018246,0.09466319110989162,0.02373439429276993,0.06489230347098367,0.19344217313760462,0.021950884895047332,0.3160927424886816,0.06324598710385512,0.0034298257648511456,transition
1650,7803,8.962263554116761,0.5219787261309753,0.18249391259771883,0.08868383954889145,0.12956555171088044,0.18198128924772525,0.1585287709855184,0.0920158913238498,0.030885556837113932,0.06728181468665898,0.19992310649750097,0.021402024862232475,0.2979623221837755,0.06676919133666538,0.004485454312443932,post
1675,8075,8.996528148090857,0.5136842105263157,0.18427244582043345,0.08817337461300309,0.11591331269349846,0.1643343653250774,0.15108359133126936,0.08792569659442724,0.0308359133126935,0.0790092879256966,0.21114551083591332,0.022538699690402477,0.29659442724458207,0.07727554179566563,0.004582043343653251,post
1700,10186,9.22876950744455,0.5231690555664638,0.1767131356764186,0.08236795601806401,0.12144119379540545,0.15099155703907324,0.13145493815040252,0.07480856076968388,0.039564107598664834,0.09454152758688396,0.2254074219516984,0.0268996662085215,0.30885529157667385,0.08128804241115256,0.00883565678382093,post
1725,15102,9.62258246436337,0.5235068202887034,0.28857105019202756,0.08694212687061316,0.1426301152165276,0.13097602966494504,0.0991259435836313,0.056879883459144485,0.0427757912859224,0.07945967421533572,0.20196000529731162,0.029797377830750895,0.28360482055356906,0.07462587736723612,0.006158124751688518,post
1750,22176,10.00676590198963,0.5045995670995671,0.33202561327561325,0.10037878787878787,0.193001443001443,0.08319805194805195,0.08283730158730158,0.05257936507936508,0.040629509379509376,0.0744498556998557,0.18488455988455987,0.03192640692640693,0.2524801587301587,0.06425865800865802,0.0119498556998557,post
1775,24522,10.107325952792332,0.5250795204306337,0.28350053013620424,0.10875948128211402,0.14423782725715684,0.0815186363265639,0.0707120137019819,0.05864122012886388,0.05582742027567083,0.08245656961096158,0.22738765190441237,0.0411875050974635,0.27823994780197375,0.07222086289862165,0.0203898540086453,post
1800,39093,10.573698701813015,0.5187117898344972,0.2909983884582918,0.11175913846468677,0.07789118256465352,0.08835341365461848,0.04709282991839971,0.04852531143683012,0.060087483692732716,0.08078172562862916,0.2481262630138388,0.03929092164837695,0.3124600312076331,0.09193461745069449,0.021410482695111657,post
1825,46685,10.751178192918026,0.5036307165042305,0.262375495341116,0.09881118132162364,0.07796936917639499,0.07527042947413516,0.03662846738781193,0.04744564635321838,0.07070793616793403,0.08323872764271179,0.2569990360929635,0.05053014887008675,0.30590125307914745,0.10056763414372925,0.03718539145335761,post
