cohort,phase,military_mean_assoc,military_max_assoc,military_coreness,n_positive_ties,cp_fit
1350,pre,-0.5420025663044558,1.2786885387469762,0.19557872170615678,28,0.5322498055627738
1375,pre,-0.7291643701047944,0.9838968873011092,0.0651645230960951,26,0.538675332255266
1400,pre,-1.1698519373962522,1.0850157297738792,0.036429510422731584,30,0.6177139690856648
1425,pre,-0.7731237989687582,1.1093914208134557,0.23793872263839622,29,0.4195104908084741
1450,pre,-0.6041366855788132,1.42637572587224,0.32478778622188387,28,0.421608988551156
1475,pre,-0.5985488059535614,2.106049083185988,0.32750401353591446,28,0.34653765291714206
1500,transition,-0.7013657878079655,2.5155894473595937,1.0,28,0.316427540337364
1525,transition,-0.3202264975926257,2.014430054080699,0.6507160848348995,32,0.34651286934229136
1550,transition,-0.4137367360693814,2.0287493235492184,0.8908118180893594,26,0.4427280555662467
1575,transition,-0.545210548629548,1.9821722483784998,0.8388305094716443,27,0.44128777720788553
1600,transition,-0.571727418442583,1.1901976439523514,0.36582441101139174,26,0.4674679158541107
1625,transition,-0.5120217430675179,1.429770311493625,0.6987450916592256,27,0.27977207938949133
1650,post,-0.40775868176506186,1.3460418750758205,0.733921789897737,29,0.370624150637756
1675,post,-0.38891276504129735,1.5960767902387873,0.7953450994828329,28,0.35342103437650263
1700,post,-0.5645290996372071,1.5256246185639586,0.8591435978039916,30,0.25977930727832554
1725,post,-0.7355574757568445,1.4100106502910752,0.4540272638365271,30,0.4046725439311764
1750,post,-0.7552794537156503,1.0696550008169827,0.27478078324110383,29,0.42710432060494385
1775,post,-0.6234577170800434,1.3156530002637543,0.6037647880510127,27,0.29618947848308314
1800,post,-0.36949460696490627,1.4377887091685653,0.84176221619496,28,0.33370077321169617
1825,post,-0.3014975438743084,1.7565908405114359,1.0,31,0.32986296187160724
