revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Iranian Revolution,iranian-revolution,Politics,Administration & Law,Politics + Administration & Law,2432,816,85,48.92462461404318,0.790694411444456,0.6146636694523807,0.9660947712543648,0.09060140577227573,0.0004997501249375312,0.10416666666666667,1.4964608321684207,0.1825294525705721,1.1387031051300993,1.8542185592067422,2.434814360999954e-16,0.002623688155922039,1.2782775395249758e-15,associated,False
Iranian Revolution,iranian-revolution,Politics,Military,Politics + Military,2432,816,55,29.21520890468293,0.9012862480039853,0.6872236192251023,1.1112689643227274,0.10721610300222882,0.0004997501249375312,0.06740196078431372,0.9400671225999628,0.19536434232623162,0.5571530116405489,1.3229812335593767,1.4952726961049067e-06,0.002623688155922039,4.48581808831472e-06,associated,False
Iranian Revolution,iranian-revolution,Politics,Business,Politics + Business,2432,816,35,69.24880740097338,-0.9743495246340274,-1.4116845976309171,-0.6390825274836003,0.1964600533796363,0.0009995002498750624,0.0428921568627451,-0.8125243267097061,0.18908699698795933,-1.1831348408061064,-0.4419138126133058,1.7305295243253132e-05,0.0034982508745627187,4.542640001353947e-05,dissociated,False
Iranian Revolution,iranian-revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,2432,816,30,28.39783461050488,0.07784785077060272,-0.3591346656174608,0.41598644212233676,0.19826138432507232,0.6821589205397302,0.03676470588235294,0.13214102903510502,0.22390244264650844,-0.30670775855205146,0.5709898166222616,0.5550751125189326,0.6931534232883558,0.5764167362161994,not distinguishable,False
Iranian Revolution,iranian-revolution,Politics,Religion,Politics + Religion,2432,816,69,62.49865967556144,0.14169184287423375,-0.10637904629447452,0.3455934275131799,0.11500447922659335,0.2063968015992004,0.08455882352941177,0.5551016337254654,0.16254984064214115,0.23650394606686875,0.873699321384062,0.0006379075932432745,0.28895552223888055,0.001488451050900974,not distinguishable,False
Iranian Revolution,iranian-revolution,Politics,Learning & Culture,Politics + Learning & Culture,2432,816,261,296.71486475295296,-0.18469532542408745,-0.2487857709833568,-0.1291413799537144,0.03048966144143666,0.0004997501249375312,0.31985294117647056,-1.4276893858018083,0.0942040935568452,-1.6123294091732248,-1.2430493624303918,6.991714755391605e-52,0.002623688155922039,1.468260098632237e-50,dissociated,False
Iranian Revolution,iranian-revolution,Administration & Law,Military,Administration & Law + Military,2432,816,3,4.332038312592834,-0.4652769715889469,-3.1513351248230492,0.5187083848399666,0.8549598072472555,0.5172413793103449,0.003676470588235294,-0.6274008706712008,0.5504216322779703,-1.7062272699360226,0.45142552859362095,0.25434669947169297,0.618607362985174,0.3014450536790833,not distinguishable,True
Iranian Revolution,iranian-revolution,Administration & Law,Business,Administration & Law + Business,2432,816,2,10.268230076365924,-2.106781140328891,-4.5482227016958,-0.9499820373090268,0.9988670409453237,0.12543728135932034,0.0024509803921568627,-1.7225004861872872,0.6422885142763158,-2.981385974168866,-0.4636149982057083,0.007322342488332142,0.21796793910736942,0.013979017477724998,not distinguishable,True
Iranian Revolution,iranian-revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,2432,816,3,4.210837852597483,-0.4286287531281517,-3.098385373428434,0.621654836872953,0.8371461239975021,0.5302348825587206,0.003676470588235294,-0.47029114906532343,0.5517874145262641,-1.551794481536801,0.6112121834061541,0.39404485503643205,0.618607362985174,0.43552326082974063,not distinguishable,True
Iranian Revolution,iranian-revolution,Administration & Law,Religion,Administration & Law + Religion,2432,816,4,9.267316522827766,-1.118037248470842,-2.8512781138692542,-0.16363535225050088,0.7552195795619951,0.095952023988006,0.004901960784313725,-0.8333885851305346,0.48605017377435217,-1.786046925728265,0.11926975546719565,0.08641596268637151,0.18318113670437508,0.12962394402955726,not distinguishable,True
Iranian Revolution,iranian-revolution,Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,2432,816,24,43.9969526221515,-0.8609247871331781,-1.4753678774786532,-0.4287463525259446,0.26100871338079146,0.004497751124437781,0.029411764705882353,-2.0834683406096457,0.22712624692622918,-2.528635784585055,-1.6383008966342365,4.59296806120721e-20,0.013493253373313344,4.822616464267571e-19,dissociated,False
Iranian Revolution,iranian-revolution,Military,Business,Military + Business,2432,816,1,6.131646162416769,-2.1444045318445752,-3.970244314064879,-0.763169209582128,1.021290324893265,0.0009995002498750624,0.0012254901960784314,-2.0203500440751476,0.8251495224963334,-3.6376431081679614,-0.40305697998233403,0.014346621413753482,0.0034982508745627187,0.025106587474068593,dissociated,True
Iranian Revolution,iranian-revolution,Military,Nobility & Kinship,Military + Nobility & Kinship,2432,816,5,2.5144905760211085,0.8675173994453506,-0.8192060205991387,1.728321521042436,0.6408546012105362,0.13493253373313344,0.006127450980392157,0.25156460136707776,0.45032711098970807,-0.63107653617275,1.1342057389069056,0.5764167362161994,0.21796793910736942,0.5764167362161994,not distinguishable,True
Iranian Revolution,iranian-revolution,Military,Religion,Military + Religion,2432,816,3,5.533953307482685,-0.7857486104688053,-3.5054321168565314,0.2526394083999717,0.8655994658125935,0.2783608195902049,0.003676470588235294,-0.8699332361502813,0.5490452531732981,-1.9460619323699455,0.20619546006938305,0.11309197891918449,0.36534857571214396,0.14843322233142964,not distinguishable,True
Iranian Revolution,iranian-revolution,Military,Learning & Culture,Military + Learning & Culture,2432,816,7,26.272662737133025,-1.8357981319675518,-3.210323918546548,-1.0855558258007527,0.5358731736444357,0.0074962518740629685,0.00857843137254902,-3.184707195207836,0.3805990841841948,-3.930681400208858,-2.438732990206814,5.879535880234862e-17,0.017491254372813594,4.115675116164404e-16,dissociated,True
Iranian Revolution,iranian-revolution,Business,Nobility & Kinship,Business + Nobility & Kinship,2432,816,5,5.960096817330565,-0.2321241680831411,-1.9289266728690455,0.6294052333832441,0.6362796313133884,0.6786606696651675,0.006127450980392157,-0.5029468315812683,0.4449971295553485,-1.3751412055097512,0.3692475423472147,0.2583814745820714,0.6931534232883558,0.3014450536790833,not distinguishable,True
Iranian Revolution,iranian-revolution,Business,Religion,Business + Religion,2432,816,3,13.117129095538363,-1.9599957442992877,-4.711591771938293,-0.9776594568262955,0.8507843524005229,0.04897551224387806,0.003676470588235294,-1.616806476586331,0.5448056595577142,-2.6846255693194507,-0.5489873838532111,0.0030006080630832262,0.10284857571214394,0.006301276932474775,not distinguishable,True
