revolution,age_band,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Turkish revolution,20-35,Politics,Administration & Law,Politics + Administration & Law,256,108,18,15.20196210203622,0.23658042257957013,-0.12384115193598275,0.5611323911906069,0.16901538839129845,0.1549225387306347,0.16666666666666666,0.7848875399879537,0.398720243819329,0.0033958621020687696,1.5663792178738385,0.04900859306871537,0.5422288855572214,0.2572951136107557,not distinguishable,False
Turkish revolution,20-35,Politics,Military,Politics + Military,256,108,19,18.505508834397403,0.03705647299049013,-0.3401975544266923,0.323085400465391,0.16541986558642396,0.8055972013993004,0.17592592592592593,-0.36493635029486776,0.3187040319723298,-0.9895962529606341,0.25972355237089867,0.252182859160586,0.9691904047976012,0.5884266713747007,not distinguishable,False
Turkish revolution,20-35,Politics,Business,Politics + Business,256,108,5,4.946807956779231,0.014020617015478456,-1.137309531820855,0.6061618891908709,0.4567280381038097,0.9700149925037481,0.046296296296296294,0.22769936785007047,0.6164750692448278,-0.980591767869792,1.435990503569933,0.7118616617889526,0.9700149925037481,0.9065245790358608,not distinguishable,True
Turkish revolution,20-35,Politics,Nobility & Kinship,Politics + Nobility & Kinship,256,108,5,5.514759646302514,-0.12907546888614116,-1.3047124202010754,0.5196701667982216,0.483548037786621,0.7446276861569215,0.046296296296296294,-0.45596906875533105,0.5419740463886827,-1.5182381996771492,0.6063000621664871,0.40017337662351826,0.9691904047976012,0.7639673553721713,not distinguishable,True
Turkish revolution,20-35,Politics,Religion,Politics + Religion,256,108,1,3.2657852574711628,-1.3279882324188244,-3.2547056126314664,0.014960386304441757,0.9223478588311852,0.19290354822588707,0.009259259259259259,-1.56483969326767,0.8947397623976141,-3.3185296275669938,0.1888502410316535,0.08030264083206087,0.5787106446776612,0.28105924291221307,not distinguishable,True
Turkish revolution,20-35,Politics,Learning & Culture,Politics + Learning & Culture,256,108,34,34.56517619672311,-0.023442615442818508,-0.20681975809033318,0.15518868113329104,0.09083113718928108,0.7926036981509246,0.3148148148148148,-1.0720149761488438,0.2640729356505287,-1.58959793002388,-0.5544320222738075,4.916922080874204e-05,0.9691904047976012,0.0005162768184917915,not distinguishable,False
Turkish revolution,20-35,Administration & Law,Military,Administration & Law + Military,256,108,2,2.991452923476793,-0.48189942558663207,-2.842465961709114,0.6026817031438021,0.910918203000654,0.5322338830584707,0.018518518518518517,-1.1152793411533215,0.6798293149475206,-2.447744798450462,0.21718611614381889,0.10089533536989541,0.9691904047976012,0.3026860061096862,not distinguishable,True
Turkish revolution,20-35,Administration & Law,Business,Administration & Law + Business,256,108,0,0.7996615092625399,-1.3781359290263542,-1.9581053472724355,-0.7039269022539338,0.32922840007934484,0.0004997501249375312,0.0,-1.0467138505404583,1.4607306738315131,-3.9097459712502243,1.8163182701693075,0.47364027576396095,0.010494752623688156,0.8288704825869316,dissociated,True
Turkish revolution,20-35,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,256,108,1,0.8914720483415826,0.10835057237790899,-1.7995262316510703,1.400483734795664,0.9563533428675528,0.8895552223888056,0.009259259259259259,-0.2549507959242899,0.8805701243828944,-1.9808682397147628,1.4709666478661831,0.7721764098598245,0.9691904047976012,0.9065245790358608,not distinguishable,True
Turkish revolution,20-35,Administration & Law,Religion,Administration & Law + Religion,256,108,1,0.5279207906864154,0.5452334028106425,-1.3654773572576853,1.8125877491060383,0.9319729710386243,0.5627186406796602,0.009259259259259259,0.30684708985251474,0.9077209116487722,-1.4722858969790789,2.085980076684108,0.7353321206844716,0.9691904047976012,0.9065245790358608,not distinguishable,True
