revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Turkish revolution,turkish-revolution,Politics,Administration & Law,Politics + Administration & Law,722,361,46,43.81577550303943,0.06941035629790382,-0.18552093199666547,0.27879873757175816,0.11512586143374373,0.5312343828085957,0.12742382271468145,0.37396023384249283,0.23056742710786435,-0.07795192328892131,0.825872390973907,0.1048220459365806,0.7871064467766117,0.16932792035909172,not distinguishable,False
Turkish revolution,turkish-revolution,Politics,Military,Politics + Military,722,361,103,91.02109464776277,0.17745455488536252,0.058227000032471075,0.2964993193933478,0.06090965756070973,0.004497751124437781,0.2853185595567867,0.09328151256335922,0.16240514592039254,-0.22503257344061017,0.4115955985673286,0.56571382969296,0.08045977011494253,0.65999946797512,not distinguishable,False
Turkish revolution,turkish-revolution,Politics,Business,Politics + Business,722,361,11,11.291495435864931,-0.036112836036286323,-0.7178221960353061,0.4380492789485189,0.29955676034217577,0.896551724137931,0.030470914127423823,-0.06811332172896965,0.40210840628867545,-0.8562457980547735,0.7200191545968342,0.8654895389859917,0.9909255898366606,0.9087640159352913,not distinguishable,False
Turkish revolution,turkish-revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,722,361,11,21.465565029545765,-0.9336097497947877,-1.8462552517502977,-0.35969630533421404,0.35768150657997516,0.021989005497251374,0.030470914127423823,-1.3219949103771063,0.3383435811331395,-1.9851483293980596,-0.6588414913561529,9.335032107058801e-05,0.11544227886056972,0.000490089185620587,not distinguishable,False
Turkish revolution,turkish-revolution,Politics,Religion,Politics + Religion,722,361,10,17.66837059029923,-0.7910397110145047,-1.6480717671276202,-0.2104099196690945,0.3685094280468417,0.03548225887056472,0.027700831024930747,-1.083446248417448,0.3607370582409884,-1.7904908825697854,-0.3764016142651109,0.0026696043544444732,0.14902548725637182,0.009343615240555657,not distinguishable,False
Turkish revolution,turkish-revolution,Politics,Learning & Culture,Politics + Learning & Culture,722,361,82,77.73769877479938,0.07653018279798376,-0.06763265300053042,0.22037737121501527,0.07301565587272982,0.28785607196401797,0.22714681440443213,-1.1832286198455222,0.16232151075898588,-1.5013787809331345,-0.8650784587579099,3.113071147603646e-13,0.5570964517741129,3.2687247049838283e-12,not distinguishable,False
Turkish revolution,turkish-revolution,Administration & Law,Military,Administration & Law + Military,722,361,15,15.026299136171284,-0.002445773004018328,-0.7249600991813938,0.48398424077439317,0.31107906098006083,0.9920039980009995,0.04155124653739612,-0.7490177761470584,0.29314673638257005,-1.3235853794568957,-0.1744501728372212,0.010615880359586757,0.9920039980009994,0.02786668594391524,not distinguishable,False
Turkish revolution,turkish-revolution,Administration & Law,Business,Administration & Law + Business,722,361,1,1.8640666624655844,-0.6563082167962084,-2.5464078311828775,0.6512033078143502,1.0005915244423642,0.5622188905547226,0.002770083102493075,-0.8107792796546789,0.8490861585103993,-2.4749881503350615,0.8534295910257037,0.3396360686459551,0.7871064467766117,0.4754904961043371,not distinguishable,True
Turkish revolution,turkish-revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,722,361,4,3.543662076457131,0.15426256329872862,-1.5599055676367526,1.067979259326498,0.7191828249016435,0.8050974512743628,0.0110803324099723,-0.5054504964603808,0.5048708880930736,-1.494997437122805,0.48409644420204345,0.31675524609165795,0.9392803598200898,0.4751328691374869,not distinguishable,True
Turkish revolution,turkish-revolution,Administration & Law,Religion,Administration & Law + Religion,722,361,3,2.916798823019791,0.03470961592809465,-2.604537544036369,1.0104869685049893,0.8368740748966558,0.9570214892553723,0.008310249307479225,-0.49464951054394907,0.5688658271616297,-1.6096265317807432,0.6203275106928452,0.38455383914222807,0.9920039980009994,0.5047269138741743,not distinguishable,True
Turkish revolution,turkish-revolution,Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,722,361,11,12.833397801554815,-0.21341061369108646,-1.0861626163449114,0.3778300203790844,0.3750861286160415,0.5612193903048476,0.030470914127423823,-1.5876240539923208,0.3267619307959316,-2.2280774383523467,-0.9471706696322949,1.181848339246921e-06,0.7871064467766117,8.272938374728447e-06,not distinguishable,False
Turkish revolution,turkish-revolution,Military,Business,Military + Business,722,361,2,3.872335618075492,-0.8064760508501354,-3.184393598857782,0.3325888008453592,0.93737309783628,0.3183408295852074,0.00554016620498615,-1.4346896780407201,0.6702731544520963,-2.748425060766829,-0.12095429531461122,0.032317995310850375,0.5570964517741129,0.0678677901527858,not distinguishable,True
Turkish revolution,turkish-revolution,Military,Nobility & Kinship,Military + Nobility & Kinship,722,361,11,7.36145823183062,0.5487650114227908,-0.3521475625085186,1.1437339809850697,0.372879899711627,0.12643678160919541,0.030470914127423823,-0.5972667478294519,0.3398246483982278,-1.2633230586899784,0.06878956303107453,0.0788201300895664,0.37931034482758624,0.13793522765674118,not distinguishable,False
Turkish revolution,turkish-revolution,Military,Religion,Military + Religion,722,361,5,6.059238223916653,-0.254096654377765,-1.754056379153384,0.5510374248086564,0.6071706306736993,0.6486756621689156,0.013850415512465374,-1.1852365477457238,0.4625842005405355,-2.0919015808051733,-0.2785715146862743,0.010400926066361081,0.8513868065967017,0.02786668594391524,not distinguishable,True
Turkish revolution,turkish-revolution,Military,Learning & Culture,Military + Learning & Culture,722,361,14,26.65957414965031,-0.9054079586869055,-1.6147945886747035,-0.40183610638121753,0.3181461839134421,0.011494252873563218,0.038781163434903045,-2.788023906943777,0.2860544628768796,-3.3486906541824606,-2.227357159705093,1.9097677664131386e-22,0.08045977011494253,4.010512309467591e-21,not distinguishable,False
Turkish revolution,turkish-revolution,Business,Nobility & Kinship,Business + Nobility & Kinship,722,361,2,0.9132154732668758,0.8229466444216338,-1.563458024849078,1.9663089772190716,0.9668103767155664,0.30884557721139433,0.00554016620498615,0.2082741067410279,0.679799698250038,-1.1241333018290467,1.5406815153111024,0.7593186098120368,0.5570964517741129,0.8392468845290934,not distinguishable,True
Turkish revolution,turkish-revolution,Business,Religion,Business + Religion,722,361,2,0.7516703794317076,0.9980734084710206,-1.3541941425673165,2.0845709077579406,0.9317015663014784,0.19290354822588707,0.00554016620498615,0.4951845379974251,0.6838188036805033,-0.8451003172163614,1.8354693932112116,0.46897620828719544,0.5063718140929535,0.5793235514135944,not distinguishable,True
Turkish revolution,turkish-revolution,Business,Learning & Culture,Business + Learning & Culture,722,361,4,3.3072164315074866,0.2411884153122504,-1.3869582216660878,1.1168238521687615,0.6812844636082347,0.6946526736631684,0.0110803324099723,-1.1722215243301908,0.5241061041257904,-2.1994694884167396,-0.14497356024364172,0.02531176952955345,0.8581003615839139,0.05906079556895805,not distinguishable,True
Turkish revolution,turkish-revolution,Nobility & Kinship,Religion,Nobility & Kinship + Religion,722,361,3,1.4289541630797031,0.8595360604141282,-1.7030148360690034,1.8631258624803717,0.8213594703392738,0.23288355822088955,0.008310249307479225,-0.03417983084485066,0.5742478351151925,-1.159705587670628,1.0913459259809266,0.9525371042466546,0.5433949691820756,0.9525371042466546,not distinguishable,True
Turkish revolution,turkish-revolution,Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,722,361,10,6.287145027027885,0.6295125819631778,-0.35061081612347683,1.2412065548888014,0.39712620913222046,0.10594702648675662,0.027700831024930747,-1.1605141131903463,0.34997329947384026,-1.846461780159073,-0.47456644622161936,0.0009131335266935644,0.37081459270364814,0.0038351608121129704,not distinguishable,False
Turkish revolution,turkish-revolution,Religion,Learning & Culture,Religion + Learning & Culture,722,361,11,5.174967821233083,1.0189497441431645,0.2422559382669467,1.585645479953976,0.35049948895786104,0.009495252373813094,0.030470914127423823,-0.6814979279128554,0.35060297081401226,-1.3686797507083193,0.0056838948826086755,0.05192099374436014,0.08045977011494253,0.09912189714832391,not distinguishable,False
