pair,n_points,assoc_first,assoc_last,slope_per_century,slope_se,slope_ci_low,slope_ci_high,p_value,q_value,trend
Economic + Security,11,-0.6240781827693616,-0.35308850598451835,0.017033129415384186,0.07181012102701527,-0.12371470779756574,0.1577809666283341,0.8178153129289861,0.8178153129289861,flat
Ideational + Economic,11,0.24144919068774773,0.16421047698616872,-0.07235724482241628,0.04221590198803766,-0.15510041271897007,0.010385923074137535,0.1206783696905951,0.3620351090717853,flat
Ideational + Security,11,-0.5858876029806598,-0.4155238832142756,0.1465946689853991,0.07924139320939762,-0.00871846170502022,0.30190779967581843,0.09735469742256937,0.3620351090717853,flat
Political + Economic,11,-0.37915214246436174,-0.18439444534909027,0.040972976513299314,0.054386468355044265,-0.06562450146258744,0.14757045448918607,0.47047718658554377,0.5645726239026525,flat
Political + Ideational,11,-0.032567597400732666,-0.03525891044671965,0.01204588908510508,0.013551626944984073,-0.014515299727063703,0.03860707789727386,0.397198294355111,0.5645726239026525,flat
Political + Security,11,0.796413245596223,0.5856054782169452,-0.054747060936845116,0.053298542899064855,-0.15921220501901223,0.049718083145322,0.3311509344805188,0.5645726239026525,flat
