period_type,period,domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction
halfcentury,1400,Political,Ideational,Political + Ideational,2233,314,161,160.46942420138708,0.004747487400503781,-0.035991965271081346,0.04929865740717359,0.02175353174790321,0.8180909545227386,0.5127388535031847,-2.421259079415213,0.10752886589692183,-2.63201565657318,-2.2105025022572464,2.8101273676231417e-112,0.8180909545227385,1.686076420573885e-111,not distinguishable
halfcentury,1400,Political,Economic,Political + Economic,2233,314,47,54.85184741814803,-0.22070395562326686,-0.4226262773485643,-0.060447731004858896,0.09215948400765545,0.020989505247376312,0.14968152866242038,-1.2684478904521412,0.16356639046277002,-1.5890380157591704,-0.947857765145112,8.83837800059499e-15,0.04197901049475263,1.0606053600713989e-14,dissociated
halfcentury,1400,Political,Security,Political + Security,2233,314,44,36.67872836011804,0.25932791009075706,0.05210118503994935,0.4672332470982457,0.1054431499832849,0.013493253373313344,0.14012738853503184,-1.3294432845579556,0.16789693744789166,-1.6585212819558233,-1.0003652871600879,2.409532902520586e-15,0.04197901049475263,3.614299353780879e-15,associated
halfcentury,1400,Ideational,Economic,Ideational + Economic,2233,314,40,32.67872837890419,0.28766331394593436,0.06281038746478766,0.5222197947913153,0.1169727797051295,0.01649175412293853,0.12738853503184713,-2.66109124721275,0.17433322491006717,-3.002784368036482,-2.3193981263890184,1.3204635588944995e-52,0.04197901049475263,3.9613906766834984e-52,associated
halfcentury,1400,Ideational,Security,Ideational + Security,2233,314,14,21.8518474359961,-0.6243411784435777,-1.3490929262493825,-0.15333396208311456,0.3037617808837359,0.047976011994003,0.044585987261146494,-3.8099201813488293,0.2729139714238824,-4.344831565339639,-3.2750087973580198,2.728561220728981e-44,0.07196401799100449,5.457122441457962e-44,not distinguishable
halfcentury,1400,Economic,Security,Economic + Security,2233,314,8,7.4694242054465265,0.09298734864754414,-1.001150363697142,0.7648904528453389,0.4562674479521024,0.8100949525237381,0.025477707006369428,-2.086753638465393,0.3526779181406695,-2.778002358021105,-1.3955049189096806,3.2810183099899866e-09,0.8180909545227385,3.2810183099899866e-09,not distinguishable
halfcentury,1450,Political,Ideational,Political + Ideational,4329,730,325,303.2810834457352,0.09962550787848293,0.05155417207394857,0.1509827485761175,0.024930553322059158,0.0004997501249375312,0.4452054794520548,-2.775663802501086,0.07963406586592484,-2.9317465715982984,-2.619581033403873,3.5474768713953954e-266,0.0009995002498750624,2.1284861228372372e-265,associated
halfcentury,1450,Political,Economic,Political + Economic,4329,730,127,153.77651275849084,-0.2750211939168056,-0.392903250299514,-0.17496303179731593,0.05623097540560385,0.0004997501249375312,0.17397260273972603,-1.133762856655829,0.10274741041852818,-1.3351477810761443,-0.9323779322355139,2.605934945845097e-28,0.0009995002498750624,3.908902418767646e-28,dissociated
halfcentury,1450,Political,Security,Political + Security,4329,730,81,75.94240376011602,0.09242691422727671,-0.0956233905942212,0.2616366685240538,0.09349455252145832,0.33033483258370816,0.11095890410958904,-1.091076053947734,0.1253622128730138,-1.3367859911788411,-0.845366116716627,3.221185841815698e-18,0.33383308345827084,3.865423010178838e-18,not distinguishable
halfcentury,1450,Ideational,Economic,Ideational + Economic,4329,730,118,112.94240379381101,0.06292705104675973,-0.06036846578692781,0.1830679425218196,0.06380365177046285,0.33383308345827084,0.16164383561643836,-2.7197038308146664,0.10654488986096801,-2.9285318149421635,-2.5108758466871692,1.0049735285211746e-143,0.33383308345827084,3.0149205855635236e-143,not distinguishable
halfcentury,1450,Ideational,Security,Ideational + Security,4329,730,29,55.77651278916824,-0.9318179793301669,-1.4486463879485854,-0.5659681621725284,0.22342857533246108,0.0009995002498750624,0.03972602739726028,-3.6409840511730005,0.192879207701943,-4.019027298268809,-3.2629408040771923,1.762647003434589e-79,0.0014992503748125937,3.525294006869178e-79,dissociated
halfcentury,1450,Economic,Security,Economic + Security,4329,730,50,28.281083452678722,0.8111624850709586,0.5021816503402089,1.084761487978986,0.14918487621943943,0.0004997501249375312,0.0684931506849315,-0.7950910870320096,0.15372189825237434,-1.0963860076066632,-0.4937961664573559,2.312676890660276e-07,0.0009995002498750624,2.312676890660276e-07,associated
