period_type,period,domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction
all,3500BC-2020AD,Political,Ideational,Political + Ideational,1485223,374703,55852,63164.70229512209,-0.1775081383906176,-0.18485320721211518,-0.1703937924342838,0.0036039890585562178,0.0004997501249375312,0.14905671958858083,-1.4868774065315666,0.0049573045452180695,-1.496593723440194,-1.4771610896229392,0.0,0.0005552779165972568,0.0,dissociated
all,3500BC-2020AD,Political,Cultural,Political + Cultural,1485223,374703,40288,59967.953946763046,-0.5738356861731965,-0.5834497993476914,-0.5646772212594344,0.00478681302550409,0.0004997501249375312,0.10751982236598052,-3.7533221849266423,0.0057526886241339595,-3.764597454629945,-3.7420469152233395,0.0,0.0005552779165972568,0.0,dissociated
all,3500BC-2020AD,Political,Economic,Political + Economic,1485223,374703,51656,40131.22928018103,0.3642065732489996,0.35623680664354573,0.3721698959980641,0.00409006678978872,0.0004997501249375312,0.13785851727901832,-0.5910243187843454,0.00535789837376348,-0.6015257995969218,-0.580522837971769,0.0,0.0005552779165972568,0.0,associated
all,3500BC-2020AD,Political,Security,Political + Security,1485223,374703,29577,14109.114483251335,1.0678215459120872,1.0570008001997753,1.0787082167300648,0.005594917122824453,0.0004997501249375312,0.07893451613678033,-0.3023620392922034,0.007069539523332825,-0.31621833675793576,-0.28850574182647104,0.0,0.0005552779165972568,0.0,associated
all,3500BC-2020AD,Ideational,Cultural,Ideational + Cultural,1485223,374703,93942,67748.51944382647,0.47157792117251207,0.46674464974075813,0.476543552724177,0.00254385479737933,0.0004997501249375312,0.25071056276571047,-1.9243597211539138,0.004247330975229352,-1.9326844898653635,-1.9160349524424642,0.0,0.0005552779165972568,0.0,associated
all,3500BC-2020AD,Ideational,Economic,Ideational + Economic,1485223,374703,34182,45338.07122395178,-0.4074810124295183,-0.41814136071746477,-0.3970294893708158,0.005533738164718661,0.0004997501249375312,0.0912242496056877,-0.8334581571440437,0.006196311489549422,-0.8456029276635606,-0.8213133866245268,0.0,0.0005552779165972568,0.0,dissociated
all,3500BC-2020AD,Ideational,Security,Ideational + Security,1485223,374703,8215,15939.707026728114,-0.956250080549371,-0.9844939226171885,-0.9281257066809331,0.014248114891082828,0.0004997501249375312,0.021924030498821735,-1.59054847925969,0.011635393789867504,-1.6133538510878302,-1.5677431074315498,0.0,0.0005552779165972568,0.0,dissociated
all,3500BC-2020AD,Cultural,Economic,Cultural + Economic,1485223,374703,43474,43043.523810021434,0.014356486035484967,0.00538680040213035,0.02331467472653895,0.004506427029972138,0.0014992503748125937,0.11602255653143957,-1.8676138766806216,0.005653016554377569,-1.8786937891272018,-1.8565339642340415,0.0,0.0014992503748125937,0.0,associated
all,3500BC-2020AD,Cultural,Security,Cultural + Security,1485223,374703,8189,15133.002803332205,-0.8858986749945568,-0.9147824359337877,-0.8589828210710949,0.014016470466732128,0.0004997501249375312,0.021854642209963623,-2.8417540680137128,0.011629132555440649,-2.8645471678223764,-2.818960968205049,0.0,0.0005552779165972568,0.0,dissociated
all,3500BC-2020AD,Economic,Security,Economic + Security,1485223,374703,9328,10127.17568682245,-0.1185860889595246,-0.14402097360627017,-0.094299651149732,0.012881943436622842,0.0004997501249375312,0.024894383018016938,-0.6423052363578604,0.01109168461684861,-0.6640449382068837,-0.6205655345088371,0.0,0.0005552779165972568,0.0,dissociated
