period_type,period,domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction
halfcentury,1400,Political,Ideational,Political + Ideational,2785,683,161,141.1756856575505,0.18894198034820966,0.0785150120716887,0.2928717073961629,0.05642894766193788,0.001999000499750125,0.23572474377745242,-1.494237745195971,0.09945298397752594,-1.6891655937919219,-1.29930989660002,5.0693617724308956e-51,0.003331667499583541,1.6897872574769652e-50,associated
halfcentury,1400,Political,Cultural,Political + Cultural,2785,683,40,96.76745537150833,-1.2640352677381528,-1.662266597292364,-0.9454385881093631,0.1873860253756159,0.0004997501249375312,0.05856515373352855,-2.7131927489070686,0.16757511200829245,-3.041639968443322,-2.3847455293708153,5.846219625725556e-59,0.0009995002498750624,2.9231098128627778e-58,dissociated
halfcentury,1400,Political,Economic,Political + Economic,2785,683,47,37.979681310477076,0.3038306627165614,-0.027980757376927935,0.5873690913888056,0.15790547967185356,0.053973013493253376,0.06881405563689605,-0.890142687204704,0.1627623766191305,-1.2091569453781998,-0.5711284290312082,4.526562733578841e-08,0.06330168249208729,5.658203416973552e-08,not distinguishable
halfcentury,1400,Political,Security,Political + Security,2785,683,44,16.07717766798337,1.4246069330452333,1.123292021338051,1.6856171068526598,0.1456089794733903,0.0004997501249375312,0.06442166910688141,-0.951662091514602,0.16711595891831668,-1.2792093709945027,-0.6241148120347013,1.2364608791391906e-08,0.0009995002498750624,1.7663726844845578e-08,associated
halfcentury,1400,Ideational,Cultural,Ideational + Cultural,2785,683,233,196.8555817406703,0.24262522687464846,0.16419924385789073,0.3291028491384929,0.04267677205015186,0.0004997501249375312,0.3411420204978038,-1.5381834626355173,0.08890136430752586,-1.712430136678268,-1.3639367885927667,4.5327025370791655e-67,0.0009995002498750624,4.5327025370791654e-66,associated
halfcentury,1400,Ideational,Economic,Ideational + Economic,2785,683,40,77.262672971977,-0.94115590221621,-1.321962122087893,-0.6252850765291966,0.17856179932159888,0.0004997501249375312,0.05856515373352855,-2.042410162243564,0.17226797127194238,-2.380055385936571,-1.7047649385505572,2.0030315649435873e-32,0.0009995002498750624,5.007578912358968e-32,dissociated
halfcentury,1400,Ideational,Security,Ideational + Security,2785,683,14,32.70605959853347,-1.1953936351588226,-1.974594817510243,-0.6371623106018348,0.341093450150809,0.0034982508745627187,0.020497803806734993,-3.175820078488796,0.2715306398718071,-3.708020132637538,-2.6436200243400543,1.3361731384429288e-31,0.004997501249375313,2.6723462768858576e-31,dissociated
halfcentury,1400,Cultural,Economic,Cultural + Economic,2785,683,82,52.95892294679542,0.6259633479011054,0.4249075737627819,0.8240223240035528,0.102014713244261,0.0004997501249375312,0.12005856515373353,-0.6069122917418598,0.1333046308640616,-0.8681893682354205,-0.34563521524829904,5.2930989062545455e-06,0.0009995002498750624,5.2930989062545455e-06,associated
halfcentury,1400,Cultural,Security,Cultural + Security,2785,683,14,22.418039960903933,-0.6604307642909102,-1.430293359751334,-0.13425364078759214,0.34010397962052763,0.05697151424287856,0.020497803806734993,-2.679153673523817,0.27165557343901636,-3.211598597464289,-2.146708749583345,6.063311998456917e-23,0.06330168249208729,1.0105519997428195e-22,not distinguishable
halfcentury,1400,Economic,Security,Economic + Security,2785,683,8,8.798722773600613,-0.12956972714934056,-1.2754377138362911,0.615449644825472,0.4924600398494076,0.7766116941529235,0.01171303074670571,-1.7855530392585919,0.3524430685556109,-2.4763414536275894,-1.0947646248895944,4.0579946013468776e-07,0.7766116941529235,4.50888289038542e-07,not distinguishable
