pair,n_points,assoc_first,assoc_last,slope_per_century,slope_se,slope_ci_low,slope_ci_high,p_value,q_value,trend
Economic + Security,11,-0.4187134227318642,-0.3778012874315082,-0.03157176615643706,0.06661425808236689,-0.16213571199787616,0.09899217968500204,0.6468229460388283,0.7694706685365924,flat
Ideational + Economic,11,0.24915575146476485,0.1809970164007337,-0.0778348148553858,0.0451953578263166,-0.16641771619496631,0.010748086484194716,0.11913652886364672,0.5476551674405723,flat
Ideational + Security,11,-0.4681012805066742,-0.4099338400252339,0.13177499236030452,0.09123827693113253,-0.04705203042471523,0.31060201514532426,0.18255172248019075,0.5476551674405723,flat
Political + Economic,11,-0.2891302656370726,-0.16231963772222885,0.03250692120784851,0.052862907438221335,-0.0711043773710653,0.1361182197867623,0.553829197928401,0.7694706685365924,flat
Political + Ideational,11,-0.020862921505016202,-0.04463787494916399,0.004178445710933753,0.013833199301910475,-0.02293462492081078,0.03129151634267829,0.7694706685365924,0.7694706685365924,flat
Political + Security,11,0.5170141422825092,0.5388365569846465,-0.01642541065933735,0.04548818972174055,-0.10558226251394882,0.07273144119527412,0.7263617288188368,0.7694706685365924,flat
