revolution,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell,birth_cohort_start,birth_cohort_end,overlaps_window
German Revolution,Politics,Administration & Law,Politics + Administration & Law,9610,3737,587,266.41345157330557,1.1382168372090766,1.059469719224055,1.2192224417389514,0.04055557137077709,0.0004997501249375312,0.15707786994915707,1.3020339107081613,0.0616049194387058,1.181288268608298,1.4227795528080247,3.7737569715712075e-99,0.0006996501749125438,1.584977928059907e-98,associated,False,1760,1799,False
German Revolution,Politics,Military,Politics + Military,9610,3737,150,121.54584233620251,0.3023403384706662,0.09816998595124105,0.4781483594943659,0.09730721878218807,0.0029985007496251873,0.04013914905004014,-0.3492807715674435,0.09243220426967169,-0.5304478919360001,-0.16811365119888702,0.00015759990221413795,0.0034982508745627183,0.00018386655258316096,associated,False,1760,1799,False
German Revolution,Politics,Business,Politics + Business,9610,3737,266,224.8726140153773,0.24182331483278666,0.11208852915486471,0.3695365234869833,0.06670171873551478,0.0004997501249375312,0.07118009098207118,-0.12240812381816414,0.07312401105057002,-0.26573118547728136,0.020914937840953093,0.0941345521011589,0.0006996501749125438,0.09884127970621684,associated,False,1760,1799,False
German Revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,9610,3737,204,196.90470870258335,0.05094444029851974,-0.12881798659332988,0.20633632662942047,0.0836266106647424,0.5312343828085957,0.05458924270805459,-0.12934276293168606,0.0818116532155403,-0.28969360323414506,0.031008077370772935,0.1138821204557451,0.5312343828085957,0.11388212045574508,not distinguishable,False,1760,1799,False
German Revolution,Politics,Religion,Politics + Religion,9610,3737,46,94.18079058229313,-1.0258410363705726,-1.4428211176325552,-0.6842650485322331,0.1958750188659589,0.0004997501249375312,0.01230933904201231,-1.1972707088455432,0.15445839911762235,-1.500009171116083,-0.8945322465750034,9.087621852542486e-15,0.0006996501749125438,1.4680004531030168e-14,dissociated,False,1760,1799,False
German Revolution,Politics,Learning & Culture,Politics + Learning & Culture,9610,3737,179,528.0825928337998,-1.5581450711962712,-1.7419750424185605,-1.387074629967041,0.09020999100171123,0.0004997501249375312,0.0478993845330479,-3.1884171402263077,0.0824685473537513,-3.3500554930396604,-3.026778787412955,0.0,0.0006996501749125438,0.0,dissociated,False,1760,1799,False
German Revolution,Administration & Law,Military,Administration & Law + Military,9610,3737,45,94.01626727242784,-1.0546961088216864,-1.5122648731829134,-0.7091456696240702,0.20517440363543882,0.0004997501249375312,0.012041744715012041,-1.4027283471624694,0.15452734083261738,-1.7056019351943994,-1.0998547591305394,1.1105490214895931e-19,0.0006996501749125438,2.3321529451281453e-19,dissociated,False,1760,1799,False
German Revolution,Administration & Law,Business,Administration & Law + Business,9610,3737,50,173.93999971665136,-1.7883756002116695,-2.2052000768236746,-1.4503934914848788,0.19396675000192284,0.0004997501249375312,0.01337971635001338,-1.7695665118152013,0.14617193447933632,-2.0560635033947006,-1.483069520235702,9.809147934793984e-34,0.0006996501749125438,2.9427443804381954e-33,dissociated,False,1760,1799,False
German Revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,9610,3737,102,152.30669650859573,-0.576083858826513,-0.8429904574175855,-0.34314232229525427,0.12835693242757276,0.0004997501249375312,0.027294621354027295,-0.6524492595209508,0.10769511083674628,-0.8635316767609735,-0.44136684228092804,1.3756789376736544e-09,0.0006996501749125438,1.69936809947922e-09,dissociated,False,1760,1799,False
German Revolution,Administration & Law,Religion,Administration & Law + Religion,9610,3737,5,72.84927406090384,-3.737279163840392,-5.584507414125979,-2.8514702267229004,0.6859601869964547,0.0004997501249375312,0.001337971635001338,-3.1017456738515103,0.429192801199769,-3.9429635642030574,-2.2605277834999633,4.940401454740158e-13,0.0006996501749125438,7.410602182110237e-13,dissociated,True,1760,1799,False
