revolution,category,n_holding,share_holding,n_primary,share_primary,level
German Revolution,Politics,14281,0.2643748380169573,11577,0.2143174497389759,sector
German Revolution,Administration & Law,5822,0.10777888851864194,3147,0.05825835832500278,sector
German Revolution,Military,4460,0.08256507090229183,3228,0.059757858491613906,sector
German Revolution,Religion,2264,0.04191195527416787,1201,0.022233329630863784,sector
German Revolution,Nobility,888,0.016438964789514607,339,0.006275685882483616,sector
German Revolution,Kinship,757,0.014013847236106483,75,0.0013884260801954903,sector
German Revolution,Big business,2959,0.05477803695064608,1802,0.03335925062016365,sector
German Revolution,Small business,4453,0.08243548446814025,1100,0.020363582509533858,sector
German Revolution,Academia,16497,0.30539820059980005,12906,0.23892035988003998,sector
German Revolution,Exploration & Invention,1755,0.032489170276574476,814,0.015069051057055055,sector
German Revolution,Culture (core),16074,0.2975674775074975,13832,0.2560627938835203,sector
German Revolution,Culture (periphery),5121,0.09480173275574809,2669,0.04940945610722352,sector
German Revolution,Sport & Games,1629,0.030156614461846053,1328,0.02458439779332815,sector
German Revolution,Politics,14281,0.2643748380169573,11577,0.2143174497389759,group
German Revolution,Administration & Law,5822,0.10777888851864194,3147,0.05825835832500278,group
German Revolution,Military,4460,0.08256507090229183,3228,0.059757858491613906,group
German Revolution,Business,6907,0.1278647858121367,2902,0.05372283312969751,group
German Revolution,Nobility & Kinship,1503,0.02782405864711763,414,0.007664111962679107,group
German Revolution,Religion,2264,0.04191195527416787,1201,0.022233329630863784,group
German Revolution,Learning & Culture,33168,0.6140175497056537,30221,0.5594616609278389,group
