revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
German Revolution,german-revolution,Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,54018,15435,1063,1516.5578917564176,-0.5124561073663113,-0.5799259763980479,-0.4463874329512849,0.033727900387091204,0.0004997501249375312,0.06886945254292193,-2.189313437808933,0.03526598241452143,-2.258434763341395,-2.120192112276471,0.0,0.0005523554012467451,0.0,dissociated,False
German Revolution,german-revolution,Military,Business,Military + Business,54018,15435,156,346.40325878657364,-1.14837073611312,-1.3706160053615783,-0.9486054900911367,0.10785799477842449,0.0004997501249375312,0.01010689990281827,-1.4674116376557722,0.08242309750973836,-1.6289609087748593,-1.305862366536685,6.65020365931629e-71,0.0005523554012467451,1.995061097794887e-70,dissociated,False
German Revolution,german-revolution,Military,Nobility & Kinship,Military + Nobility & Kinship,54018,15435,278,73.03749721009162,1.9211253460478923,1.766027278929244,2.0625165104873697,0.07394408664180942,0.0004997501249375312,0.018011013929381276,0.9655296045427109,0.06831133713559048,0.8316393837569536,1.0994198253284682,2.3360529082869694e-45,0.0005523554012467451,4.905711107402636e-45,associated,False
German Revolution,german-revolution,Military,Religion,Military + Religion,54018,15435,22,96.08969059549975,-2.101944211216421,-2.7781128327928086,-1.5869677852423154,0.30786618338485877,0.0004997501249375312,0.0014253320375769356,-2.2352886943711776,0.21245425611723445,-2.651699036360957,-1.818878352381398,6.89376647852223e-26,0.0005523554012467451,9.048068503060427e-26,dissociated,False
German Revolution,german-revolution,Military,Learning & Culture,Military + Learning & Culture,54018,15435,651,699.2523156550086,-0.10307917725053894,-0.18963139830794606,-0.017632918070472195,0.04381579818175673,0.021989005497251374,0.04217687074829932,-2.4121026896079916,0.04343793284096246,-2.497241037976278,-2.326964341239705,0.0,0.023088455772113943,0.0,dissociated,False
German Revolution,german-revolution,Business,Nobility & Kinship,Business + Nobility & Kinship,54018,15435,134,197.79709149024768,-0.5600573443039293,-0.7939649910175715,-0.342849411815707,0.11536898184804488,0.0004997501249375312,0.008681567865241335,-0.41062688584330903,0.09129421344801761,-0.5895635442014235,-0.23169022748519452,6.8646899066090185e-06,0.0005523554012467451,7.58728884414681e-06,dissociated,False
German Revolution,german-revolution,Business,Religion,Business + Religion,54018,15435,51,260.2260763031945,-2.3398905426340066,-2.759547889278849,-1.9925729125504232,0.19867733701002355,0.0004997501249375312,0.003304178814382896,-1.8815411653424967,0.14155341183978937,-2.1589858525484837,-1.6040964781365097,2.57278263662217e-40,0.0005523554012467451,4.5023696140887975e-40,dissociated,False
German Revolution,german-revolution,Business,Learning & Culture,Business + Learning & Culture,54018,15435,2679,1893.685839980713,0.5003859344161462,0.4670864913822131,0.5317931797742479,0.016962645897007855,0.0004997501249375312,0.17356656948493684,-1.0628422730393152,0.026507584501628923,-1.114797138662508,-1.0108874074161225,0.0,0.0005523554012467451,0.0,associated,False
German Revolution,german-revolution,Nobility & Kinship,Religion,Nobility & Kinship + Religion,54018,15435,39,54.86744376645086,-0.48718526300524245,-1.0043815392778983,-0.10375215154541931,0.23256658858820484,0.041979010494752625,0.0025267249757045676,-0.4951339113655751,0.16269143892164095,-0.8140091316519913,-0.17625869107915887,0.0023392697269461935,0.041979010494752625,0.002456233213293503,dissociated,False
German Revolution,german-revolution,Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,54018,15435,501,399.274749143157,0.3270623504067604,0.22744993402318273,0.41931893015461064,0.04868644275385624,0.0004997501249375312,0.032458697764820216,-1.1909008141326392,0.055430292128932454,-1.2995441867053468,-1.0822574415599315,2.1665822690100716e-102,0.0005523554012467451,7.58303794153525e-102,associated,False
German Revolution,german-revolution,Religion,Learning & Culture,Religion + Learning & Culture,54018,15435,1201,525.2943840258079,1.1922660106448768,1.147926663051495,1.2364606481122022,0.0227623035264662,0.0004997501249375312,0.07781017168772271,-0.357663915959824,0.04306278187928766,-0.4420669684432278,-0.2732608634764202,9.928375745306793e-17,0.0005523554012467451,1.2264464155967214e-16,associated,False
