revolution,age_band,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
German Revolution,20-35,Politics,Administration & Law,Politics + Administration & Law,22938,6118,967,590.48830417443,0.7111320819143309,0.656995657407825,0.7662999347506285,0.027559532154035993,0.0004997501249375312,0.15805818895063747,0.6890948783747936,0.04607675852186161,0.5987844316719448,0.7794053250776423,1.4368531302934046e-50,0.0008072886633606274,6.034783147232299e-50,associated,False
German Revolution,20-35,Politics,Military,Politics + Military,22938,6118,561,436.5243322240698,0.36157241566490395,0.2828467243669951,0.4404974714301876,0.04026660899065005,0.0004997501249375312,0.09169663288656424,-0.5111354151808074,0.05009180437764187,-0.6093153517609855,-0.4129554786006293,1.9032410717300855e-24,0.0008072886633606274,3.99680625063318e-24,associated,False
German Revolution,20-35,Politics,Business,Politics + Business,22938,6118,702,707.7595344762992,-0.01177989272987064,-0.08464590396512321,0.054498672249593774,0.035825043327607727,0.7321339330334833,0.11474338018960445,-0.07299968696902649,0.047400071352931034,-0.16590382682077132,0.019904452882718332,0.12354195931463895,0.7321339330334833,0.1297190572803709,not distinguishable,False
German Revolution,20-35,Politics,Nobility & Kinship,Politics + Nobility & Kinship,22938,6118,36,116.80760528308589,-1.6843281800540815,-2.167850924719674,-1.3049253710107762,0.22376423108820917,0.0004997501249375312,0.005884275907159202,-1.6185926760198865,0.17344197883472348,-1.9585389545359446,-1.2786463975038285,1.037102202619385e-20,0.0008072886633606274,1.979922386818826e-20,dissociated,False
German Revolution,20-35,Politics,Religion,Politics + Religion,22938,6118,84,176.29132990875348,-1.0650242781972667,-1.3777154955808504,-0.8165771494943623,0.14154910996465456,0.0004997501249375312,0.013729977116704805,-1.29604620607547,0.1163469920588779,-1.5240863105108708,-1.0680061016400693,8.057905517546031e-29,0.0008072886633606274,2.4173716552638093e-28,dissociated,False
German Revolution,20-35,Politics,Learning & Culture,Politics + Learning & Culture,22938,6118,1124,1446.1288937416466,-0.36341121111646973,-0.40721604627733765,-0.3189732363080628,0.023012699487414398,0.0004997501249375312,0.18372016999019286,-2.7657541406226067,0.0373258416237873,-2.83891279020523,-2.6925954910399836,0.0,0.0008072886633606274,0.0,dissociated,False
German Revolution,20-35,Administration & Law,Military,Administration & Law + Military,22938,6118,147,153.2804574931913,-0.060157221978508583,-0.28509356410035036,0.12105042354551698,0.10455013356849598,0.5612193903048476,0.02402745995423341,-0.5637125367226086,0.08805611914233631,-0.7363025302415878,-0.3911225432036294,1.536143130139192e-10,0.6202951156000946,2.0161878583076896e-10,not distinguishable,False
German Revolution,20-35,Administration & Law,Business,Administration & Law + Business,22938,6118,102,248.5215536255814,-1.2806467079160508,-1.562780353812041,-1.0419979507598516,0.13545208523240973,0.0004997501249375312,0.016672115070284408,-0.8898888420370249,0.10364184979478362,-1.0930268676348007,-0.6867508164392491,8.989922759247261e-18,0.0008072886633606274,1.573236482868271e-17,dissociated,False
German Revolution,20-35,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,22938,6118,6,41.01563613935077,-2.675143181449066,-4.108595077907979,-1.7923609738365969,0.6125306665734389,0.0024987506246876563,0.0009807126511932004,-1.9403320182455897,0.3958185172258918,-2.7161363120083375,-1.1645277244828418,9.482966383584729e-07,0.0030866919481435757,1.1714252591487017e-06,dissociated,True
German Revolution,20-35,Administration & Law,Religion,Administration & Law + Religion,22938,6118,12,61.90265629139395,-2.3196793466497945,-3.2452802468753585,-1.6568398499892099,0.420553037338399,0.0014992503748125937,0.001961425302386401,-1.835596504780626,0.2861294136248606,-2.396410155485353,-1.2747828540758992,1.405765234796523e-10,0.002098950524737631,1.9680713287151322e-10,dissociated,False
