revolution,age_band,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
American Revolution,under 20,Politics,Administration & Law,Politics + Administration & Law,381,237,100,76.68197838136258,0.38085957179047547,0.2573329911403551,0.5279848768822352,0.06900228327123646,0.0004997501249375312,0.4219409282700422,1.4717999005419429,0.2816751314452488,0.9197166429092553,2.0238831581746304,1.739969985554772e-07,0.0013118440779610195,1.8269684848325106e-06,associated,False
American Revolution,under 20,Politics,Military,Politics + Military,381,237,44,40.047435939440405,0.13419464911889137,-0.06606194066500252,0.3145703030957485,0.09572988334662409,0.15792103948025987,0.18565400843881857,-0.048913628580972236,0.27509206049514356,-0.5880940671514536,0.4902668099895091,0.8588735945413712,0.18424121272696983,0.9492813413351997,not distinguishable,False
American Revolution,under 20,Politics,Business,Politics + Business,381,237,13,19.43434802094937,-0.562297013593382,-1.2142148754311965,-0.13771954976793305,0.2732033718471499,0.04547726136931534,0.05485232067510549,-1.7321750319171263,0.34345825532364055,-2.4053532123514616,-1.058996851482791,4.5748733091397767e-07,0.07346326836581708,3.2024113163978433e-06,not distinguishable,False
American Revolution,under 20,Politics,Nobility & Kinship,Politics + Nobility & Kinship,381,237,9,14.25758877798822,-0.6354576021503539,-1.5144964700811783,-0.08756052428151583,0.3668297778462206,0.07496251874062969,0.0379746835443038,-1.3702082233682662,0.4147750915405272,-2.1831674027876993,-0.5572490439488329,0.0009548702984736063,0.10494752623688156,0.003342046044657622,not distinguishable,True
American Revolution,under 20,Politics,Religion,Politics + Religion,381,237,6,7.32891307475108,-0.26837230706169835,-1.330741331958337,0.3391670310445143,0.4341987349089662,0.4767616191904048,0.02531645569620253,-1.48515229929015,0.4849743580030128,-2.435702040976055,-0.5346025576042449,0.002196200142808198,0.500599700149925,0.00576502537487152,not distinguishable,True
American Revolution,under 20,Politics,Learning & Culture,Politics + Learning & Culture,381,237,18,32.24973578984636,-0.8239579969400737,-1.376102173764994,-0.4428990437633776,0.23966199794172827,0.004997501249375313,0.0759493670886076,-2.6758843277264153,0.2967083818260018,-3.257432756105379,-2.0943358993474517,1.9056618365164613e-19,0.010494752623688156,4.001889856684569e-18,dissociated,False
American Revolution,under 20,Administration & Law,Military,Administration & Law + Military,381,237,2,10.714615483894196,-2.1653801555120973,-4.530367342243468,-1.0696353549172004,0.9693858014366185,0.09045477261369315,0.008438818565400843,-2.7730657077007685,0.6545896151987994,-4.056061353490415,-1.4900700619111216,2.271903028971759e-05,0.11173824852279743,9.541992721681388e-05,not distinguishable,True
American Revolution,under 20,Administration & Law,Business,Administration & Law + Business,381,237,4,5.199622930655028,-0.34094147677046877,-2.0242900967743447,0.5248371623979626,0.6883850070952192,0.5592203898050975,0.016877637130801686,-1.5855789126632012,0.5089203583344911,-2.5830628149988035,-0.5880950103275986,0.0018358743031003319,0.5592203898050975,0.005507622909300995,not distinguishable,True
American Revolution,under 20,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,381,237,0,3.8145908196129907,-3.109223745845407,-3.623276069166426,-2.456884965049349,0.2982535529541587,0.0004997501249375312,0.0,-3.316297937875669,1.4314436016618894,-6.121927397132973,-0.5106684786183657,0.020517317079238425,0.0013118440779610195,0.043086365866400696,dissociated,True
American Revolution,under 20,Administration & Law,Religion,Administration & Law + Religion,381,237,0,1.9608367843971342,-2.2991489738669824,-2.8743272919093754,-1.5148997634655352,0.3493138351599308,0.0004997501249375312,0.0,-2.9933680847568493,1.435731897866373,-5.80740260457494,-0.17933356493875863,0.03707770516231533,0.0013118440779610195,0.06488598403405182,dissociated,True
