revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Russian Revolution,russian-revolution,Politics,Administration & Law,Politics + Administration & Law,13925,4561,412,209.83614552652148,0.9716973259175327,0.886156992968931,1.0583831801989934,0.04491904246799399,0.0004997501249375312,0.09033106774830081,1.3295743300530856,0.07232068683209479,1.1878257838621797,1.4713228762439914,1.7508233805156227e-75,0.0006996501749125438,9.19182274770702e-75,associated,False
Russian Revolution,russian-revolution,Politics,Military,Politics + Military,13925,4561,416,320.3230986938817,0.376538478575304,0.2743943925806734,0.4688710607838935,0.05128739530042539,0.0004997501249375312,0.09120806840605131,0.0751034071390399,0.06006539349145196,-0.04262476410420593,0.19283157838228573,0.21116781588716327,0.0006996501749125438,0.2111678158871633,associated,False
Russian Revolution,russian-revolution,Politics,Business,Politics + Business,13925,4561,353,317.9323521758486,0.15072329638752446,0.0380237263847685,0.2515310795455327,0.05487992681825951,0.005497251374312844,0.07739530804648104,0.47591624567604957,0.06728615691235705,0.34403537812782975,0.6077971132242694,1.515990554646207e-12,0.006413459936698318,2.8941637861427586e-12,associated,False
Russian Revolution,russian-revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,13925,4561,117,236.2256744620167,-1.0105554275683422,-1.2508817382781676,-0.7963874060773192,0.1159313103670928,0.0004997501249375312,0.02565226923920193,-0.7088663232822084,0.10089482327501852,-0.9066201769012447,-0.5111124696631721,2.128511084402016e-12,0.0006996501749125438,3.724894397703528e-12,dissociated,False
Russian Revolution,russian-revolution,Politics,Religion,Politics + Religion,13925,4561,111,142.77594640629198,-0.36175271583177904,-0.5936107015493585,-0.14345016968669255,0.11476035646537083,0.0014992503748125937,0.02433676825257619,-0.6190613037764708,0.10398432216476458,-0.8228705752194094,-0.41525203233353225,2.6261229338689426e-09,0.001967766116941529,3.6765721074165197e-09,dissociated,False
Russian Revolution,russian-revolution,Politics,Learning & Culture,Politics + Learning & Culture,13925,4561,935,1116.9067828654545,-0.2563449242776935,-0.30498824614933495,-0.2075137574543204,0.02406749777350494,0.0004997501249375312,0.2049989037491778,-1.8870256625601791,0.044946630879818913,-1.9751210590846242,-1.798930266035734,0.0,0.0006996501749125438,0.0,dissociated,False
Russian Revolution,russian-revolution,Administration & Law,Military,Administration & Law + Military,13925,4561,67,75.97166167162703,-0.18003772093532713,-0.5406740466101952,0.11491549069609679,0.1668577926298578,0.2748625687156422,0.014689761017320764,-0.5568401543003891,0.1295140792663275,-0.810687749662391,-0.3029925589383873,1.7121745084865165e-05,0.28860569715142426,1.8924034041166764e-05,not distinguishable,False
Russian Revolution,russian-revolution,Administration & Law,Business,Administration & Law + Business,13925,4561,17,75.4046436003383,-2.116833225694535,-2.9115358089055237,-1.5501416078508443,0.34604028330750725,0.0004997501249375312,0.0037272527954395965,-1.5101347060283938,0.24353984637792334,-1.9874728049291237,-1.032796607127664,5.618738168970522e-10,0.0006996501749125438,9.076423196029304e-10,dissociated,False
Russian Revolution,russian-revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,13925,4561,11,56.02610954863063,-2.297283544685464,-3.3512013564840086,-1.650626208353835,0.4329880516862033,0.0004997501249375312,0.0024117518088138568,-1.6946942372088658,0.2988862409475562,-2.280511269466076,-1.1088772049516558,1.4277172423125812e-08,0.0006996501749125438,1.8738788805352628e-08,dissociated,False
Russian Revolution,russian-revolution,Administration & Law,Religion,Administration & Law + Religion,13925,4561,15,33.86245306521302,-1.148564815700173,-2.0291927348864354,-0.5640017271258191,0.37214029342138183,0.011494252873563218,0.00328875246656435,-1.2521666527404336,0.25893798140762636,-1.7596850962993813,-0.7446482091814859,1.3262572323096922e-06,0.012704174228675135,1.6383177575590316e-06,dissociated,False
