revolution,age_band,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Russian Revolution,under 20,Politics,Administration & Law,Politics + Administration & Law,1259,283,21,7.463178058061005,1.4329204378068703,0.9957885144714065,1.8037575254550844,0.2049653693437602,0.0004997501249375312,0.07420494699646643,1.6407465737927287,0.30015825078106334,1.0524364022618444,2.229056745323613,4.595995084926884e-08,0.002623688155922039,2.4128974195866143e-07,associated,False
Russian Revolution,under 20,Politics,Military,Politics + Military,1259,283,40,17.642525650469164,1.1585465982295373,0.8527428501471012,1.4750674557493304,0.15820322809031884,0.0004997501249375312,0.1413427561837456,0.6810064875542329,0.20035601058465463,0.2883087068083098,1.073704268300156,0.0006763715032678544,0.002623688155922039,0.002339038882687767,associated,False
Russian Revolution,under 20,Politics,Business,Politics + Business,1259,283,12,20.01228359599951,-0.7145600185408295,-1.5061732090727649,-0.15861535715407443,0.3458101981190963,0.04147926036981509,0.04240282685512368,-0.17261888628638428,0.31364126993194724,-0.7873557753530009,0.44211800278023233,0.5820653136416141,0.09678494086290187,0.6790761992485498,not distinguishable,False
Russian Revolution,under 20,Politics,Nobility & Kinship,Politics + Nobility & Kinship,1259,283,3,5.948540523927482,-0.8816177551994705,-3.4576804056850206,0.10834502835772658,0.8043123431587145,0.21739130434782608,0.01060070671378092,-0.7553636466389065,0.561517034125926,-1.8559370335257217,0.3452097402479085,0.1785543706909999,0.28532608695652173,0.3124701487092498,not distinguishable,True
Russian Revolution,under 20,Politics,Religion,Politics + Religion,1259,283,2,5.948540523927482,-1.3670445823697124,-3.786174863995992,-0.23721585311006646,0.9518662398862607,0.14642678660669664,0.007067137809187279,-1.1892892555509464,0.6539291976030182,-2.470990482852862,0.09241197175096905,0.06895996068911575,0.2365355783646638,0.1609065749412701,not distinguishable,True
Russian Revolution,under 20,Politics,Learning & Culture,Politics + Learning & Culture,1259,283,42,62.98493165290347,-0.5789513630858057,-0.8786805011255258,-0.3563977554036637,0.13410016353593954,0.0009995002498750624,0.14840989399293286,-2.139186572097005,0.18806848889591163,-2.507800810332992,-1.7705723338610182,5.601771447556043e-30,0.004197901049475263,5.881860019933845e-29,dissociated,False
Russian Revolution,under 20,Administration & Law,Military,Administration & Law + Military,1259,283,2,4.473750052609136,-0.9924059142915527,-3.4182040287324034,0.1439581213462917,0.9454975728268775,0.21489255372313842,0.007067137809187279,-1.1471956917492416,0.6543456023978114,-2.429713072448952,0.1353216889504687,0.07956847454980377,0.28532608695652173,0.16709379655458792,not distinguishable,True
Russian Revolution,under 20,Administration & Law,Business,Administration & Law + Business,1259,283,2,5.074667684445219,-1.1569577111693587,-3.5817950851396607,-0.0190838582725859,0.9580845770364634,0.1664167916041979,0.007067137809187279,-0.48685280589703345,0.6577682342187775,-1.7760785449658372,0.8023729331717704,0.4592037736281478,0.24962518740629686,0.5921331204755506,not distinguishable,True
Russian Revolution,under 20,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,1259,283,0,1.5084168791422705,-2.0060587548707156,-2.46302966578011,-1.4591258991716731,0.25671524088254644,0.0004997501249375312,0.0,-1.3532578326208815,1.4293291901808756,-4.1547430453753975,1.4482273801336347,0.34375177163568993,0.002623688155922039,0.48125248028996587,dissociated,True
Russian Revolution,under 20,Administration & Law,Religion,Administration & Law + Religion,1259,283,2,1.5084168791422705,0.31586934001664685,-2.0493814874872873,1.428110629605637,0.9332096868346338,0.6951524237881059,0.007067137809187279,0.27615579756464453,0.665895446431855,-1.0289992774417913,1.5813108725710803,0.6783516854693707,0.7299100449775112,0.7122692697428393,not distinguishable,True
