revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
French Revolution,french-revolution,Politics,Administration & Law,Politics + Administration & Law,12685,4893,788,548.2352390268404,0.5230005283298835,0.46858814833316703,0.5765778532156028,0.02707070792812618,0.0004997501249375312,0.16104639280604946,0.6132128304436832,0.06307214824326735,0.48959141988687926,0.7368342410004872,2.420022514372827e-22,0.0006996501749125438,4.620042981984488e-22,associated,False
French Revolution,french-revolution,Politics,Military,Politics + Military,12685,4893,1360,1088.8864253307088,0.3206211613758012,0.2850248823211238,0.35734867322512526,0.018885238603749688,0.0004997501249375312,0.2779480891068874,-0.5644637283319478,0.04101442594589106,-0.6448520031858943,-0.4840754534780013,4.280618575659956e-43,0.0006996501749125438,1.4982165014809846e-42,associated,False
French Revolution,french-revolution,Politics,Business,Politics + Business,12685,4893,235,331.52544621188053,-0.49556675317057325,-0.6364722135568999,-0.36431853372354256,0.07012509127959252,0.0004997501249375312,0.04802779480891069,-1.128772415383578,0.07850114566908872,-1.282634660894992,-0.9749101698721642,7.004282254907423e-47,0.0006996501749125438,2.9417985470611175e-46,dissociated,False
French Revolution,french-revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,12685,4893,224,390.1374813017665,-0.7991149361423646,-0.9505486081885131,-0.6467954496560369,0.076901883059141,0.0004997501249375312,0.045779685264663805,-1.3164827630503868,0.0786808766092777,-1.470697281204571,-1.1622682448962025,7.671427373476681e-63,0.0006996501749125438,5.369999161433676e-62,dissociated,False
French Revolution,french-revolution,Politics,Religion,Politics + Religion,12685,4893,327,253.82044077078305,0.36484748467908323,0.26315647870065856,0.4581440248170458,0.04888429038349621,0.0004997501249375312,0.0668301655426119,-0.6606191662367537,0.07180394205346366,-0.8013548926615424,-0.5198834398119649,3.568889578074341e-20,0.0006996501749125438,6.245556761630097e-20,associated,False
French Revolution,french-revolution,Politics,Learning & Culture,Politics + Learning & Culture,12685,4893,378,699.3949671635764,-0.8868451336727308,-0.997490505008862,-0.7851200173162282,0.05369422611380151,0.0004997501249375312,0.07725321888412018,-3.031175210447053,0.0588662385133207,-3.1465530379331614,-2.9157973829609443,0.0,0.0006996501749125438,0.0,dissociated,False
French Revolution,french-revolution,Administration & Law,Military,Administration & Law + Military,12685,4893,74,217.78193759387966,-1.5508804243693775,-1.8874126999469725,-1.2634346350940209,0.15685925301209755,0.0004997501249375312,0.015123646024933579,-1.785430296525586,0.12138135420437784,-2.0233377507661663,-1.5475228422850054,5.6216091786634415e-49,0.0006996501749125438,2.951344818798307e-48,dissociated,False
French Revolution,french-revolution,Administration & Law,Business,Administration & Law + Business,12685,4893,33,66.30650576415326,-0.9958275067795122,-1.4894801944599565,-0.5732060785085071,0.23355446486423603,0.0009995002498750624,0.00674432863274065,-1.0174440284582713,0.17885395723891398,-1.3679977846465428,-0.6668902722699999,1.2802051207788403e-08,0.0012346767792574302,1.581429855079744e-08,dissociated,False
French Revolution,french-revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,12685,4893,37,78.02916321607167,-1.0663379286357066,-1.594997777848524,-0.6877236945026861,0.2295138766553731,0.0004997501249375312,0.007561823012466789,-0.9858167945227653,0.1694646833558359,-1.3179675739002037,-0.6536660151453269,5.982708819359583e-09,0.0006996501749125438,7.852305325409453e-09,dissociated,False
French Revolution,french-revolution,Administration & Law,Religion,Administration & Law + Religion,12685,4893,13,50.765172662709254,-1.9250196468184402,-2.8869606591133223,-1.3073042203378407,0.4040143219400585,0.0009995002498750624,0.002656856734109953,-1.999765485803635,0.27592984223284633,-2.5405879765800137,-1.458942995027256,4.2494396644767814e-13,0.0012346767792574302,6.374159496715172e-13,dissociated,False
French Revolution,french-revolution,Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,12685,4893,156,139.88198176502323,0.1568048816750486,-0.042227925567236986,0.3447796938667478,0.09870425778619736,0.11394302848575712,0.03188228080931944,-1.1487275427356083,0.08796921045499899,-1.3211471952274063,-0.9763078902438103,5.699293365240815e-39,0.11964017991004497,1.7097880095722445e-38,not distinguishable,False
French Revolution,french-revolution,Military,Business,Military + Business,12685,4893,33,131.6957555772224,-1.9804428561474732,-2.537530775304071,-1.5774554179328073,0.24301382851286826,0.0004997501249375312,0.00674432863274065,-2.2541407647787834,0.177396545133433,-2.601837993240312,-1.9064435363172547,5.4214085439715605e-37,0.0006996501749125438,1.4231197427925347e-36,dissociated,False
French Revolution,french-revolution,Military,Nobility & Kinship,Military + Nobility & Kinship,12685,4893,279,154.97890423226698,0.8461294379160026,0.7162452488761187,0.9695193255548104,0.06477573703777033,0.0004997501249375312,0.05702023298589822,0.19903202074228118,0.0743856976087487,0.053236053429133734,0.34482798805542864,0.007457871918747997,0.0006996501749125438,0.007830765514685398,associated,False
