revolution,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell,birth_cohort_start,birth_cohort_end,overlaps_window
Irish revolution,Politics,Administration & Law,Politics + Administration & Law,704,297,16,8.581794510356973,0.8614167254328993,0.24636213867152296,1.3118792387603329,0.2687464545391349,0.00399800099950025,0.05387205387205387,0.32314114072724887,0.30926392986176277,-0.2830161618018061,0.9292984432563038,0.2960822522055039,0.013993003498250875,0.3657486644891519,associated,False,1760,1799,False
Irish revolution,Politics,Military,Politics + Military,704,297,22,13.085040805167706,0.7279061024761175,0.23250611700371415,1.1201555186902963,0.22507400434039104,0.0029985007496251873,0.07407407407407407,0.20340635450762848,0.26560099852563335,-0.3171716026026129,0.7239843116178698,0.4437749029813616,0.013993003498250875,0.4904880506636102,associated,False,1760,1799,False
Irish revolution,Politics,Business,Politics + Business,704,297,8,10.203485542040612,-0.33254593394209897,-1.4596492359865108,0.3635962044379913,0.45180132659658706,0.4237881059470265,0.026936026936026935,-0.6465173110306215,0.38315267187260543,-1.397496547900928,0.10446192583968517,0.09153373974708683,0.5302936766910662,0.16018404455740196,not distinguishable,True,1760,1799,False
Irish revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,704,297,48,28.941526616279543,0.7201322666441801,0.43056149318493636,0.9887438553202512,0.1396830089519015,0.0004997501249375312,0.16161616161616163,0.4343780022355479,0.2008146703201558,0.040781248408042536,0.8279747560630533,0.03053510169319859,0.005247376311844078,0.05829428505065186,associated,False,1760,1799,False
Irish revolution,Politics,Religion,Politics + Religion,704,297,7,16.631722932823326,-1.1917077494540769,-2.5301379766159946,-0.4405350338894297,0.5340757946682735,0.03798100949525238,0.02356902356902357,-2.0849640366817854,0.38596281765314455,-2.8414511592819487,-1.3284769140816222,6.590871465640074e-08,0.08862235548892222,4.6136100259480515e-07,not distinguishable,True,1760,1799,False
Irish revolution,Politics,Learning & Culture,Politics + Learning & Culture,704,297,16,39.5564295961889,-1.2795678087256823,-2.005816134623169,-0.8067962358487603,0.3108825729355762,0.00399800099950025,0.05387205387205387,-2.6717223552335447,0.27350232932822716,-3.20778692071687,-2.1356577897502196,1.5362855297163426e-22,0.013993003498250875,3.2261996124043195e-21,dissociated,False,1760,1799,False
Irish revolution,Administration & Law,Military,Administration & Law + Military,704,297,4,3.7918770098872225,0.0683162673255385,-1.7377019027157374,0.9804352616610639,0.7399603799198564,0.9185407296351824,0.013468013468013467,-0.3650525893442359,0.5073498604652433,-1.3594583158561129,0.629353137167641,0.47181546357008886,0.9185407296351824,0.4954062367485933,not distinguishable,True,1760,1799,False
Irish revolution,Administration & Law,Business,Administration & Law + Business,704,297,1,2.956839250535649,-1.2044910164321951,-3.0358626361417476,0.160310626341576,0.9904544939243106,0.3633183408295852,0.003367003367003367,-1.1607944793529463,0.8400812756720988,-2.80735377967026,0.48576482096436724,0.16704402416123532,0.5302936766910662,0.21924528171162136,not distinguishable,True,1760,1799,False
Irish revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,704,297,9,8.386883238756779,0.09624998014758042,-0.8797611651313294,0.7575001649358793,0.4275384553585251,0.8025987006496752,0.030303030303030304,-0.2968491534885085,0.36957036394056586,-1.0212070668120177,0.4275087598350006,0.4218431377841847,0.8427286356821589,0.4904880506636102,not distinguishable,True,1760,1799,False
Irish revolution,Administration & Law,Religion,Administration & Law + Religion,704,297,1,4.819660004337188,-1.8263715409204735,-3.660805012863173,-0.4665844050427598,0.9988175665280938,0.029985007496251874,0.003367003367003367,-2.3256083974756243,0.8333523308218679,-3.9589789658864856,-0.6922378290647633,0.005259964552405145,0.08862235548892222,0.01227325062227867,not distinguishable,True,1760,1799,False
Irish revolution,Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,704,297,9,11.462945986364373,-0.3325732917619689,-1.401888745823012,0.2959351004360723,0.4303330647945374,0.3868065967016492,0.030303030303030304,-1.5533999094968614,0.3658827233147439,-2.2705300471937595,-0.8362697717999633,2.1798740755929595e-05,0.5302936766910662,7.629559264575359e-05,not distinguishable,True,1760,1799,False
Irish revolution,Military,Business,Military + Business,704,297,2,4.50842329082651,-1.0024284030400181,-3.4324521448415752,0.1175713508958952,0.9772284064704203,0.20739630184907545,0.006734006734006734,-1.0636561229587125,0.6582868215924789,-2.353898293279971,0.22658604736254606,0.10613878486851917,0.362943528235882,0.1681658832243416,not distinguishable,True,1760,1799,False
Irish revolution,Military,Nobility & Kinship,Military + Nobility & Kinship,704,297,12,12.787850987910057,-0.0881797050029429,-0.9416334841032852,0.4820502864114626,0.3619401491788939,0.7891054472763618,0.04040404040404041,-0.46468963838558486,0.3223361769973203,-1.0964685453003327,0.16708926852916295,0.14940666189196894,0.8427286356821589,0.2091693266487565,not distinguishable,False,1760,1799,False
Irish revolution,Military,Religion,Military + Religion,704,297,3,7.34874830056535,-1.1651076727678897,-3.843487673072755,-0.1466097898235436,0.8514588228796414,0.1329335332333833,0.010101010101010102,-1.889876630538322,0.554743363029656,-2.9771736220764478,-0.8025796390001965,0.0006573928189570729,0.2537821998091863,0.0017256561497623162,not distinguishable,True,1760,1799,False
Irish revolution,Military,Learning & Culture,Military + Learning & Culture,704,297,16,17.478059606063905,-0.12377129294552422,-0.7787896144667467,0.36369697354948954,0.28732891928371984,0.6636681659170415,0.05387205387205387,-1.3956120227411857,0.2876587202387134,-1.959423114409064,-0.8318009310733074,1.224544564651097e-06,0.774279526903215,6.428858964418259e-06,not distinguishable,False,1760,1799,False
Irish revolution,Business,Nobility & Kinship,Business + Nobility & Kinship,704,297,7,9.97174212994269,-0.4815389752772431,-1.7851918737501231,0.2588897725691333,0.5261856922072801,0.29535232383808097,0.02356902356902357,-0.6408933132478165,0.40338765573893953,-1.431533118496138,0.14974649200050494,0.11211058881622774,0.4771076000461308,0.1681658832243416,not distinguishable,True,1760,1799,False
Irish revolution,Business,Religion,Business + Religion,704,297,4,5.730425159033583,-0.4694056134764301,-2.2041567577958037,0.44842614363850947,0.7060814109847848,0.4292853573213393,0.013468013468013467,-1.185235879985377,0.5005380630304297,-2.166290483525019,-0.20418127644573492,0.017888230558146874,0.5302936766910662,0.037565284172108436,not distinguishable,True,1760,1799,False
Irish revolution,Business,Learning & Culture,Business + Learning & Culture,704,297,25,13.629084627918472,0.8518292453570928,0.4366900421370832,1.2087555643955905,0.19562296068568938,0.0009995002498750624,0.08417508417508418,-0.09592347732416358,0.27958371580351,-0.6439075602990432,0.452060605650716,0.7315277934047608,0.0069965017491254375,0.7315277934047608,associated,False,1760,1799,False
Irish revolution,Nobility & Kinship,Religion,Nobility & Kinship + Religion,704,297,10,16.25398022856416,-0.6741145482083081,-1.5901899988397044,-0.08501577325049793,0.3961954237913809,0.08445777111444278,0.03367003367003367,-1.5305383702416666,0.33436951041288043,-2.1859026106509125,-0.8751741298324209,4.708218497655455e-06,0.17736131934032984,1.977451769015291e-05,not distinguishable,False,1760,1799,False
Irish revolution,Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,704,297,29,38.658016801143305,-0.40859274551290453,-0.857964158884326,-0.07183680274119397,0.19634966821677544,0.03498250874562719,0.09764309764309764,-1.6812736399499926,0.22186762106222024,-2.1161341772319444,-1.246413102668041,3.514003952476236e-14,0.08862235548892222,3.689704150100048e-13,not distinguishable,False,1760,1799,False
Irish revolution,Religion,Learning & Culture,Religion + Learning & Culture,704,297,48,22.215463375293652,1.0943100119064446,0.8338068461305677,1.3490788000207856,0.1337315688936913,0.0004997501249375312,0.16161616161616163,-0.8004381015549278,0.19431779318725034,-1.1813009762019384,-0.4195752269079171,3.801539909685686e-05,0.005247376311844078,0.00011404619729057058,associated,False,1760,1799,False
Irish revolution,Politics,Administration & Law,Politics + Administration & Law,1162,412,50,24.30342565474082,1.0257439997602082,0.766106824337425,1.2912028466441878,0.13490893253710015,0.0004997501249375312,0.12135922330097088,0.8777156568895913,0.20701264276194054,0.47197087707618784,1.2834604367029947,2.2360613677931272e-05,0.0034982508745627187,5.869661090456959e-05,associated,False,1800,1839,True
Irish revolution,Politics,Military,Politics + Military,1162,412,12,12.783396004687853,-0.0876959352902207,-0.9753897369482204,0.46911806520218313,0.3664581568967867,0.8045977011494253,0.02912621359223301,-1.6448641946255884,0.30324403490600144,-2.239222503041351,-1.0505058862098258,5.820618262084188e-08,0.8045977011494253,2.444659670075359e-07,not distinguishable,False,1800,1839,True
Irish revolution,Politics,Business,Politics + Business,1162,412,34,23.373026765541905,0.5312148703430337,0.14399176727307308,0.8525803642408722,0.17954744137818443,0.0074962518740629685,0.0825242718446602,0.11954515064978273,0.21714728403225175,-0.30606352605343073,0.5451538273529962,0.5819588857921149,0.024925037481259373,0.6110568300817205,associated,False,1800,1839,True
Irish revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,1162,412,38,27.46577585466242,0.4611960902329417,0.12082669346848252,0.7584603250818425,0.16553705071225377,0.009495252373813094,0.09223300970873786,-0.049585215497673564,0.2027067904882281,-0.4468905248546006,0.34772009385925345,0.806754189663323,0.024925037481259373,0.806754189663323,associated,False,1800,1839,True
