revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Irish revolution,irish-revolution,Military,Business,Military + Business,3104,1009,6,21.737105668839234,-1.7744573991176606,-3.214637766444354,-0.9678870801372707,0.6014766063107644,0.017491254372813594,0.005946481665014866,-1.6554629608638731,0.40142081589572604,-2.4422477600194963,-0.8686781617082501,3.7233472509747435e-05,0.03673163418290855,8.687810252274401e-05,dissociated,True
Irish revolution,irish-revolution,Military,Nobility & Kinship,Military + Nobility & Kinship,3104,1009,20,10.06155379408455,0.9568018130912953,0.2854740280637295,1.4266365658381288,0.2914973429945941,0.0074962518740629685,0.019821605550049554,0.27875204180675683,0.2431964101542914,-0.19791292209565425,0.7554170057091679,0.2517118695614162,0.022488755622188907,0.2517118695614162,associated,False
Irish revolution,irish-revolution,Military,Religion,Military + Religion,3104,1009,5,8.895782759469348,-0.7725817384485053,-2.5409262898920613,0.10710422311356022,0.6553273127193223,0.19490254872563717,0.004955401387512388,-1.6146222904268408,0.4355657670535813,-2.46833119385186,-0.7609133870018214,0.00020976697260168908,0.24076197195519883,0.00044051064246354707,not distinguishable,True
Irish revolution,irish-revolution,Military,Learning & Culture,Military + Learning & Culture,3104,1009,49,36.568102086452306,0.41725027517029345,0.07820058486417576,0.7089545667475963,0.16259379401442034,0.01249375312343828,0.048562933597621406,-0.9241413731510991,0.16235225583810214,-1.2423517945937794,-0.6059309517084189,1.2541344884961041e-08,0.032796101949025484,4.3894707097363644e-08,associated,False
Irish revolution,irish-revolution,Business,Nobility & Kinship,Business + Nobility & Kinship,3104,1009,9,19.320899636027185,-1.0610230268632266,-2.201445001965025,-0.3354481963847728,0.48054375433887214,0.030984507746126936,0.008919722497522299,-0.877093197899791,0.337998643991612,-1.5395705401233504,-0.21461585567623154,0.00946017352512043,0.0500518971283589,0.013244242935168602,not distinguishable,True
Irish revolution,irish-revolution,Business,Religion,Business + Religion,3104,1009,4,17.082304522454354,-1.9661272711630189,-3.6857581379655575,-1.0202334080576039,0.778620274353503,0.020989505247376312,0.003964321110009911,-2.095670136968128,0.478825239736825,-3.0341676068523054,-1.157172667083951,1.2049458250144844e-05,0.03935532233883059,3.162982790663021e-05,dissociated,True
Irish revolution,irish-revolution,Business,Learning & Culture,Business + Learning & Culture,3104,1009,60,70.22062841901497,-0.225195952095625,-0.5471219588482624,0.034539116657556546,0.14845752075701898,0.12043978010994502,0.05946481665014866,-0.9965889048081913,0.14727923607242552,-1.2852562075101452,-0.7079216021062373,1.3178687761584547e-11,0.15807721139430284,5.5350488598655094e-11,not distinguishable,False
Irish revolution,irish-revolution,Nobility & Kinship,Religion,Nobility & Kinship + Religion,3104,1009,6,7.906964639086948,-0.3711452867881557,-1.824179003501981,0.42598771514988104,0.5727231136516859,0.4592703648175912,0.005946481665014866,-1.0681920290208275,0.40415808325484054,-1.860341872200315,-0.2760421858413401,0.008217370518785646,0.4822338830584708,0.012326055778178469,not distinguishable,True
Irish revolution,irish-revolution,Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,3104,1009,51,32.503344330021385,0.6419602077074814,0.32516609698105853,0.903897340957166,0.14927343720987205,0.0004997501249375312,0.05054509415262636,-0.39862000668069475,0.16772775651150185,-0.7273664094432384,-0.06987360391815112,0.017473526982136445,0.0020989505247376314,0.020385781479159187,associated,False
Irish revolution,irish-revolution,Religion,Learning & Culture,Religion + Learning & Culture,3104,1009,86,28.737379537352826,1.5648861202921114,1.3664151193820802,1.7662718469604868,0.1002390290761147,0.0004997501249375312,0.08523290386521308,-0.20423246016218116,0.13527644229761537,-0.46937428706550727,0.060909366741144944,0.1311093950729235,0.0020989505247376314,0.13766486482656964,associated,False
