revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Irish revolution,irish-revolution,Politics,Administration & Law,Politics + Administration & Law,3104,1009,128,85.03406535204206,0.5871973427691229,0.44383205749105514,0.7245242776682899,0.07173356140062835,0.0004997501249375312,0.12685827552031714,0.7429440355793043,0.13410455507422828,0.4800991076338169,1.0057889635247919,3.024098250362801e-08,0.0020989505247376314,9.072294751088404e-08,associated,False
Irish revolution,irish-revolution,Politics,Military,Politics + Military,3104,1009,73,72.45179268717777,0.010800819179055485,-0.23538972003232034,0.2268907737265023,0.11466150023596429,0.9230384807596201,0.07234886025768088,-0.41681410760446047,0.14262118485750655,-0.6963516299251733,-0.13727658528374764,0.0034720473551914342,0.9230384807596201,0.005608691881463086,not distinguishable,False
Irish revolution,irish-revolution,Politics,Business,Politics + Business,3104,1009,204,139.12700201257275,0.5505228765289527,0.4441327909139863,0.663994661738541,0.055882307591368606,0.0004997501249375312,0.20218037661050545,1.1409782591553046,0.118616474304893,0.9084899695177143,1.3734665487928948,6.643943319291242e-22,0.0020989505247376314,6.976140485255803e-21,associated,False
Irish revolution,irish-revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,3104,1009,52,64.3983535014007,-0.3058644541283012,-0.6165379414126669,-0.04664774670947177,0.14546820982673778,0.04097951024487756,0.05153617443012884,-0.4122776741479445,0.16672936004101563,-0.7390672198283351,-0.08548812846755383,0.013408318893052796,0.06146926536731634,0.017598418547131796,not distinguishable,False
Irish revolution,irish-revolution,Politics,Religion,Politics + Religion,3104,1009,25,56.93690801044869,-1.171480839854362,-1.7313808526493848,-0.778818070611621,0.2463956700635377,0.0009995002498750624,0.024777006937561942,-1.8359264458586018,0.21130977686938954,-2.2500936085226053,-1.4217592831945982,3.67846337921767e-18,0.0034982508745627187,2.5749243654523693e-17,dissociated,False
Irish revolution,irish-revolution,Politics,Learning & Culture,Politics + Learning & Culture,3104,1009,170,234.05187839110758,-0.46013531534562546,-0.5953199228552389,-0.34912517172949326,0.06275898405227853,0.0004997501249375312,0.16848364717542122,-1.5689259554132247,0.09456961197545831,-1.754282394885123,-1.3835695159413264,8.208745385418539e-62,0.0020989505247376314,1.7238365309378932e-60,dissociated,False
Irish revolution,irish-revolution,Administration & Law,Military,Administration & Law + Military,3104,1009,10,13.285663007683311,-0.39277932610124894,-1.486924396236738,0.2957014082680373,0.4494229498942588,0.3453273363318341,0.009910802775024777,-0.7749604690611241,0.3222321099412171,-1.4065354045459095,-0.14338553357633865,0.016173530907804403,0.3816775822615009,0.019979067591993672,not distinguishable,False
Irish revolution,irish-revolution,Administration & Law,Business,Administration & Law + Business,3104,1009,10,25.512059749702246,-1.30879131487378,-2.4297174918283555,-0.6440469736373553,0.45013874626910827,0.014492753623188406,0.009910802775024777,-1.0520906334268862,0.32090175622355593,-1.6810580756250557,-0.42312319122871667,0.0010434397390028628,0.03381642512077295,0.0018260195432550097,dissociated,False
Irish revolution,irish-revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,3104,1009,8,11.808884102610874,-0.5341652297077868,-1.6914718085690277,0.1914376758998803,0.4926978147124971,0.23488255872063968,0.007928642220019821,-0.6291417803975148,0.3574577596368546,-1.3297589892857498,0.0714754284907202,0.0784001590585854,0.2740296518407463,0.08665280738054175,not distinguishable,True
Irish revolution,irish-revolution,Administration & Law,Religion,Administration & Law + Religion,3104,1009,4,10.440660533996121,-1.2817029358125558,-3.0784714414874252,-0.3232519164042401,0.7768904416558297,0.09495252373813093,0.003964321110009911,-1.7309798434506567,0.48002817442957046,-2.6718350653326146,-0.7901246215686986,0.0003109575100606639,0.1329335332333833,0.0005936461555703583,not distinguishable,True
Irish revolution,irish-revolution,Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,3104,1009,29,42.918667258454796,-0.5576004884493956,-1.074577519818225,-0.1502887337400795,0.23716377996531537,0.022488755622188907,0.028741328047571853,-1.4555380730766785,0.20014438323970593,-1.847821064226502,-1.063255081926855,3.5305070013928683e-13,0.03935532233883059,1.8535161757312557e-12,dissociated,False
