revolution,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell,birth_cohort_start,birth_cohort_end,overlaps_window
Mexican Revolution,Politics,Administration & Law,Politics + Administration & Law,328,232,27,16.90845422711677,0.6596435131715044,0.36973975168038686,0.9201430065001599,0.13751733062201651,0.0004997501249375312,0.11637931034482758,0.25334536164575755,0.3460400964949403,-0.4248932274843254,0.9315839507758406,0.4640909426926988,0.0034982508745627187,0.5414394331414819,associated,False,1760,1799,False
Mexican Revolution,Politics,Military,Politics + Military,328,232,87,75.81452347100421,0.19732537344107956,0.08071251464434578,0.3335823913298434,0.0652503846524508,0.0024987506246876563,0.375,0.0967042416266871,0.2276350161378734,-0.34946039000354473,0.5428688732569189,0.6709668269135709,0.010494752623688156,0.7415949139571046,associated,False,1760,1799,False
Mexican Revolution,Politics,Business,Politics + Business,328,232,14,13.357793449463076,0.06535534211179478,-0.4953548338482812,0.4922167846074957,0.2570638150074768,0.7941029485257372,0.0603448275862069,-0.7383183244938575,0.37057862105748124,-1.4646524217665207,-0.011984227221194299,0.04633385014402982,0.8235882058970515,0.10811231700273624,not distinguishable,False,1760,1799,False
Mexican Revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,328,232,17,20.02977721977693,-0.23036304997405965,-0.7419485077671321,0.15402429053240696,0.2395380980812318,0.32083958020989506,0.07327586206896551,-0.9670124343627479,0.3315987425536619,-1.6169459697679252,-0.3170788989575706,0.003543089696956131,0.5182793218775228,0.012400813939346458,not distinguishable,False,1760,1799,False
Mexican Revolution,Politics,Religion,Politics + Religion,328,232,11,16.90845422711677,-0.5981542442961425,-1.396607374120012,-0.06519639370565276,0.33608417884256925,0.07146426786606697,0.04741379310344827,-1.7231248708684803,0.3638640015136572,-2.4362983138352483,-1.0099514279017123,2.183768869812382e-06,0.16674995835415624,2.292957313303001e-05,not distinguishable,False,1760,1799,False
Mexican Revolution,Politics,Learning & Culture,Politics + Learning & Culture,328,232,6,18.980997393910535,-1.5835559195881062,-2.899275270019602,-0.8272017997857346,0.535130704973871,0.014992503748125937,0.02586206896551724,-3.0492039376629556,0.43641892525302645,-3.9045850311588874,-2.1938228441670238,2.8107893547676804e-12,0.044977511244377814,5.902657645012129e-11,dissociated,True,1760,1799,False
Mexican Revolution,Administration & Law,Military,Administration & Law + Military,328,232,4,9.45335522126003,-1.145257930758496,-2.771963791225245,-0.262782413893072,0.6955090760926214,0.08995502248875563,0.017241379310344827,-2.029924369117787,0.5126462078607833,-3.034710936524922,-1.0251378017106516,7.504447741981368e-05,0.1889055472263868,0.0003939835064540218,not distinguishable,True,1760,1799,False
Mexican Revolution,Administration & Law,Business,Administration & Law + Business,328,232,1,1.6655907162469987,-0.5297981072135098,-2.41512276358043,0.814017747674691,0.9896507060944267,0.5847076461769115,0.004310344827586207,-1.1986957472250923,0.8526445284612882,-2.8698790230092173,0.47248752855903264,0.15976677731493438,0.7371020372166858,0.20969389522585138,not distinguishable,True,1760,1799,False
Mexican Revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,328,232,0,2.4975240942280816,-2.58377135013113,-3.053976762894946,-2.0348102534359076,0.2601025762539935,0.0004997501249375312,0.0,-2.6923862369763096,1.4321923302543542,-5.499483204274844,0.11471073032222456,0.06012095836483322,0.0034982508745627187,0.11477637506013615,dissociated,True,1760,1799,False
Mexican Revolution,Administration & Law,Religion,Administration & Law + Religion,328,232,0,2.1083245891861746,-2.383123414841459,-2.858560143656826,-1.8404126275888253,0.26447298816991066,0.0004997501249375312,0.0,-2.7192128544461482,1.4320178322336723,-5.525967805624146,0.0875420967318492,0.05758183207775413,0.0034982508745627187,0.11477637506013615,dissociated,True,1760,1799,False
Mexican Revolution,Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,328,232,3,2.3667511527269967,0.28793824465326817,-2.286209935280393,1.286115607288605,0.8092510393208386,0.6646676661669165,0.01293103448275862,-1.009429358164972,0.5774235973962824,-2.1411796090616857,0.1223208927317414,0.08043616926929469,0.7754456105280693,0.14076329622126568,not distinguishable,True,1760,1799,False
Mexican Revolution,Military,Business,Military + Business,328,232,2,7.468214702174308,-1.6723284262120335,-4.080150883648832,-0.5317551788034777,0.9591536271081441,0.13693153423288357,0.008620689655172414,-2.3800750947349436,0.6680602894772821,-3.6894732621104165,-1.0706769273594707,0.0003671088502814753,0.26141474717186863,0.0015418571711821962,not distinguishable,True,1760,1799,False
Mexican Revolution,Military,Nobility & Kinship,Military + Nobility & Kinship,328,232,12,11.198457086490345,0.09560983007469462,-0.6974855601638351,0.6040039624286587,0.3267631846293848,0.7596201899050474,0.05172413793103448,-0.7348837726827164,0.35476445118679373,-1.4302220970088322,-0.03954544835660079,0.03831493334818839,0.8235882058970515,0.10057670003899452,not distinguishable,False,1760,1799,False
Mexican Revolution,Military,Religion,Military + Religion,328,232,10,9.45335522126003,0.07713449057795184,-0.8376579655463052,0.6504842919023683,0.38515062322835036,0.8235882058970515,0.04310344827586207,-1.0348903514644037,0.3719446507245005,-1.7639018668844246,-0.3058788360443827,0.00539622663842942,0.8235882058970515,0.01618867991528826,not distinguishable,False,1760,1799,False
Mexican Revolution,Military,Learning & Culture,Military + Learning & Culture,328,232,9,10.612094305503186,-0.2261313297116133,-1.2175623185354087,0.3977284587069729,0.42004217315963177,0.5462268865567217,0.03879310344827586,-1.6605480398644576,0.37356901739868664,-2.3927433139658834,-0.9283527657630318,8.785493116642905e-06,0.7371020372166858,6.149845181650034e-05,not distinguishable,True,1760,1799,False
Mexican Revolution,Business,Nobility & Kinship,Business + Nobility & Kinship,328,232,1,1.973060963328808,-0.7213353032639103,-2.602693680675163,0.5715243992693122,0.9865172286696103,0.5182408795602199,0.004310344827586207,-1.2547256776632167,0.8519808585067411,-2.9246081603364296,0.41515680500999586,0.14082768249090094,0.7371020372166858,0.1971587554872613,not distinguishable,True,1760,1799,False
Mexican Revolution,Business,Religion,Business + Religion,328,232,1,1.6655907162469987,-0.5297981072135098,-2.4115354200949404,0.830404912892519,0.9964777493987369,0.5967016491754122,0.004310344827586207,-1.2819195527868237,0.8516724589508382,-2.9511975723304666,0.3873584667568193,0.13227804676298152,0.7371020372166858,0.1971587554872613,not distinguishable,True,1760,1799,False
Mexican Revolution,Business,Learning & Culture,Business + Learning & Culture,328,232,9,1.8697494531288552,2.003192978301507,1.0869947395686026,2.570560116342421,0.3691897301898752,0.0009995002498750624,0.03879310344827586,0.6560065170212667,0.41389267312656636,-0.15522312230680335,1.4672361563493368,0.11297367380036498,0.005247376311844078,0.1824959346005896,associated,True,1760,1799,False
Mexican Revolution,Nobility & Kinship,Religion,Nobility & Kinship + Religion,328,232,6,2.4975240942280816,1.1166683680099623,-0.0596509424409543,1.8603669860636305,0.5173642423500796,0.033483258370814596,0.02586206896551724,0.10821358464023279,0.4588324863468699,-0.7910980885996323,1.007525257880098,0.8135525473194307,0.08789355322338832,0.8135525473194307,not distinguishable,True,1760,1799,False
Mexican Revolution,Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,328,232,5,2.8036565428758045,0.7353679105863278,-0.7586537263783398,1.587137475566864,0.5850448623259296,0.1679160419790105,0.021551724137931036,-0.5220423073709989,0.47973807499942306,-1.462328934369868,0.41824431962787034,0.2765147975208293,0.2938530734632684,0.341577102819848,not distinguishable,True,1760,1799,False
Mexican Revolution,Religion,Learning & Culture,Religion + Learning & Culture,328,232,7,2.3667511527269967,1.3874739182041826,0.19491456618636593,2.074193996127123,0.47408395003972625,0.01249375312343828,0.03017241379310345,-0.1445396928097724,0.42779813371810366,-0.9830240348972555,0.6939446492777107,0.7354619709680396,0.04372813593203398,0.7722350695164415,associated,True,1760,1799,False
Mexican Revolution,Politics,Administration & Law,Politics + Administration & Law,590,351,55,41.89742731822585,0.3885110469536353,0.1679164515112623,0.5973495031032353,0.109141113891823,0.0009995002498750624,0.15669515669515668,0.4659139825897129,0.2229911501775302,0.028851328241753682,0.9029766369376722,0.03667323436105375,0.0069965017491254375,0.06417816013184406,associated,False,1800,1839,True
Mexican Revolution,Politics,Military,Politics + Military,590,351,94,84.04969717137908,0.16051474193833398,0.022798135224372764,0.2981367900051901,0.07084699402508701,0.0239880059970015,0.2678062678062678,-0.2964888552827125,0.170893354491901,-0.6314398300868385,0.03846211952141343,0.08275232587281833,0.07196401799100449,0.11585325622194566,not distinguishable,False,1800,1839,True
Mexican Revolution,Politics,Business,Politics + Business,590,351,23,19.43896131197553,0.2370704999675306,-0.1862545828842228,0.5713407477220455,0.1926336437233729,0.19990004997501248,0.06552706552706553,-0.22340805659641091,0.28426060791399343,-0.780558848107838,0.33374273491501616,0.43191031775042155,0.2623688155922039,0.4773745617241501,not distinguishable,False,1800,1839,True
Mexican Revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,590,351,11,22.199332551539797,-0.9810160161377158,-1.9464724439257999,-0.39490500394106126,0.38609958007091993,0.022988505747126436,0.03133903133903134,-1.4429761654981388,0.3392549218488521,-2.107915812321889,-0.7780365186743887,2.1057870962407093e-05,0.07196401799100449,0.00011055382255263725,not distinguishable,False,1800,1839,True
Mexican Revolution,Politics,Religion,Politics + Religion,590,351,9,14.934192077070557,-0.7001305466183716,-1.7180050952419086,-0.09044980441281224,0.41317571826626337,0.07396301849075462,0.02564102564102564,-1.540479914165567,0.36765478091830966,-2.261083284765454,-0.8198765435656801,2.789331147451219e-05,0.14120212620962247,0.0001171519081929512,not distinguishable,True,1800,1839,True
Mexican Revolution,Politics,Learning & Culture,Politics + Learning & Culture,590,351,34,43.48038955543254,-0.35026402100152104,-0.7316505738972048,-0.061530215476941076,0.1726607042845295,0.04597701149425287,0.09686609686609686,-1.7945841992173122,0.21427179858006914,-2.214556924434248,-1.3746114740003765,5.509733555441979e-17,0.09655172413793103,1.1570440466428157e-15,not distinguishable,False,1800,1839,True
Mexican Revolution,Administration & Law,Military,Administration & Law + Military,590,351,14,22.417157482501487,-0.6603752110355052,-1.4407648897643937,-0.17619476895234332,0.31942384288163855,0.04547726136931534,0.039886039886039885,-1.4363949945730723,0.29873124239915544,-2.021908229675417,-0.8508817594707276,1.5220504091973172e-06,0.09655172413793103,1.065435286438122e-05,not distinguishable,False,1800,1839,True
