revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Mexican Revolution,mexican-revolution,Politics,Administration & Law,Politics + Administration & Law,1923,968,103,75.49355735530162,0.44568174886554707,0.2603465828618499,0.6104313246877356,0.09035986098222752,0.0004997501249375312,0.10640495867768596,0.2914513296573041,0.1364005862390246,0.024106180628815865,0.5587964786857923,0.032619895811501994,0.0014992503748125937,0.04029516541420835,associated,False
Mexican Revolution,mexican-revolution,Politics,Military,Politics + Military,1923,968,240,192.41294065468335,0.3180869709704128,0.2182607632970111,0.4175521682613181,0.05078897310404465,0.0004997501249375312,0.24793388429752067,0.216636807724136,0.10099391477635371,0.018688734762482728,0.41458488068578925,0.03194899924637053,0.0014992503748125937,0.04029516541420835,associated,False
Mexican Revolution,mexican-revolution,Politics,Business,Politics + Business,1923,968,38,48.578490121068775,-0.35023241997499777,-0.7659927349009954,-0.01338930438527514,0.190716185358485,0.06496751624187906,0.03925619834710744,-0.5189909832802476,0.19112390282910188,-0.8935938328252873,-0.14438813373520792,0.006618202439949905,0.09095452273863068,0.009265483415929867,not distinguishable,False
Mexican Revolution,mexican-revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,1923,968,29,42.98763347692462,-0.5598902474523586,-1.068316735362714,-0.17945343624589394,0.22938877737593788,0.019490254872563718,0.029958677685950414,-0.648825996781843,0.2135437185959673,-1.067371685229939,-0.23028030833374713,0.0023785738843111874,0.03720866839307619,0.003567860826466781,dissociated,False
Mexican Revolution,mexican-revolution,Politics,Religion,Politics + Religion,1923,968,6,25.641306775407777,-2.0078196384334825,-3.3914450977427983,-1.1937539228773824,0.575113883161775,0.009995002498750625,0.006198347107438017,-2.584320385562078,0.40351136329464393,-3.3752026576195804,-1.793438113504576,1.5078490872637186e-10,0.020989505247376312,7.916207708134523e-10,dissociated,True
Mexican Revolution,mexican-revolution,Politics,Learning & Culture,Politics + Learning & Culture,1923,968,134,164.88607158305675,-0.2982315665387686,-0.4570464288310908,-0.14898295242339452,0.0784238224593829,0.0004997501249375312,0.1384297520661157,-1.505569137840257,0.11202559731034199,-1.7251393085685272,-1.2859989671119867,3.5477794596046825e-41,0.0014992503748125937,3.725168432584917e-40,dissociated,False
Mexican Revolution,mexican-revolution,Administration & Law,Military,Administration & Law + Military,1923,968,13,53.3260227311698,-1.9953444195672918,-2.9407257703525707,-1.4158148067209135,0.395616946629754,0.0014992503748125937,0.013429752066115703,-2.472627355116238,0.28387516822922354,-3.0290226848455157,-1.9162320253869598,3.0317074202974284e-18,0.0034982508745627183,2.1221951942082e-17,dissociated,False
Mexican Revolution,mexican-revolution,Administration & Law,Business,Administration & Law + Business,1923,968,3,13.463219571552077,-1.9962048023698846,-4.707075617491541,-0.9226011671558826,0.8667432703357703,0.053973013493253376,0.0030991735537190084,-2.072161572354087,0.5444946413762685,-3.139371069451573,-1.004952075256601,0.00014142645263717313,0.08718717564294777,0.0002969955505380636,not distinguishable,True
Mexican Revolution,mexican-revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,1923,968,2,11.913749211201413,-2.311938905276057,-4.732229701796369,-1.1076451518864483,1.0151738185499124,0.06346826586706647,0.002066115702479339,-2.2335102240489695,0.6417519383544255,-3.4913440232236432,-0.9756764248742955,0.0005007915741696189,0.09095452273863068,0.000876385254796833,not distinguishable,True
Mexican Revolution,mexican-revolution,Administration & Law,Religion,Administration & Law + Religion,1923,968,2,7.106325090765209,-1.605271505507923,-4.023522933745333,-0.39723610203771786,0.9845607949855995,0.1374312843578211,0.002066115702479339,-2.3985001420138485,0.6409557610030947,-3.654773433579914,-1.142226850447783,0.0001825119972179959,0.17532410265455511,0.00034843199468890124,not distinguishable,True
Mexican Revolution,mexican-revolution,Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,1923,968,84,45.69712604242848,0.8711482380934016,0.642528731576991,1.0744680970425073,0.11084581842717633,0.0004997501249375312,0.08677685950413223,-0.5643916617847973,0.14073736598886447,-0.8402368991229716,-0.28854642444662293,6.065514939130859e-05,0.0014992503748125937,0.0001415286819130534,associated,False
Mexican Revolution,mexican-revolution,Military,Business,Military + Business,1923,968,36,34.314155527870355,0.06822243500328046,-0.3727412088214657,0.4084364353763886,0.20129025594126204,0.7301349325337332,0.0371900826446281,-0.6383288272322529,0.19438724804302904,-1.0193278333965898,-0.257329821067916,0.0010241760896629378,0.7301349325337332,0.001654438298686284,not distinguishable,False
Mexican Revolution,mexican-revolution,Military,Nobility & Kinship,Military + Nobility & Kinship,1923,968,55,30.364968882853873,0.8465174345834552,0.5631752266680141,1.099236032987006,0.13851916975046927,0.0004997501249375312,0.056818181818181816,0.27707011582820595,0.1806687089205659,-0.07704055365610324,0.6311807853125151,0.12513274299205746,0.0014992503748125937,0.13830461067543193,associated,False
Mexican Revolution,mexican-revolution,Military,Religion,Military + Religion,1923,968,20,18.112127125325742,0.13938096353352572,-0.5333853722416692,0.5969051536816325,0.27716179724638146,0.5797101449275363,0.02066115702479339,-1.3498906307173526,0.24166675936233795,-1.823557479067535,-0.8762237823671702,2.3269084292131822e-08,0.6407322654462243,6.980725287639546e-08,not distinguishable,False
Mexican Revolution,mexican-revolution,Military,Learning & Culture,Military + Learning & Culture,1923,968,81,116.46978509582574,-0.5212639455062421,-0.7651521931994094,-0.3010691255991924,0.1189741101262728,0.0004997501249375312,0.08367768595041322,-2.3402563894035495,0.1314452878780072,-2.5978891536444437,-2.0826236251626553,6.575690524760964e-71,0.0014992503748125937,1.3808950101998024e-69,dissociated,False
Mexican Revolution,mexican-revolution,Business,Nobility & Kinship,Business + Nobility & Kinship,1923,968,6,7.666242903846884,-0.329232762838996,-1.7259640397783427,0.5019137924111193,0.5901141378844869,0.5327336331834083,0.006198347107438017,-0.6636186894670619,0.4104312387509084,-1.4680639174188426,0.1408265384847186,0.10590385591866888,0.6215225720473097,0.12355449857178037,not distinguishable,True
Mexican Revolution,mexican-revolution,Business,Religion,Business + Religion,1923,968,10,4.572768264106682,1.0495441664808738,0.036569230850017155,1.6938558299315183,0.43127175652940963,0.022988505747126436,0.010330578512396695,-0.29754468304480214,0.33030984020573406,-0.9449519698480409,0.34986260375843664,0.36769212545818586,0.040229885057471264,0.36769212545818586,associated,False
Mexican Revolution,mexican-revolution,Business,Learning & Culture,Business + Learning & Culture,1923,968,45,29.405123612941676,0.6054738643083323,0.24313324862708832,0.9029864019607381,0.1697117529541784,0.0004997501249375312,0.04648760330578512,-0.7379605892181477,0.18106383531812092,-1.0928457064416648,-0.38307547199463066,4.58775313441736e-05,0.0014992503748125937,0.00012042851977845569,associated,False
Mexican Revolution,mexican-revolution,Nobility & Kinship,Religion,Nobility & Kinship + Religion,1923,968,7,4.046492297772677,0.7221366868373902,-0.6580030104372416,1.5014819759473124,0.5240331740232669,0.14192903548225888,0.007231404958677686,-0.4845425761036843,0.38492252924955905,-1.23899073343282,0.26990558122545144,0.20810061279702619,0.17532410265455511,0.2185056434368775,not distinguishable,True
Mexican Revolution,mexican-revolution,Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,1923,968,24,26.020913228601344,-0.11434870524566902,-0.7356223718251678,0.31971276900611023,0.2657205787619596,0.6401799100449775,0.024793388429752067,-1.344548200628945,0.22778333470986376,-1.7910035366602781,-0.8980928645976121,3.5749063851428362e-09,0.6721889055472264,1.2512172347999928e-08,not distinguishable,False
Mexican Revolution,mexican-revolution,Religion,Learning & Culture,Religion + Learning & Culture,1923,968,30,15.520980447295058,0.9288468025963236,0.47705191937962627,1.2862212539791098,0.20222323236862907,0.0009995002498750624,0.030991735537190084,-1.2664368176749594,0.20686587355369987,-1.6718939298402111,-0.8609797055097077,9.239697647495804e-10,0.002623688155922039,3.880673011948238e-09,associated,False
