revolution,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell,birth_cohort_start,birth_cohort_end,overlaps_window
Cuban Revolution,Politics,Administration & Law,Politics + Administration & Law,251,107,9,6.322858912508871,0.47755112981780756,-0.321035001258437,0.9886811769003557,0.3300047134869066,0.13393303348325838,0.08411214953271028,0.82864288514839,0.4629740218141721,-0.07878619760738725,1.7360719679041674,0.07348190762858829,0.16544668842049567,0.22044572288576486,not distinguishable,True,1840,1879,True
Cuban Revolution,Politics,Military,Politics + Military,251,107,39,33.6458661139725,0.2101417247852204,0.018491273174145496,0.4283151112329692,0.10604280135750938,0.04597701149425287,0.3644859813084112,1.2388508059723555,0.2918418764457648,0.6668407281386565,1.8108608838060545,2.1865342028010177e-05,0.08045977011494253,0.00015305739419607125,not distinguishable,False,1840,1879,True
Cuban Revolution,Politics,Business,Politics + Business,251,107,1,4.219817909281306,-1.6537687007209816,-3.5208929375496867,-0.3158103915574412,0.9705239227437609,0.09145427286356822,0.009345794392523364,-1.656819386209553,0.8609444917533442,-3.344270590046108,0.030631817627001512,0.054301874069767504,0.12803598200899552,0.20036529613674012,not distinguishable,True,1840,1879,True
Cuban Revolution,Politics,Nobility & Kinship,Politics + Nobility & Kinship,251,107,4,4.9085368823228,-0.2653133674521691,-2.061431238199331,0.5688335998145262,0.6820766864440131,0.6191904047976012,0.037383177570093455,-0.16887848653750173,0.563266019197101,-1.2728798841638196,0.9351229110888162,0.7643143659551154,0.6843683421447172,0.8025300842528711,not distinguishable,True,1840,1879,True
Cuban Revolution,Politics,Religion,Politics + Religion,251,107,0,1.5743233566655364,-2.0526408067332316,-2.808544125267905,-0.7383079432813822,0.5088366247552859,0.0074962518740629685,0.0,-2.1555518809356515,1.454391074020775,-5.00615838601637,0.6950546241450675,0.13831389548466713,0.03935532233883059,0.36307397564725125,dissociated,True,1840,1879,True
Cuban Revolution,Politics,Learning & Culture,Politics + Learning & Culture,251,107,9,11.328596829560553,-0.3162795251891776,-1.1716500900186855,0.2247612650317111,0.35445404856392837,0.3308345827086457,0.08411214953271028,-2.144218364123038,0.3793731800593445,-2.8877897970393533,-1.4006469312067227,1.5858879249611747e-08,0.3859736798267533,1.6651823212092333e-07,not distinguishable,True,1840,1879,True
Cuban Revolution,Administration & Law,Military,Administration & Law + Military,251,107,4,7.660835010186823,-0.8587917737230039,-2.4629384342778584,-0.0509326532755547,0.6497917772220042,0.13143428285857073,0.037383177570093455,-0.7235446577443163,0.5491250654145021,-1.7998297859567405,0.35274047046810786,0.18762692926347457,0.16544668842049567,0.40495830675473216,not distinguishable,True,1840,1879,True
Cuban Revolution,Administration & Law,Business,Administration & Law + Business,251,107,0,0.9608113123475415,-1.5467698425353391,-2.146885085134223,-0.8557254662827889,0.331324421212418,0.0004997501249375312,0.0,-1.3250445439095373,1.4507820034174226,-4.168577270607686,1.5184881827886108,0.36106835042551166,0.0034982508745627187,0.6318696132446454,dissociated,True,1840,1879,True
Cuban Revolution,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,251,107,0,1.117625894055251,-1.6938779963978907,-2.286674753049051,-1.0238197875862838,0.32246352255557365,0.0004997501249375312,0.0,-1.2074632092657045,1.452785376306404,-4.054922546826257,1.6399961282948472,0.4058964225337883,0.0034982508745627187,0.6328853182854959,dissociated,True,1840,1879,True
Cuban Revolution,Administration & Law,Religion,Administration & Law + Religion,251,107,0,0.3584580479290923,-0.7798195378566374,-1.3307548336339352,-0.20446592612706974,0.28873627236632793,0.011494252873563218,0.0,-0.6645247343825952,1.4657875888849665,-3.5374684085971295,2.208418939831939,0.6502918563621414,0.04827586206896552,0.7903756043496108,dissociated,True,1840,1879,True
Cuban Revolution,Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,251,107,6,2.5794108231366977,1.0777853684703507,-0.1092359923913563,1.8043229383483983,0.4936020115328144,0.030484757621189407,0.056074766355140186,-0.6381856991025785,0.49007088256605835,-1.598724628932053,0.3223532307268958,0.19283728893082486,0.07579543561552557,0.40495830675473216,not distinguishable,True,1840,1879,True
Cuban Revolution,Military,Business,Military + Business,251,107,8,5.112770856246784,0.5987496793858061,-0.13876969501408218,1.0860577229556003,0.31551814798650346,0.05347326336831584,0.07476635514018691,0.3556626734940321,0.4729660187532685,-0.5713507232623742,1.2826760702504383,0.4520609416324971,0.08637988697958712,0.6328853182854959,not distinguishable,True,1840,1879,True
Cuban Revolution,Military,Nobility & Kinship,Military + Nobility & Kinship,251,107,6,5.947229207107352,0.011760444119250995,-1.0972143451790033,0.6431900235214694,0.45392399357269647,0.9780109945027486,0.056074766355140186,0.06255268831282193,0.5094970777306255,-0.936061584039204,1.061166960664848,0.9022865389278644,0.9780109945027485,0.9022865389278645,not distinguishable,True,1840,1879,True
Cuban Revolution,Military,Religion,Military + Religion,251,107,4,1.9074649070909908,0.902410232962277,-3.229560799114013e-05,1.3599465459876157,0.37795468842098273,0.03248375812093953,0.037383177570093455,0.2731831813352081,0.6279757736071925,-0.9576493349348891,1.5040156976053054,0.6635465692446044,0.07579543561552557,0.7903756043496108,not distinguishable,True,1840,1879,True
Cuban Revolution,Military,Learning & Culture,Military + Learning & Culture,251,107,7,13.725833900309595,-0.9235507232398414,-2.0208686638489852,-0.31923347898544635,0.4488249997649131,0.04397801099450275,0.06542056074766354,-2.94608880424679,0.414778361606097,-3.75905439299474,-2.13312321549884,1.2225201055888145e-12,0.08045977011494253,2.5672922217365103e-11,not distinguishable,True,1840,1879,True
Cuban Revolution,Business,Nobility & Kinship,Business + Nobility & Kinship,251,107,0,0.7458932468476558,-1.3171804577347137,-1.9110740253894918,-0.70198508152792,0.30684578970019216,0.0004997501249375312,0.0,-1.1528016175153124,1.453638634480594,-4.001933341097277,1.696330106066652,0.42775129797952305,0.0034982508745627187,0.6328853182854959,dissociated,True,1840,1879,True
Cuban Revolution,Business,Religion,Business + Religion,251,107,0,0.23923160571947658,-0.5640983453622572,-1.0371926000203022,-0.1335575587808414,0.23483441995910534,0.01999000499750125,0.0,-0.6100098016868293,1.4666337404214518,-3.4846119329128746,2.2645923295392163,0.6774648037282379,0.059970014992503755,0.7903756043496108,not distinguishable,True,1840,1879,True
Cuban Revolution,Business,Learning & Culture,Business + Learning & Culture,251,107,4,1.721475069660745,1.0184070505416734,-0.6792008599603312,1.8080282412771806,0.6321082422587547,0.07896051974012994,0.037383177570093455,-1.0992070842246788,0.5513502241137548,-2.179853523487638,-0.018560644961719497,0.046188787876668344,0.1184407796101949,0.20036529613674012,not distinguishable,True,1840,1879,True
Cuban Revolution,Nobility & Kinship,Religion,Nobility & Kinship + Religion,251,107,0,0.27827673737025127,-0.6383551408403282,-1.1589902555456173,-0.16710241164774292,0.2522300435205359,0.01649175412293853,0.0,-0.4928476114705823,1.4686167966373536,-3.3713365328797953,2.3856413099386304,0.7371828900925477,0.05772113943028486,0.8025300842528711,not distinguishable,True,1840,1879,True
