revolution,slug,group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,sparse_cell
Revolutions of 1848,revolutions-of-1848,Politics,Administration & Law,Politics + Administration & Law,36998,13507,2436,1278.8910405364245,0.9293529371859632,0.892372816794127,0.9656501547785112,0.018700658748065892,0.0004997501249375312,0.18035092914784925,1.1527289724882501,0.03244899825989128,1.0891289358988632,1.216329009077637,2.0701472767354307e-276,0.0005830418124271198,1.0868273202861012e-275,associated,False
Revolutions of 1848,revolutions-of-1848,Politics,Military,Politics + Military,36998,13507,949,643.5383915288706,0.560021309523318,0.49658051642885187,0.6239534610775059,0.03258101373817593,0.0004997501249375312,0.07025986525505294,-0.11803554456873476,0.04010928124557419,-0.19664973581006018,-0.039421353327409356,0.0032520735491753322,0.0005830418124271198,0.0032520735491753322,associated,False
Revolutions of 1848,revolutions-of-1848,Politics,Business,Politics + Business,36998,13507,1174,1139.740540969628,0.04270851119023461,-0.017087820784018496,0.09825233392246538,0.029061841356173457,0.14442778610694654,0.0869178944251129,-0.32602300530916223,0.035728016259469156,-0.39604991717772176,-0.2559960934406027,7.164628329739062e-20,0.14442778610694654,9.403574682782519e-20,not distinguishable,False
Revolutions of 1848,revolutions-of-1848,Politics,Nobility & Kinship,Politics + Nobility & Kinship,36998,13507,638,720.3914950837942,-0.1750955087687567,-0.2642700214154265,-0.09497770554356977,0.04518565843750922,0.0004997501249375312,0.047234767157770044,-0.36098062249519824,0.04684223589036132,-0.45279140484030644,-0.26916984015009005,1.2951146247300739e-14,0.0005830418124271198,1.5998474776077384e-14,dissociated,False
Revolutions of 1848,revolutions-of-1848,Politics,Religion,Politics + Religion,36998,13507,226,500.95261750624604,-1.146602336072875,-1.322238871098197,-0.9841976372827048,0.08692475729851766,0.0004997501249375312,0.016732064855260236,-1.6423603182654956,0.07039574902310686,-1.780335986350785,-1.504384650180206,2.1798855436595014e-120,0.0005830418124271198,6.539656630978504e-120,dissociated,False
Revolutions of 1848,revolutions-of-1848,Politics,Learning & Culture,Politics + Learning & Culture,36998,13507,1615,2754.4859139981863,-0.7700641918385595,-0.816569222254801,-0.7221917768089554,0.024338561269611918,0.0004997501249375312,0.11956763159843044,-2.9627437019471112,0.030621614279116954,-3.0227620659341805,-2.902725337960042,0.0,0.0005830418124271198,0.0,dissociated,False
Revolutions of 1848,revolutions-of-1848,Administration & Law,Military,Administration & Law + Military,36998,13507,100,281.49203972080716,-1.4884589363354426,-1.7566581785604807,-1.2341172159001699,0.1373442239928584,0.0004997501249375312,0.007403568520026653,-1.5795767644085232,0.10256608465450298,-1.780606290331349,-1.3785472384856974,1.622183384050508e-53,0.0005830418124271198,3.0968955513691515e-53,dissociated,False
Revolutions of 1848,revolutions-of-1848,Administration & Law,Business,Administration & Law + Business,36998,13507,157,498.5372960699947,-1.6637958122897016,-1.8837513306982125,-1.4667644990973556,0.10755816512534794,0.0004997501249375312,0.011623602576441844,-1.5042859397030575,0.08267146056735049,-1.6663220024150645,-1.3422498769910505,5.556516742775416e-74,0.0005830418124271198,1.4585856449785466e-73,dissociated,False
Revolutions of 1848,revolutions-of-1848,Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,36998,13507,206,315.1085840689299,-0.6119946633304111,-0.8087340103451391,-0.4391618888673687,0.09581555226035697,0.0004997501249375312,0.015251351151254904,-0.5309677663836478,0.0742645303797713,-0.6765262459279996,-0.3854092868392961,8.69792404767116e-13,0.0005830418124271198,9.613495000057598e-13,dissociated,False
Revolutions of 1848,revolutions-of-1848,Administration & Law,Religion,Administration & Law + Religion,36998,13507,47,219.12317269883394,-2.2090308642657153,-2.6212800335416477,-1.8414106543544568,0.20225875099548463,0.0004997501249375312,0.003479677204412527,-2.1093802725662676,0.147278240463473,-2.398045623874675,-1.8207149212578606,1.5851447820393094e-46,0.0005830418124271198,2.5606184940634998e-46,dissociated,False
Revolutions of 1848,revolutions-of-1848,Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,36998,13507,852,1204.847866918281,-0.4996778333061589,-0.5742412426635373,-0.4289842981109903,0.03813945943817465,0.0004997501249375312,0.06307840379062708,-1.968970414272102,0.039743905400999625,-2.046868468858061,-1.8910723596861427,0.0,0.0005830418124271198,0.0,dissociated,False
Revolutions of 1848,revolutions-of-1848,Military,Business,Military + Business,36998,13507,62,250.864131079898,-2.0078507012309834,-2.383737109465745,-1.7082050582546757,0.17421623827674976,0.0004997501249375312,0.004590212482416525,-2.13791189637708,0.1286569667279877,-2.390079551163936,-1.8857442415902241,5.236488196090556e-62,0.0005830418124271198,1.2218472457544632e-61,dissociated,False
